"CLB","Fc.Type","Stock","Year","Agency","Mod"
"1804B","TRS","PSF+PSY",2003,144177,146341
"1804B","TRS","PSF+PSY",2004,143731,147984
"1804B","TRS","PSF+PSY",2005,155325,161771
"1804B","TRS","PSF+PSY",2006,191623,189148
"1804B","TRS","PSF+PSY",2007,221341,193623
"1804B","TRS","PSF+PSY",2008,160626,171099
"1804B","TRS","PSF+PSY",2009,136695,145716
"1804B","TRS","PSF+PSY",2010,144296,147573
"1804B","TRS","PSF+PSY",2011,155941,161785
"1804B","TRS","PSF+PSY",2012,192714,176396
"1804B","TRS","PSF+PSY",2013,182276,160132
"1804B","TRS","PSF+PSY",2014,80047,114458
"1804B","TRS","PSF+PSY",2015,96003,113355
"1804B","TRS","PSF+PSY",2016,166953,160775
"1804B","TRS","PSF+PSY",2017,223800,200303
"1804B","TRS","PSF+PSY",2018,202186,214806
"1804B","TRS","PSN",1999,23215,21456
"1804B","TRS","PSN",2000,17882,21087
"1804B","TRS","PSN",2001,26107,23186
"1804B","TRS","PSN",2002,25009,21975
"1804B","TRS","PSN",2003,9233,15299
"1804B","TRS","PSN",2004,16023,13573
"1804B","TRS","PSN",2005,10903,12618
"1804B","TRS","PSN",2006,13095,12683
"1804B","TRS","PSN",2007,12094,13354
"1804B","TRS","PSN",2008,18637,14950
"1804B","TRS","PSN",2009,10066,11807
"1804B","TRS","PSN",2010,8139,9044
"1804B","TRS","PSN",2011,8033,8645
"1804B","TRS","PSN",2012,10578,9349
"1804B","TRS","PSN",2013,8407,8977
"1804B","TRS","PSN",2014,8201,8762
"1804B","TRS","PSN",2015,10439,9609
"1804B","TRS","PSN",2016,9590,9865
"1804B","TRS","PSN",2017,10050,9808
"1804B","TRS","PSN",2018,9045,10149
"1804B","TRS","SKG",1999,5139,8520
"1804B","TRS","SKG",2000,16266,15723
"1804B","TRS","SKG",2001,14193,15920
"1804B","TRS","SKG",2002,18114,14032
"1804B","TRS","SKG",2003,10583,16397
"1804B","TRS","SKG",2004,22144,21734
"1804B","TRS","SKG",2005,22784,20761
"1804B","TRS","SKG",2006,21246,17735
"1804B","TRS","SKG",2007,12646,12019
"1804B","TRS","SKG",2008,14254,13884
"1804B","TRS","SKG",2009,10977,10991
"1804B","TRS","SKG",2010,7926,7832
"1804B","TRS","SKG",2011,8382,10359
"1804B","TRS","SKG",2012,15422,14994
"1804B","TRS","SKG",2013,13312,14021
"1804B","TRS","SKG",2014,12777,11959
"1804B","TRS","SKG",2015,13315,13336
"1804B","TRS","SKG",2016,17426,16433
"1804B","TRS","SKG",2017,14800,15594
"1804B","TRS","SKG",2018,12565,11765
"1804B","TRS","SNO",1999,2524,2992
"1804B","TRS","SNO",2000,3269,3978
"1804B","TRS","SNO",2001,6742,5813
"1804B","TRS","SNO",2002,7422,6853
"1804B","TRS","SNO",2003,5786,7437
"1804B","TRS","SNO",2004,10994,8073
"1804B","TRS","SNO",2005,4963,6932
"1804B","TRS","SNO",2006,7180,5809
"1804B","TRS","SNO",2007,2832,4865
"1804B","TRS","SNO",2008,6986,4687
"1804B","TRS","SNO",2009,1830,3501
"1804B","TRS","SNO",2010,3488,2755
"1804B","TRS","SNO",2011,1414,2423
"1804B","TRS","SNO",2012,3361,2686
"1804B","TRS","SNO",2013,2684,2730
"1804B","TRS","SNO",2014,2375,2552
"1804B","TRS","SNO",2015,2329,2883
"1804B","TRS","SNO",2016,4386,3714
"1804B","TRS","SNO",2017,4184,3988
"1804B","TRS","SNO",2018,3460,3825
"1804B","TRS","WCH",1999,13535,19276
"1804B","TRS","WCH",2000,22571,20712
"1804B","TRS","WCH",2001,23166,25922
"1804B","TRS","WCH",2002,34243,32517
"1804B","TRS","WCH",2003,41766,38342
"1804B","TRS","WCH",2004,39651,40553
"1804B","TRS","WCH",2005,40458,42038
"1804B","TRS","WCH",2006,51155,39588
"1804B","TRS","WCH",2007,22669,32783
"1804B","TRS","WCH",2008,26397,30809
"1804B","TRS","WCH",2009,38162,35655
"1804B","TRS","WCH",2010,41498,44221
"1804B","TRS","WCH",2011,63942,48889
"1804B","TRS","WCH",2012,40311,47737
"1804B","TRS","WCH",2013,44091,47837
"1804B","TRS","WCH",2014,51226,48384
"1804B","TRS","WCH",2015,54902,47421
"1804B","TRS","WCH",2016,31983,42818
"1804B","TRS","WCH",2017,43191,43316
"1804B","TRS","WCH",2018,47194,49042
"1804B","TRS","URB",1999,165889,185331
"1804B","TRS","URB",2000,156553,153733
"1804B","TRS","URB",2001,232491,254389
"1804B","TRS","URB",2002,276948,283026
"1804B","TRS","URB",2003,373191,372064
"1804B","TRS","URB",2004,362804,338818
"1804B","TRS","URB",2005,278339,272714
"1804B","TRS","URB",2006,230390,236623
"1804B","TRS","URB",2007,114064,107760
"1804B","TRS","URB",2008,196881,207233
"1804B","TRS","URB",2009,212047,212696
"1804B","TRS","URB",2010,324908,276252
"1804B","TRS","URB",2011,322234,359814
"1804B","TRS","URB",2012,297827,262635
"1804B","TRS","URB",2013,778254,883382
"1804B","TRS","URB",2014,683461,746628
"1804B","TRS","URB",2015,795915,638254
"1804B","TRS","URB",2016,406572,451747
"1804B","TRS","URB",2017,297124,295332
"1804B","TRS","URB",2018,200100,156926
"1804B","TRS","SPR",1999,50189,46056
"1804B","TRS","SPR",2000,20528,16751
"1804B","TRS","SPR",2001,124954,140410
"1804B","TRS","SPR",2002,160836,141025
"1804B","TRS","SPR",2003,180592,182011
"1804B","TRS","SPR",2004,175245,171616
"1804B","TRS","SPR",2005,93145,99038
"1804B","TRS","SPR",2006,27918,28548
"1804B","TRS","SPR",2007,14549,12716
"1804B","TRS","SPR",2008,79433,79776
"1804B","TRS","SPR",2009,48970,50121
"1804B","TRS","SPR",2010,128554,134712
"1804B","TRS","SPR",2011,70531,67395
"1804B","TRS","SPR",2012,56947,59118
"1804B","TRS","SPR",2013,86703,80943
"1804B","TRS","SPR",2014,127586,128190
"1804B","TRS","SPR",2015,166359,158506
"1804B","TRS","SPR",2016,44555,51865
"1804B","TRS","SPR",2017,48880,49474
"1804B","TRS","SPR",2018,50100,49921
"1804B","TRS","BON",1999,12145,12448
"1804B","TRS","BON",2000,5968,14012
"1804B","TRS","BON",2001,40771,52807
"1804B","TRS","BON",2002,71498,63006
"1804B","TRS","BON",2003,54337,44473
"1804B","TRS","BON",2004,29832,24772
"1804B","TRS","BON",2005,11303,17844
"1804B","TRS","BON",2006,7270,5947
"1804B","TRS","BON",2007,5124,9592
"1804B","TRS","BON",2008,19067,13803
"1804B","TRS","BON",2009,11404,10653
"1804B","TRS","BON",2010,18850,22176
"1804B","TRS","BON",2011,24607,19786
"1804B","TRS","BON",2012,28456,27959
"1804B","TRS","BON",2013,13323,20821
"1804B","TRS","BON",2014,26081,19202
"1804B","TRS","BON",2015,21209,23363
"1804B","TRS","BON",2016,12371,11200
"1804B","TRS","BON",2017,15038,16198
"1804B","TRS","BON",2018,11350,10695
"1804B","TRS","CWF",1999,27736,27204
"1804B","TRS","CWF",2000,21003,24877
"1804B","TRS","CWF",2001,53469,59104
"1804B","TRS","CWF",2002,84913,64937
"1804B","TRS","CWF",2003,100623,121111
"1804B","TRS","CWF",2004,78476,62853
"1804B","TRS","CWF",2005,62558,77767
"1804B","TRS","CWF",2006,51047,43026
"1804B","TRS","CWF",2007,27565,24956
"1804B","TRS","CWF",2008,41201,43326
"1804B","TRS","CWF",2009,65334,70006
"1804B","TRS","CWF",2010,84205,51506
"1804B","TRS","CWF",2011,84354,124495
"1804B","TRS","CWF",2012,56342,60359
"1804B","TRS","CWF",2013,89890,97726
"1804B","TRS","CWF",2014,75746,81773
"1804B","TRS","CWF",2015,107496,79263
"1804B","TRS","CWF",2016,69489,67987
"1804B","TRS","CWF",2017,49590,53880
"1804B","TRS","CWF",2018,51100,47467
"1804B","TRS","LRW",1999,3349,4344
"1804B","TRS","LRW",2000,10234,8053
"1804B","TRS","LRW",2001,15721,13542
"1804B","TRS","LRW",2002,24948,20459
"1804B","TRS","LRW",2003,26021,20766
"1804B","TRS","LRW",2004,22327,36294
"1804B","TRS","LRW",2005,16767,10223
"1804B","TRS","LRW",2006,17896,22064
"1804B","TRS","LRW",2007,4276,6293
"1804B","TRS","LRW",2008,7120,4654
"1804B","TRS","LRW",2009,7533,7272
"1804B","TRS","LRW",2010,11491,11291
"1804B","TRS","LRW",2011,15376,11475
"1804B","TRS","LRW",2012,12112,16197
"1804B","TRS","LRW",2013,25841,23049
"1804B","TRS","LRW",2014,25805,21440
"1804B","TRS","LRW",2015,32403,32718
"1804B","TRS","LRW",2016,13034,15336
"1804B","TRS","LRW",2017,7838,13103
"1804B","TRS","LRW",2018,7600,10044
"1804B","TRS","WSH",1999,57787,50063
"1804B","TRS","WSH",2000,61292,56563
"1804B","TRS","WSH",2001,85695,100690
"1804B","TRS","WSH",2002,127613,136512
"1804B","TRS","WSH",2003,132199,113265
"1804B","TRS","WSH",2004,157126,158291
"1804B","TRS","WSH",2005,68642,66415
"1804B","TRS","WSH",2006,64044,72674
"1804B","TRS","WSH",2007,43301,32491
"1804B","TRS","WSH",2008,32628,34545
"1804B","TRS","WSH",2009,42088,46967
"1804B","TRS","WSH",2010,118187,112424
"1804B","TRS","WSH",2011,85975,88310
"1804B","TRS","WSH",2012,70153,69132
"1804B","TRS","WSH",2013,53062,51214
"1804B","TRS","WSH",2014,51794,58265
"1804B","TRS","WSH",2015,87071,86204
"1804B","TRS","WSH",2016,49768,55131
"1804B","TRS","WSH",2017,53653,53601
"1804B","TRS","WSH",2018,56000,48533
"1804B","TRS","CWS",1999,4799,4223
"1804B","TRS","CWS",2000,6132,7325
"1804B","TRS","CWS",2001,7182,5991
"1804B","TRS","CWS",2002,11644,17684
"1804B","TRS","CWS",2003,25584,24347
"1804B","TRS","CWS",2004,28696,24839
"1804B","TRS","CWS",2005,16227,18040
"1804B","TRS","CWS",2006,19685,23823
"1804B","TRS","CWS",2007,19519,13086
"1804B","TRS","CWS",2008,6838,5652
"1804B","TRS","CWS",2009,7867,7083
"1804B","TRS","CWS",2010,12211,11089
"1804B","TRS","CWS",2011,7946,8849
"1804B","TRS","CWS",2012,15429,14982
"1804B","TRS","CWS",2013,11244,11997
"1804B","TRS","CWS",2014,11452,10260
"1804B","TRS","CWS",2015,27941,26703
"1804B","TRS","CWS",2016,26786,29709
"1804B","TRS","CWS",2017,18917,18163
"1804B","TRS","CWS",2018,10400,11384
"1804B","TRS","SUM",1999,21867,20635
"1804B","TRS","SUM",2000,22595,30069
"1804B","TRS","SUM",2001,52960,53231
"1804B","TRS","SUM",2002,89524,76825
"1804B","TRS","SUM",2003,83058,80601
"1804B","TRS","SUM",2004,65623,69863
"1804B","TRS","SUM",2005,60272,66635
"1804B","TRS","SUM",2006,77573,62613
"1804B","TRS","SUM",2007,37035,51682
"1804B","TRS","SUM",2008,55532,51059
"1804B","TRS","SUM",2009,53881,59610
"1804B","TRS","SUM",2010,72364,68700
"1804B","TRS","SUM",2011,80574,72464
"1804B","TRS","SUM",2012,58300,65198
"1804B","TRS","SUM",2013,67603,70234
"1804B","TRS","SUM",2014,78304,86019
"1804B","TRS","SUM",2015,126882,105480
"1804B","TRS","SUM",2016,91048,92295
"1804B","TRS","SUM",2017,68200,75945
"1804B","TRS","SUM",2018,67300,70635
"1804B","TRS","WCN",1999,25065,27130
"1804B","TRS","WCN",2000,26507,28393
"1804B","TRS","WCN",2001,34747,32640
"1804B","TRS","WCN",2002,36183,37501
"1804B","TRS","WCN",2003,39947,43305
"1804B","TRS","WCN",2004,57917,46010
"1804B","TRS","WCN",2005,41461,44320
"1804B","TRS","WCN",2006,38246,38031
"1804B","TRS","WCN",2007,26270,31319
"1804B","TRS","WCN",2008,31219,30244
"1804B","TRS","WCN",2009,27215,32374
"1804B","TRS","WCN",2010,40293,37857
"1804B","TRS","WCN",2011,49824,41507
"1804B","TRS","WCN",2012,40637,40616
"1804B","TRS","WCN",2013,34086,39220
"1804B","TRS","WCN",2014,32459,37913
"1804B","TRS","WCN",2015,52225,38725
"1804B","TRS","WCN",2016,27085,36633
"1804B","TRS","WCN",2017,36854,36323
"1804B","TRS","WCN",2018,33973,37884
"1804B","TRS","MCB",1999,50800,44265
"1804B","TRS","MCB",2000,37200,43969
"1804B","TRS","MCB",2001,76600,62661
"1804B","TRS","MCB",2002,108400,122621
"1804B","TRS","MCB",2003,150300,156882
"1804B","TRS","MCB",2004,122600,116057
"1804B","TRS","MCB",2005,97900,88437
"1804B","TRS","MCB",2006,80471,76126
"1804B","TRS","MCB",2007,47575,57453
"1804B","TRS","MCB",2008,75489,65570
"1804B","TRS","MCB",2009,73069,74677
"1804B","TRS","MCB",2010,78937,71335
"1804B","TRS","MCB",2011,87235,81151
"1804B","TRS","MCB",2012,61392,92153
"1804B","TRS","MCB",2013,249588,173469
"1804B","TRS","MCB",2014,203175,243993
"1804B","TRS","MCB",2015,170620,177717
"1804B","TRS","MCB",2016,88299,97638
"1804B","TRS","MCB",2017,51566,69193
"1804B","TRS","MCB",2018,40100,36423
"1804B","ESC","AKS",1999,12219,16450
"1804B","ESC","AKS",2000,16164,18241
"1804B","ESC","AKS",2001,21590,19711
"1804B","ESC","AKS",2002,18679,18302
"1804B","ESC","AKS",2003,14576,14379
"1804B","ESC","AKS",2004,17107,19415
"1804B","ESC","AKS",2005,15235,16263
"1804B","ESC","AKS",2006,20730,16932
"1804B","ESC","AKS",2007,15012,14921
"1804B","ESC","AKS",2008,13780,13712
"1804B","ESC","AKS",2009,10463,13295
"1804B","ESC","AKS",2010,15674,12690
"1804B","ESC","AKS",2011,11808,12032
"1804B","ESC","AKS",2012,6731,5398
"1804B","ESC","AKS",2013,8175,9909
"1804B","ESC","AKS",2014,10587,8958
"1804B","ESC","AKS",2015,9961,9147
"1804B","ESC","AKS",2016,5997,5522
"1804B","ESC","AKS",2017,4600,4698
"1804B","ESC","AKS",2018,0,4971
"1804B","ESC","FRL",1999,188873,200521
"1804B","ESC","FRL",2000,133998,139004
"1804B","ESC","FRL",2001,192693,181728
"1804B","ESC","FRL",2002,172451,204997
"1804B","ESC","FRL",2003,308769,209420
"1804B","ESC","FRL",2004,206892,243191
"1804B","ESC","FRL",2005,130229,160186
"1804B","ESC","FRL",2006,116985,125255
"1804B","ESC","FRL",2007,110736,104817
"1804B","ESC","FRL",2008,88667,110164
"1804B","ESC","FRL",2009,100220,79526
"1804B","ESC","FRL",2010,195898,187760
"1804B","ESC","FRL",2011,182777,191963
"1804B","ESC","FRL",2012,70362,80497
"1804B","ESC","FRL",2013,106463,99364
"1804B","ESC","FRL",2014,112963,154970
"1804B","ESC","FRL",2015,145486,104695
"1804B","ESC","FRL",2016,93941,83524
"1804B","ESC","FRL",2017,61068,79130
"1804B","ESC","FRL",2018,96147,93126
"1804B","ESC","GSQ",1999,26783,26787
"1804B","ESC","GSQ",2000,35101,34589
"1804B","ESC","GSQ",2001,42436,40383
"1804B","ESC","GSQ",2002,41022,41036
"1804B","ESC","GSQ",2003,40500,40877
"1804B","ESC","GSQ",2004,31803,32830
"1804B","ESC","GSQ",2005,28490,36209
"1804B","ESC","GSQ",2006,50989,37944
"1804B","ESC","GSQ",2007,24877,27775
"1804B","ESC","GSQ",2008,19392,25881
"1804B","ESC","GSQ",2009,31323,25414
"1804B","ESC","GSQ",2010,22480,24799
"1804B","ESC","GSQ",2011,18751,24912
"1804B","ESC","GSQ",2012,42830,35116
"1804B","ESC","GSQ",2013,40341,42316
"1804B","ESC","GSQ",2014,41418,41545
"1804B","ESC","GSQ",2015,37253,38112
"1804B","ESC","GSQ",2016,38648,41075
"1804B","ESC","GSQ",2017,52535,48702
"1804B","ESC","GSQ",2018,49654,50676
"1804B","ESC","GST",1999,8715,8461
"1804B","ESC","GST",2000,8223,8973
"1804B","ESC","GST",2001,8569,7541
"1804B","ESC","GST",2002,7812,7461
"1804B","ESC","GST",2003,5903,6726
"1804B","ESC","GST",2004,3642,5526
"1804B","ESC","GST",2005,4870,4512
"1804B","ESC","GST",2006,4880,4208
"1804B","ESC","GST",2007,4778,4888
"1804B","ESC","GST",2008,5646,5492
"1804B","ESC","GST",2009,3106,3773
"1804B","ESC","GST",2010,5763,4040
"1804B","ESC","GST",2011,7595,7669
"1804B","ESC","GST",2012,6291,7254
"1804B","ESC","GST",2013,5440,5185
"1804B","ESC","GST",2014,6579,8597
"1804B","ESC","GST",2015,9840,10142
"1804B","ESC","GST",2016,10639,8469
"1804B","ESC","GST",2017,14269,11740
"1804B","ESC","GST",2018,12162,16186
"1804B","ESC","NKS",1999,989,981
"1804B","ESC","NKS",2000,1526,1618
"1804B","ESC","NKS",2001,2452,2599
"1804B","ESC","NKS",2002,4030,3311
"1804B","ESC","NKS",2003,3061,3083
"1804B","ESC","NKS",2004,1849,2236
"1804B","ESC","NKS",2005,2167,1916
"1804B","ESC","NKS",2006,1539,1730
"1804B","ESC","NKS",2007,1620,1594
"1804B","ESC","NKS",2008,1584,1748
"1804B","ESC","NKS",2009,2197,2049
"1804B","ESC","NKS",2010,2421,2096
"1804B","ESC","NKS",2011,1236,1586
"1804B","ESC","NKS",2012,1225,1306
"1804B","ESC","NKS",2013,1466,1371
"1804B","ESC","NKS",2014,1273,1325
"1804B","ESC","NKS",2015,1119,1187
"1804B","ESC","NKS",2016,1324,1288
"1804B","ESC","NKS",2017,1291,1302
"1804B","ESC","NKS",2018,1389,1342
"1804B","ESC","STL",1999,1436,1711
"1804B","ESC","STL",2000,2074,1824
"1804B","ESC","STL",2001,1729,1845
"1804B","ESC","STL",2002,2007,1792
"1804B","ESC","STL",2003,1307,1645
"1804B","ESC","STL",2004,1912,1642
"1804B","ESC","STL",2005,1363,1542
"1804B","ESC","STL",2006,1612,1409
"1804B","ESC","STL",2007,870,1272
"1804B","ESC","STL",2008,1914,1453
"1804B","ESC","STL",2009,1061,1342
"1804B","ESC","STL",2010,1358,1303
"1804B","ESC","STL",2011,1345,1450
"1804B","ESC","STL",2012,1750,1533
"1804B","ESC","STL",2013,1469,1361
"1804B","ESC","STL",2014,721,940
"1804B","ESC","STL",2015,709,830
"1804B","ESC","STL",2016,1053,1018
"1804B","ESC","STL",2017,1278,1258
"1804B","ESC","STL",2018,1474,1421
"1804B","ESC","ORC",1999,82084,74112
"1804B","ESC","ORC",2000,67771,98959
"1804B","ESC","ORC",2001,130795,122101
"1804B","ESC","ORC",2002,171904,175106
"1804B","ESC","ORC",2003,183183,169816
"1804B","ESC","ORC",2004,138150,138827
"1804B","ESC","ORC",2005,106632,127000
"1804B","ESC","ORC",2006,109112,75605
"1804B","ESC","ORC",2007,46242,50665
"1804B","ESC","ORC",2008,39887,34202
"1804B","ESC","ORC",2009,53550,48611
"1804B","ESC","ORC",2010,72206,106786
"1804B","ESC","ORC",2011,99247,83497
"1804B","ESC","ORC",2012,91655,67713
"1804B","ESC","ORC",2013,117203,142205
"1804B","ESC","ORC",2014,133614,154459
"1804B","ESC","ORC",2015,144548,125547
"1804B","ESC","ORC",2016,103789,99817
"1804B","ESC","ORC",2017,79462,81855
"1804B","ESC","ORC",2018,68939,48149
"1804B","ESC","LYF",1999,905,793
"1804B","ESC","LYF",2000,1148,1972
"1804B","ESC","LYF",2001,5163,2277
"1804B","ESC","LYF",2002,2116,3877
"1804B","ESC","LYF",2003,3856,3517
"1804B","ESC","LYF",2004,2983,2681
"1804B","ESC","LYF",2005,2602,3306
"1804B","ESC","LYF",2006,2483,2197
"1804B","ESC","LYF",2007,2016,1983
"1804B","ESC","LYF",2008,2222,2586
"1804B","ESC","LYF",2009,1431,2501
"1804B","ESC","LYF",2010,9583,7703
"1804B","ESC","LYF",2011,7895,8145
"1804B","ESC","LYF",2012,12797,13274
"1804B","ESC","LYF",2013,20425,15532
"1804B","ESC","LYF",2014,14172,15940
"1804B","ESC","LYF",2015,16212,14882
"1804B","ESC","LYF",2016,9772,11332
"1804B","ESC","LYF",2017,6996,8680
"1804B","ESC","LYF",2018,6113,7603
