

CATCH COMPARISONS
******************
OPTION FILE   DESCRIPTION
===========   ==============================================
0206B.OP7     Stage 2 calibration 0206B




CEILINGS SPECIFIED FOR Alaska T
Catch level comparison

      Actual   0206B    |0206B   
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   1.2667 |
1980   0.9259 |
1981   2.6161 |
1982   1.4702 |
1983   0.6844 |
1984   1.1694 |
1985   0.8512 |
1986   1.1967 |
1987   0.5485 |
1988   0.5531 |
1989   0.3984 |
1990   0.4048 |
1991   0.6614 |
1992   0.4604 |
1993   0.7362 |
1994   0.7469 |
1995   0.1952 |
1996   0.9074 |
1997   0.6229 |
1998   0.7001 |
1999   0.6345 |
2000   0.6345 |
2001   0.6345 |
2002   0.6345 |

EV SCALAR COMPARISONS FOR STOCK           STL
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   0.5476 |
1980   0.5497 |
1981   1.2657 |
1982   1.5151 |
1983   1.6230 |
1984   0.9573 |
1985   0.5314 |
1986   0.5180 |
1987   0.8694 |
1988   0.8325 |
1989   0.7607 |
1990   0.6453 |
1991   0.5287 |
1992   0.7613 |
1993   0.7324 |
1994   0.7245 |
1995   0.6090 |
1996   0.5563 |
1997   0.5599 |
1998   0.6031 |
1999   0.8236 |
2000   0.6304 |
2001   0.6304 |
2002   0.6304 |

EV SCALAR COMPARISONS FOR STOCK           SNO
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   0.8119 |
1980   0.6924 |
1981   0.6845 |
1982   0.5603 |
1983   0.5341 |
1984   0.4946 |
1985   0.4334 |
1986   0.4477 |
1987   0.3405 |
1988   0.2989 |
1989   0.3568 |
1990   0.3402 |
1991   0.2664 |
1992   0.2794 |
1993   0.2721 |
1994   0.3078 |
1995   0.2602 |
1996   0.2662 |
1997   0.2780 |
1998   0.3162 |
1999   0.3989 |
2000   0.3039 |
2001   0.3039 |
2002   0.3039 |

EV SCALAR COMPARISONS FOR STOCK           WCH
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   0.7649 |
1980   0.8584 |
1981   0.9566 |
1982   0.9302 |
1983   2.2850 |
1984   1.2408 |
1985   1.6527 |
1986   1.6376 |
1987   0.6802 |
1988   0.5410 |
1989   0.6118 |
1990   0.7554 |
1991   0.5917 |
1992   0.4763 |
1993   0.3569 |
1994   0.2444 |
1995   0.2333 |
1996   0.3448 |
1997   0.3794 |
1998   0.3997 |
1999   0.3203 |
2000   0.3203 |
2001   0.3203 |
2002   0.3203 |

EV SCALAR COMPARISONS FOR STOCK           URB
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   1.5999 |
1980   3.8982 |
1981   3.7093 |
1982   6.3963 |
1983   8.2977 |
1984   8.1598 |
1985   3.4023 |
1986   3.2227 |
1987   1.0517 |
1988   1.2538 |
1989   2.4449 |
1990   2.3377 |
1991   0.8738 |
1992   1.6730 |
1993   3.0838 |
1994   0.8890 |
1995   3.1304 |
1996   1.7849 |
1997   2.8269 |
1998   4.6818 |
1999   2.4611 |
2000   2.9770 |
2001   2.9770 |
2002   2.9770 |

EV SCALAR COMPARISONS FOR STOCK           SPR
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   1.4488 |
1980   0.2975 |
1981   0.4613 |
1982   0.2845 |
1983   0.1551 |
1984   0.1264 |
1985   0.4137 |
1986   0.9111 |
1987   0.6580 |
1988   1.6833 |
1989   0.7492 |
1990   0.2209 |
1991   0.1044 |
1992   0.2072 |
1993   0.2470 |
1994   0.1317 |
1995   0.1397 |
1996   0.4212 |
1997   0.1241 |
1998   1.6499 |
1999   1.3950 |
2000   0.7460 |
2001   0.7460 |
2002   0.7460 |

EV SCALAR COMPARISONS FOR STOCK           BON
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   0.6610 |
1980   0.4614 |
1981   0.4730 |
1982   0.5199 |
1983   0.8565 |
1984   2.7361 |
1985   0.7223 |
1986   0.4396 |
1987   0.2312 |
1988   0.2647 |
1989   0.3173 |
1990   0.2059 |
1991   0.1267 |
1992   0.1799 |
1993   0.2410 |
1994   0.0786 |
1995   0.1125 |
1996   0.1175 |
1997   0.1369 |
1998   0.4895 |
1999   0.4928 |
2000   0.2698 |
2001   0.2698 |
2002   0.2698 |

EV SCALAR COMPARISONS FOR STOCK           CWF
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   0.6610 |
1980   0.4614 |
1981   0.4730 |
1982   0.5199 |
1983   0.8565 |
1984   2.7361 |
1985   0.7223 |
1986   0.4396 |
1987   0.2312 |
1988   0.2647 |
1989   0.3173 |
1990   0.2059 |
1991   0.1267 |
1992   0.1799 |
1993   0.2410 |
1994   0.0786 |
1995   0.1125 |
1996   0.1175 |
1997   0.1369 |
1998   0.4895 |
1999   0.4928 |
2000   0.2698 |
2001   0.2698 |
2002   0.2698 |

EV SCALAR COMPARISONS FOR STOCK           LRW
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   3.4602 |
1980   3.3125 |
1981   2.0852 |
1982   1.5561 |
1983   2.8513 |
1984   3.8680 |
1985   1.8277 |
1986   1.5265 |
1987   1.9181 |
1988   2.9459 |
1989   1.4184 |
1990   1.8204 |
1991   0.8242 |
1992   0.9202 |
1993   1.0261 |
1994   0.1800 |
1995   0.2751 |
1996   0.6461 |
1997   0.9728 |
1998   1.6672 |
1999   0.5924 |
2000   0.8307 |
2001   0.8307 |
2002   0.8307 |

EV SCALAR COMPARISONS FOR STOCK           WSH
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   1.1915 |
1980  11.3310 |
1981  10.9902 |
1982   8.0749 |
1983  10.5831 |
1984  14.0691 |
1985  17.0929 |
1986  14.5083 |
1987  18.0848 |
1988  12.8030 |
1989   8.3885 |
1990   6.5679 |
1991   6.6490 |
1992   4.4292 |
1993   3.8845 |
1994   5.6441 |
1995   5.5923 |
1996   6.0366 |
1997   7.8565 |
1998  10.4121 |
1999   6.3765 |
2000   7.2548 |
2001   7.2548 |
2002   7.2548 |

EV SCALAR COMPARISONS FOR STOCK           CWS
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   0.6366 |
1980   1.7566 |
1981   1.4887 |
1982   0.7849 |
1983   1.1690 |
1984  18.4660 |
1985   7.8672 |
1986  23.2491 |
1987  43.0599 |
1988   1.3379 |
1989   1.3222 |
1990  23.1244 |
1991  15.5296 |
1992   6.8982 |
1993   2.3633 |
1994  10.9790 |
1995   8.3295 |
1996   0.8728 |
1997   0.3376 |
1998   0.2471 |
1999   0.3144 |
2000   2.0203 |
2001   2.0203 |
2002   2.0203 |

EV SCALAR COMPARISONS FOR STOCK           SUM
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   0.5271 |
1980   0.5396 |
1981   0.4750 |
1982   0.6406 |
1983   0.9574 |
1984   0.7354 |
1985   0.5922 |
1986   0.4717 |
1987   0.3548 |
1988   0.3232 |
1989   0.3785 |
1990   0.3336 |
1991   0.2864 |
1992   0.2854 |
1993   0.3528 |
1994   0.3481 |
1995   0.4735 |
1996   0.8117 |
1997   1.5657 |
1998   2.2089 |
1999   2.6594 |
2000   1.5438 |
2001   1.5438 |
2002   1.5438 |

EV SCALAR COMPARISONS FOR STOCK           ORC
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   1.2665 |
1980   1.4630 |
1981   1.3948 |
1982   1.8226 |
1983   1.9318 |
1984   1.5431 |
1985   0.9785 |
1986   1.0174 |
1987   1.0435 |
1988   0.6925 |
1989   0.9662 |
1990   1.0519 |
1991   0.6288 |
1992   0.6722 |
1993   0.7755 |
1994   0.5839 |
1995   0.6134 |
1996   0.7037 |
1997   0.7719 |
1998   0.8008 |
1999   0.5772 |
2000   0.6934 |
2001   0.6934 |
2002   0.6934 |

EV SCALAR COMPARISONS FOR STOCK           WCN
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   0.9055 |
1980   0.9076 |
1981   1.1057 |
1982   1.5328 |
1983   1.8128 |
1984   1.5155 |
1985   1.8507 |
1986   1.4708 |
1987   1.1906 |
1988   1.0055 |
1989   1.0300 |
1990   0.9278 |
1991   0.8623 |
1992   0.8364 |
1993   0.9874 |
1994   0.6935 |
1995   0.5252 |
1996   0.3929 |
1997   0.4725 |
1998   0.5573 |
1999   0.7972 |
2000   0.5490 |
2001   0.5490 |
2002   0.5490 |

EV SCALAR COMPARISONS FOR STOCK           LYF
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979   1.9358 |
1980   1.4852 |
1981   1.3876 |
1982   1.5580 |
1983   1.7221 |
1984   1.3510 |
1985   1.8558 |
1986   1.3697 |
1987   1.2328 |
1988   2.5913 |
1989   2.5919 |
1990   2.5507 |
1991   1.7469 |
1992   0.9195 |
1993   1.0691 |
1994   1.1465 |
1995   1.3900 |
1996   1.8489 |
1997   2.4261 |
1998   5.9233 |
1999   2.5470 |
2000   2.5470 |
2001   2.5470 |
2002   2.5470 |

EV SCALAR COMPARISONS FOR STOCK           MCB
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0206B    |
Year  EV Sclr |
====  ========|
1979  23.5613 |
1980   1.0184 |
1981   0.1231 |
1982   0.2215 |
1983   0.5455 |
1984   1.3460 |
1985   1.0627 |
1986   0.4176 |
1987   0.0677 |
1988   0.1032 |
1989   0.0966 |
1990   0.1076 |
1991   0.0757 |
1992   0.1586 |
1993   0.2867 |
1994   0.0831 |
1995   0.2185 |
1996   0.1032 |
1997   0.2100 |
1998   0.5820 |
1999   0.3500 |
2000   0.2928 |
2001   0.2928 |
2002   0.2928 |

AGE-SPECIFIC COMPARISONS FOR 0206BCLB.DAT
Stage 2 calibration 0206B
***************************************


ESCAPEMENT CALIBRATION FOR AKS
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none      1075     2288     2609     5972     -NA-    1.841    1.965    1.000    0.521    1.521
1980    none      1990     3325     3604     8919     -NA-    1.655    1.319    0.387    0.513    1.017
1981    none      1505     3041     3312     7858     -NA-    2.042    2.375    0.407    0.982    1.482
1982    none      1598     3928     7534    13060     -NA-    1.116    1.439    0.272    0.566    0.726
1983    none      2335     5215     5819    13369     -NA-    2.087    1.339    0.434    0.568    1.076
1984    none      2555     8508     6697    17760     -NA-    1.917    0.934    0.708    0.274    0.990
1985    none      3895     8031     4575    16501     -NA-    1.539    1.538    0.569    0.509    1.270
1986    none      6840    12762     9189    28791     -NA-    0.648    1.158    0.275    0.385    0.755
1987    none      6740     9421     9298    25459     -NA-    0.461    1.312    0.557    0.420    0.811
1988    none      3444     5927     7836    17207     -NA-    0.645    2.171    0.932    0.505    1.301
1989    none      1800     5350     7937    15087     -NA-    0.908    1.562    0.583    0.429    0.969
1990    none      2150     2520     5649    10319     -NA-    0.889    1.657    0.684    0.356    0.964
1991    none      1717     3861     2849     8427     -NA-    1.119    1.633    0.477    0.491    1.138
1992    none      1661     3177     4139     8977     -NA-    0.592    1.570    0.467    0.523    0.880
1993    none      1266     4217     5466    10949     -NA-    1.103    1.476    0.631    0.379    1.011
1994    none      1434     3478     5115    10027     -NA-    1.021    1.448    0.740    0.291    1.026
1995    none      1624     3114     4031     8769     -NA-    1.043    1.534    0.581    0.390    1.005
1996    none       973     4531     3912     9416     -NA-    0.542    1.142    0.568    0.296    0.842
1997    none      1504     2594     2972     7070     -NA-    0.815    1.531    0.760    0.335    1.054
1998    none      2393     4594     2619     9606     -NA-    0.571    0.874    0.644    0.264    0.736
1999    none      4398     4684     3572    12654     -NA-    0.667    1.269    1.240    0.283    1.052
2000    none      4708     7601     3600    15909     -NA-    0.835    1.339    0.935    0.225    1.098
2001    none      1988    13107     6131    21226     -NA-    1.000    1.059    0.819    0.089    0.984
2002    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
Average Magnitudes                                                                       0.417    0.148

TERMINAL RUN CALIBRATION FOR NTH
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none     65589     -NA-     -NA-     -NA-     -NA-     -NA-    1.060
1980    none     none     none     none     73819     -NA-     -NA-     -NA-     -NA-     -NA-    0.991
1981    none     none     none     none     77497     -NA-     -NA-     -NA-     -NA-     -NA-    0.992
1982    none     none     none     none     81130     -NA-     -NA-     -NA-     -NA-     -NA-    0.975
1983    none     none     none     none     79798     -NA-     -NA-     -NA-     -NA-     -NA-    1.108
1984    none     none     none     none    104271     -NA-     -NA-     -NA-     -NA-     -NA-    0.995
1985    none     none     none     none    137688     -NA-     -NA-     -NA-     -NA-     -NA-    0.928
1986    none     none     none     none    160810     -NA-     -NA-     -NA-     -NA-     -NA-    0.934
1987    none     none     none     none    146249     -NA-     -NA-     -NA-     -NA-     -NA-    1.065
1988    none     none     none     none    170827     -NA-     -NA-     -NA-     -NA-     -NA-    0.994
1989    none     none     none     none    182280     -NA-     -NA-     -NA-     -NA-     -NA-    0.950
1990    none     none     none     none    171153     -NA-     -NA-     -NA-     -NA-     -NA-    1.018
1991    none     none     none     none    155317     -NA-     -NA-     -NA-     -NA-     -NA-    1.078
1992    none     none     none     none    186898     -NA-     -NA-     -NA-     -NA-     -NA-    0.939
1993    none     none     none     none    185544     -NA-     -NA-     -NA-     -NA-     -NA-    0.921
1994    none     none     none     none    137418     -NA-     -NA-     -NA-     -NA-     -NA-    1.063
1995    none     none     none     none    113944     -NA-     -NA-     -NA-     -NA-     -NA-    1.266
1996    none     none     none     none    215259     -NA-     -NA-     -NA-     -NA-     -NA-    0.800
1997    none     none     none     none    140139     -NA-     -NA-     -NA-     -NA-     -NA-    1.133
1998    none     none     none     none    138986     -NA-     -NA-     -NA-     -NA-     -NA-    1.033
1999    none     none     none     none    151341     -NA-     -NA-     -NA-     -NA-     -NA-    1.024
2000    none     none     none     none    188482     -NA-     -NA-     -NA-     -NA-     -NA-    1.006
2001    none     none     none     none    228774     -NA-     -NA-     -NA-     -NA-     -NA-    0.998
2002    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
Average Magnitudes                                                                       0.000    0.063

TERMINAL RUN CALIBRATION FOR FRE
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none    104568     -NA-     -NA-     -NA-     -NA-     -NA-    0.905
1980    none     none     none     none     68973     -NA-     -NA-     -NA-     -NA-     -NA-    1.137
1981    none     none     none     none     64315     -NA-     -NA-     -NA-     -NA-     -NA-    1.105
1982    none     none     none     none     81206     -NA-     -NA-     -NA-     -NA-     -NA-    0.933
1983    none     none     none     none     72672     -NA-     -NA-     -NA-     -NA-     -NA-    1.107
1984    none     none     none     none     93287     -NA-     -NA-     -NA-     -NA-     -NA-    1.066
1985    none     none     none     none    122149     -NA-     -NA-     -NA-     -NA-     -NA-    0.947
1986    none     none     none     none    144836     -NA-     -NA-     -NA-     -NA-     -NA-    0.898
1987    none     none     none     none    128095     -NA-     -NA-     -NA-     -NA-     -NA-    1.014
1988    none     none     none     none    129394     -NA-     -NA-     -NA-     -NA-     -NA-    0.985
1989    none     none     none     none    101605     -NA-     -NA-     -NA-     -NA-     -NA-    1.118
1990    none     none     none     none    129910     -NA-     -NA-     -NA-     -NA-     -NA-    0.911
1991    none     none     none     none    110503     -NA-     -NA-     -NA-     -NA-     -NA-    0.986
1992    none     none     none     none     93570     -NA-     -NA-     -NA-     -NA-     -NA-    1.081
1993    none     none     none     none     89587     -NA-     -NA-     -NA-     -NA-     -NA-    1.127
1994    none     none     none     none    126656     -NA-     -NA-     -NA-     -NA-     -NA-    0.853
1995    none     none     none     none    110200     -NA-     -NA-     -NA-     -NA-     -NA-    1.133
1996    none     none     none     none    160600     -NA-     -NA-     -NA-     -NA-     -NA-    0.954
1997    none     none     none     none    167100     -NA-     -NA-     -NA-     -NA-     -NA-    0.913
1998    none     none     none     none    150500     -NA-     -NA-     -NA-     -NA-     -NA-    0.947
1999    none     none     none     none    105500     -NA-     -NA-     -NA-     -NA-     -NA-    1.170
2000    none     none     none     none    116233     -NA-     -NA-     -NA-     -NA-     -NA-    1.138
2001    none     none     none     none    180952     -NA-     -NA-     -NA-     -NA-     -NA-    0.938
2002    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
Average Magnitudes                                                                       0.000    0.088

ESCAPEMENT CALIBRATION FOR FRL
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none    126879     -NA-     -NA-     -NA-     -NA-     -NA-    1.062
1980    none     none     none     none    126457     -NA-     -NA-     -NA-     -NA-     -NA-    0.847
1981    none     36419    61059     9186   106664     -NA-    0.629    0.851    2.165    0.312    0.888
1982    none     30246    80578     5605   116429     -NA-    0.573    1.002    2.757    0.197    0.975
1983    none     16246    73719    10864   100829     -NA-    1.142    0.981    2.228    0.169    1.142
1984    none     49869    63596     7576   121041     -NA-    0.413    0.880    2.885    0.423    0.813
1985    none     60425   104478    11541   176444     -NA-    0.581    1.041    1.463    0.198    0.911
1986    none      6951   152360     7753   167064     -NA-    1.015    0.982    4.227    0.167    1.134
1987    none     15828    62821    17660    96309     -NA-    0.853    0.829    2.592    0.428    1.156
1988    none      2383    42463     4982    49828     -NA-    1.105    0.992    3.135    0.226    1.211
1989    none     49884    19746     8388    78018     -NA-    0.983    0.894    1.319    0.072    0.996
1990    none      5692   169531     3947   179170     -NA-    1.564    1.013    1.468    0.041    1.041
1991    none     34825    45244    19995   100064     -NA-    1.285    0.904    0.930    0.156    1.042
1992    none     37841   126917     3877   168635     -NA-    1.532    0.895    1.288    0.205    1.047
1993    none     48029    82113     9038   139180     -NA-    1.137    0.753    1.371    0.217    0.926
1994    none      7107    95548     3406   106061     -NA-    1.190    0.921    1.049    0.086    0.943
1995    none     35133    17654     7654    60441     -NA-    1.371    0.919    1.128    0.256    1.208
1996    none     22079    38935     1175    62189     -NA-    1.146    0.696    1.070    0.244    0.863
1997    none     95515    54970     2841   153326     -NA-    0.632    0.923    0.581    0.265    0.735
1998    none     16859   247637     5151   269647     -NA-    1.032    1.117    1.190    0.113    1.113
1999    none    117902    45322    20875   184099     -NA-    0.955    0.968    1.299    0.070    0.997
2000    none     17517    98581     4646   120744     -NA-    2.085    1.081    1.194    0.231    1.231
2001    none     28828    92960    19408   141196     -NA-    2.100    0.755    0.864    0.405    1.044
2002    none     53100   102000     5000   160100     -NA-    1.005    0.695    1.746    0.220    0.830
Average Magnitudes                                                                       0.196    0.113

ESCAPEMENT CALIBRATION FOR GSQ
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none     13916     -NA-     -NA-     -NA-     -NA-     -NA-    0.868
1980    none        60     4270     3146     7476     -NA-    7.796    1.209    1.597    0.425    1.425
1981    none       110     1425     9430    10965     -NA-    6.164    2.336    0.901    0.311    1.140
1982    none       397     5734     7720    13851     -NA-    0.792    0.828    0.701    0.244    0.756
1983    none      1155     4030     8499    13684     -NA-    0.320    0.641    1.050    0.194    0.868
1984    none       973     4285     3751     9009     -NA-    0.790    0.921    1.407    0.230    1.109
1985    none       294     5497     4637    10428     -NA-    2.750    1.042    1.243    0.180    1.180
1986    none      1681     8739    15358    25778     -NA-    0.222    0.864    0.998    0.098    0.902
1987    none      5755     7006    15039    27800     -NA-    0.174    0.545    1.045    0.310    0.739
1988    none       387    11911     3842    16140     -NA-    0.827    1.059    2.171    0.327    1.318
1989    none      4027     3745    13878    21650     -NA-    0.190    0.856    1.292    0.362    1.011
1990    none       619    11757     5304    17680     -NA-    0.726    0.690    1.114    0.250    0.818
1991    none      1184     6040     6067    13291     -NA-    0.400    0.792    2.139    0.668    1.372
1992    none       457    10218     6242    16917     -NA-    0.261    0.511    1.228    0.400    0.769
1993    none      1885      762     1523     4170     -NA-    0.139    1.621    4.749    1.872    2.094
1994    none     none     none     none      3770     -NA-     -NA-     -NA-     -NA-     -NA-    1.405
1995    none     none     none     none      9400     -NA-     -NA-     -NA-     -NA-     -NA-    0.912
1996    none     none     none     none      7500     -NA-     -NA-     -NA-     -NA-     -NA-    1.212
1997    none     none     none     none     10210     -NA-     -NA-     -NA-     -NA-     -NA-    1.017
1998    none     none     none     none     14450     -NA-     -NA-     -NA-     -NA-     -NA-    0.925
1999    none     none     none     none     16142     -NA-     -NA-     -NA-     -NA-     -NA-    1.008
2000    none     none     none     none     22523     -NA-     -NA-     -NA-     -NA-     -NA-    1.051
2001    none     none     none     none     35620     -NA-     -NA-     -NA-     -NA-     -NA-    0.966
2002    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
Average Magnitudes                                                                       0.255    0.210

ESCAPEMENT CALIBRATION FOR GST
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none      7756     3351      103    11210     -NA-    0.953    1.018    1.000    0.038    0.973
1980    none      4532     5821      166    10519     -NA-    1.313    1.063    0.641    0.175    1.164
1981    none      1192     6224      191     7607     -NA-    2.754    0.799    1.008    0.439    1.111
1982    none      1686     4653      318     6657     -NA-    1.697    0.587    0.471    0.491    0.862
1983    none      2970     3612      279     6861     -NA-    1.068    0.738    0.401    0.192    0.867
1984    none      5624     2894      343     8861     -NA-    0.713    0.929    0.335    0.231    0.769
1985    none      3143     2002       97     5242     -NA-    0.888    1.926    1.022    0.421    1.287
1986    none      1193     2150      433     3776     -NA-    1.643    1.364    0.445    0.474    1.347
1987    none       403     2821      557     3781     -NA-    7.515    0.745    0.229    0.998    1.391
1988    none      1507     6264      159     7930     -NA-    1.447    0.609    0.692    0.400    0.770
1989    none      5629     2121      327     8077     -NA-    0.894    0.917    0.451    0.118    0.882
1990    none      1932     5104      591     7627     -NA-    1.729    1.106    0.158    0.321    1.190
1991    none      3985     4354      171     8510     -NA-    1.653    0.716    1.340    0.458    1.168
1992    none      2825     8945      306    12076     -NA-    1.470    0.730    0.435    0.324    0.896
1993    none      4236     4383      458     9077     -NA-    0.794    0.723    0.583    0.251    0.749
1994    none      5095     2611      258     7964     -NA-    0.943    1.331    0.570    0.159    1.058
1995    none     13427     5430      190    19047     -NA-    0.840    1.025    1.050    0.120    0.895
1996    none      8152     8780      171    17103     -NA-    0.608    1.212    1.917    0.305    0.931
1997    none      7637     4019      236    11892     -NA-    0.562    1.769    2.201    0.565    1.002
1998    none      4418     4652      249     9319     -NA-    0.674    1.698    1.441    0.514    1.206
1999    none      5774     3131      328     9233     -NA-    0.587    1.453    1.302    0.423    0.906
2000    none      3529     4331      259     8119     -NA-    0.725    1.492    1.085    0.385    1.146
2001    none      4918     3775      143     8836     -NA-    0.999    1.256    2.775    0.138    1.138
2002    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
Average Magnitudes                                                                       0.345    0.161

TERMINAL RUN CALIBRATION FOR GSH
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none      9195     3973      122    13290     -NA-    1.240    1.033    1.000    0.176    1.176
1980    none      5601     7194      206    13001     -NA-    1.538    0.722    0.360    0.396    1.068
1981    none      1791     9352      287    11430     -NA-    1.577    0.702    0.288    0.352    0.828
1982    none      2565     7076      484    10125     -NA-    1.256    0.864    0.538    0.182    0.948
1983    none      4706     5723      442    10871     -NA-    1.083    0.952    0.845    0.067    1.004
1984    none      8974     4619      547    14140     -NA-    0.756    0.961    0.299    0.195    0.805
1985    none     10418     6635      323    17376     -NA-    0.893    1.476    0.356    0.258    1.106
1986    none      4765     8585     1727    15077     -NA-    1.096    1.152    0.439    0.181    1.052
1987    none      1218     8523     1682    11423     -NA-    2.258    0.927    0.886    0.205    1.063
1988    none      1417     5891      149     7457     -NA-    1.989    0.776    2.117    0.387    1.033
1989    none      8990     3387      522    12899     -NA-    1.030    0.816    0.593    0.086    0.956
1990    none      3373     8912     1032    13317     -NA-    1.931    0.938    0.246    0.336    1.136
1991    none      6819     7450      292    14561     -NA-    1.830    0.613    1.984    0.607    1.211
1992    none      3552    11249      384    15185     -NA-    2.244    0.523    0.328    0.661    0.921
1993    none      7090     7336      766    15192     -NA-    0.897    0.440    0.612    0.338    0.662
1994    none      9088     4658      460    14206     -NA-    0.803    0.955    0.333    0.162    0.838
1995    none      6484     2622       92     9198     -NA-    1.762    1.605   11.217    0.812    1.812
1996    none      8888     9573      186    18647     -NA-    1.487    0.545    2.082    0.476    1.009
1997    none     18836     9912      583    29331     -NA-    0.812    0.576    0.000    0.284    0.716
1998    none      9793    10311      551    20655     -NA-    0.634    1.192    0.775    0.275    0.916
1999    none     14714     7978      835    23527     -NA-    0.638    1.213    2.861    0.365    0.912
2000    none      8816    10823      647    20286     -NA-    0.908    1.400    3.905    0.346    1.266
2001    none     15283    11730      445    27458     -NA-    0.999    1.068    3.244    0.066    1.065
2002    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
Average Magnitudes                                                                       0.314    0.152

TERMINAL RUN CALIBRATION FOR NKF
0206B.OP7     Stage 2 calibration 0206B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none     82790     -NA-     -NA-     -NA-     -NA-     -NA-    1.107
1980    none     none     none     none    113292     -NA-     -NA-     -NA-     -NA-     -NA-    0.891
1981    none     none     none     none     90282     -NA-     -NA-     -NA-     -NA-     -NA-    1.111
1982    none     none     none     none    111772     -NA-     -NA-     -NA-     -NA-     -NA-    0.927
1983    none     none     none     none     83361     -NA-     -NA-     -NA-     -NA-     -NA-    1.281
1984    none     none     none     none    133521     -NA-     -NA-     -NA-     -NA-     -NA-    0.855
