

CATCH COMPARISONS
******************
OPTION FILE   DESCRIPTION
===========   ==============================================
0107B.OP7     Stage 2 calibration 0107B




CEILINGS SPECIFIED FOR Alaska T
Catch level comparison

      Actual   0107B    |0107B   
Year   Catch    MDL Cat | Compare
==== ========  ======== |========
1996    33100     39825 |   1.203
1997    27400     21115 |   0.771
1998    20200     26263 |   1.300
1999    49200     38033 |   0.773
2000    20100     23586 |   1.173
2001    56600     56089 |   0.991

TERMINAL RUN CALIBRATION FOR BON+CWF
----------------------------------------------
COMPARISON FOR ADULTS ONLY

       Calib   0107B    |0107B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979   118700    118531 |   0.999
1980   105600     86265 |   0.817
1981    94800    111837 |   1.180
1982   139400    150426 |   1.079
1983    88100    114284 |   1.297
1984   102500     89473 |   0.873
1985   111000    119790 |   1.079
1986   154800    198721 |   1.284
1987   344000    443961 |   1.291
1988   309900    200577 |   0.647
1989   131000     77196 |   0.589
1990    59900     63055 |   1.053
1991    62700     68324 |   1.090
1992    62600     62074 |   0.992
1993    52300     59258 |   1.133
1994    53600     39188 |   0.731
1995    46300     59406 |   1.283
1996    75500     67075 |   0.888
1997    57400     56409 |   0.983
1998    45300     35696 |   0.788
1999    37300     37715 |   1.011
2000    27000     24071 |   0.892
2001    32200     28732 |   0.892

TERMINAL RUN CALIBRATION FOR LRW
----------------------------------------------
COMPARISON FOR ADULTS ONLY

       Calib   0107B    |0107B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979    32700     29623 |   0.906
1980    38800     33741 |   0.870
1981    25000     30005 |   1.200
1982    13100     16090 |   1.228
1983    16800     16589 |   0.987
1984    13300     11353 |   0.854
1985    13200     14346 |   1.087
1986    24400     20446 |   0.838
1987    37900     39813 |   1.050
1988    41800     35230 |   0.843
1989    38700     46613 |   1.204
1990    20300     21847 |   1.076
1991    19800     16582 |   0.837
1992    12500     11472 |   0.918
1993    13400     13766 |   1.027
1994    12100     11971 |   0.989
1995    16000     19767 |   1.235
1996    14600     14783 |   1.013
1997    12300      7964 |   0.647
1998     7200     10887 |   1.512
1999     3400      5242 |   1.542
2000    10200      9527 |   0.934
2001    16700     16574 |   0.992

TERMINAL RUN CALIBRATION FOR WSH
----------------------------------------------
COMPARISON FOR ADULTS ONLY

       Calib   0107B    |0107B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979    48626     46166 |   0.949
1980    43067     56732 |   1.317
1981    57227     54197 |   0.947
1982    77079     73679 |   0.956
1983    61220     54148 |   0.884
1984    85636     86699 |   1.012
1985    68342     71305 |   1.043
1986    71586     66335 |   0.927
1987    94853     94627 |   0.998
1988   119019    124496 |   1.046
1989   112549    114878 |   1.021
1990   131339    109817 |   0.836
1991   109454    137823 |   1.259
1992    82824     76587 |   0.925
1993    68318     64942 |   0.951
1994    52604     51377 |   0.977
1995    43364     49754 |   1.147
1996    37335     29806 |   0.798
1997    39582     42600 |   1.076
1998    47282     49750 |   1.052
1999    55801     50235 |   0.900
2000    55900     57471 |   1.028
2001    59600     59207 |   0.993

TERMINAL RUN CALIBRATION FOR CWS
----------------------------------------------
COMPARISON FOR ADULTS ONLY

       Calib   0107B    |0107B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979    19810     23003 |   1.161
1980    28491     27546 |   0.967
1981    34150     35364 |   1.036
1982    31646     27918 |   0.882
1983    29876     27768 |   0.929
1984    29515     27407 |   0.929
1985    14365     18092 |   1.259
1986    16661     19596 |   1.176
1987    36951     35117 |   0.950
1988    24892     30105 |   1.209
1989    22329     20904 |   0.936
1990    18841     17788 |   0.944
1991    19892     16695 |   0.839
1992    18339     20622 |   1.124
1993    18908     16911 |   0.894
1994     7421      9951 |   1.341
1995     6658      4207 |   0.632
1996     4150      4774 |   1.150
1997     4641      4335 |   0.934
1998     3064      3875 |   1.265
1999     4801      4120 |   0.858
2000     5598      6063 |   1.083
2001     4849      3684 |   0.760

TERMINAL RUN CALIBRATION FOR WCN
----------------------------------------------
COMPARISON FOR ADULTS ONLY

       Calib   0107B    |0107B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979    25800     30923 |   1.199
1980    39900     33687 |   0.844
1981    32502     33602 |   1.034
1982    36251     32791 |   0.905
1983    22530     31564 |   1.401
1984    42047     34456 |   0.819
1985    33140     40498 |   1.222
1986    51719     52244 |   1.010
1987    71455     65196 |   0.912
1988    79739     78685 |   0.987
1989    92938     80176 |   0.863
1990    75332     72941 |   0.968
1991    49354     60055 |   1.217
1992    51524     53223 |   1.033
1993    48508     48535 |   1.001
1994    47364     45380 |   0.958
1995    45669     46349 |   1.015
1996    53030     50639 |   0.955
1997    44228     43381 |   0.981
1998    36718     35579 |   0.969
1999    24785     30961 |   1.249
2000    27290     31788 |   1.165
2001    35306     34563 |   0.979

TERMINAL RUN CALIBRATION FOR MCB
----------------------------------------------
COMPARISON FOR ADULTS ONLY

       Calib   0107B    |0107B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979        0       137 | - NA - 
1980        0      2074 | - NA - 
1981     4500      5483 |   1.218
1982     8800      9214 |   1.047
1983    14500     12813 |   0.884
1984    11700     11015 |   0.941
1985     5700      8415 |   1.476
1986    17300     20514 |   1.186
1987    57000     57033 |   1.001
1988    77900     93040 |   1.194
1989    93300     81573 |   0.874
1990    59200     52544 |   0.888
1991    35900     33868 |   0.943
1992    31200     29613 |   0.949
1993    27500     32029 |   1.165
1994    31900     31049 |   0.973
1995    30500     29832 |   0.978
1996    59600     45353 |   0.761
1997    59800     60225 |   1.007
1998    36800     48742 |   1.325
1999    50100     44139 |   0.881
2000    36800     42126 |   1.145
2001    43500     45055 |   1.036


ESCAPEMENT COMPARISONS
**********************
OPTION FILE   DESCRIPTION
===========   ==============================================
0107B.OP7     Stage 2 calibration 0107B




ESCAPEMENT CALIBRATION FOR AKS
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0107B    |0107B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979     5972      9085 |   1.521
1980     8919      9085 |   1.019
1981     7858     11729 |   1.493
1982    13060      9732 |   0.745
1983    13369     14546 |   1.088
1984    17760     17407 |   0.980
1985    16501     20595 |   1.248
1986    28791     21695 |   0.754
1987    25459     20496 |   0.805
1988    17207     22715 |   1.320
1989    15087     14447 |   0.958
1990    10319      9980 |   0.967
1991     8427      9594 |   1.138
1992     8977      8031 |   0.895
1993    10949     10995 |   1.004
1994    10027     10245 |   1.022
1995     8769      8768 |   1.000
1996     9416      7809 |   0.829
1997     7070      7675 |   1.086
1998     9606      7831 |   0.815
1999    12654     12983 |   1.026
2000    15909     16653 |   1.047
2001        0     22130 | - NA - 

ESCAPEMENT CALIBRATION FOR FRL
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0107B    |0107B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979   126879    143425 |   1.130
1980   126457    105274 |   0.832
1981   106664     93581 |   0.877
1982   116429    116530 |   1.001
1983   100829    114041 |   1.131
1984   119495     96486 |   0.807
1985   177062    165359 |   0.934
1986   163832    190797 |   1.165
1987    96092    100308 |   1.044
1988    49761     55021 |   1.106
1989    76979     80928 |   1.051
1990   177984    180104 |   1.012
1991   100244    107723 |   1.075
1992   168858    172631 |   1.022
1993   138986    128813 |   0.927
1994    99339     96982 |   0.976
1995    61678     64525 |   1.046
1996    62114     57688 |   0.929
1997   153220    123512 |   0.806
1998   271594    308312 |   1.135
1999   196220    156698 |   0.799
2000   195542    218092 |   1.115
2001   131800    141745 |   1.075

ESCAPEMENT CALIBRATION FOR GSQ
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0107B    |0107B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979    13916     12083 |   0.868
1980     7476     10657 |   1.425
1981    10965     12539 |   1.144
1982    13851     10553 |   0.762
1983    13684     11650 |   0.851
1984     9009     10055 |   1.116
1985    10428     12352 |   1.185
1986    25778     23215 |   0.901
1987    27800     20534 |   0.739
1988    16140     21225 |   1.315
1989    21650     21915 |   1.012
1990    17680     14293 |   0.808
1991    13291     18359 |   1.381
1992    16917     12982 |   0.767
1993     4170      8823 |   2.116
1994     3770      5282 |   1.401
1995     9400      8563 |   0.911
1996     7500      9024 |   1.203
1997    10210     10424 |   1.021
1998    14450     13356 |   0.924
1999    16142     16243 |   1.006
2000    22200     22292 |   1.004
2001        0     25828 | - NA - 

ESCAPEMENT CALIBRATION FOR GST
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0107B    |0107B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979    11210     10903 |   0.973
1980    10519     12242 |   1.164
1981     7607      8455 |   1.111
1982     6657      5765 |   0.866
1983     6861      5918 |   0.863
1984     8861      6819 |   0.770
1985     5242      6747 |   1.287
1986     3776      5084 |   1.346
1987     3781      5260 |   1.391
1988     7930      6113 |   0.771
1989     8077      7121 |   0.882
1990     7627      9062 |   1.188
1991     8510      9936 |   1.168
1992    12076     10820 |   0.896
1993     9077      6809 |   0.750
1994     7964      8447 |   1.061
1995    19047     17019 |   0.894
1996    17103     15884 |   0.929
1997    11892     11959 |   1.006
1998     9319     11174 |   1.199
1999     9233      8571 |   0.928
2000     8119     10377 |   1.278
2001        0      7955 | - NA - 

ESCAPEMENT CALIBRATION FOR NKS
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0107B    |0107B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979        0     71359 | - NA - 
1980     1821      1761 |   0.967
1981     1549      1338 |   0.864
1982      479       741 |   1.547
1983      510       583 |   1.143
1984      689       695 |   1.009
1985      946       817 |   0.864
1986      679       728 |   1.072
1987      638       644 |   1.009
1988        0       654 | - NA - 
1989        0       732 | - NA - 
1990        0       828 | - NA - 
1991        0       703 | - NA - 
1992        0       672 | - NA - 
1993        0       659 | - NA - 
1994        0       815 | - NA - 
1995        0       872 | - NA - 
1996        0       771 | - NA - 
1997        0       865 | - NA - 
1998        0      1160 | - NA - 
1999        0      1235 | - NA - 
2000        0      1268 | - NA - 
2001        0       982 | - NA - 

ESCAPEMENT CALIBRATION FOR STL
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0107B    |0107B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979     1042       982 |   0.942
1980      821       831 |   1.012
1981      630       718 |   1.140
1982      773       624 |   0.807
1983      387       520 |   1.344
1984      374       639 |   1.709
1985     1409      1107 |   0.786
1986     1277      1262 |   0.988
1987     1321      1194 |   0.904
1988      717       902 |   1.258
1989      811       818 |   1.009
1990      842      1043 |   1.239
1991     1632      1205 |   0.738
1992      780      1025 |   1.314
1993      928       905 |   0.975
1994      954       916 |   0.960
1995      822      1031 |   1.254
1996     1384      1151 |   0.832
1997     1156      1239 |   1.072
1998     1544      1381 |   0.894
1999     1098      1275 |   1.161
2000     1457      1417 |   0.973
2001     1360      1328 |   0.976

ESCAPEMENT CALIBRATION FOR SUM
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0107B    |0107B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979    25870     25130 |   0.971
1980    23556     22395 |   0.951
1981    17146     17940 |   1.046
1982    13780     14277 |   1.036
1983    12087     13831 |   1.144
1984    16560     15892 |   0.960
1985    19359     17933 |   0.926
1986    18467     19899 |   1.078
1987    22706     20924 |   0.922
1988    20287     21920 |   1.080
1989    24535     21749 |   0.886
1990    18384     19269 |   1.048
1991    14365     14577 |   1.015
1992    10311     12830 |   1.244
1993    15424     14347 |   0.930
1994    16876     15201 |   0.901
1995    14045     14296 |   1.018
1996    12377     14082 |   1.138
1997    16440     15361 |   0.934
1998    15430     17243 |   1.117
1999    22276     21991 |   0.987
2000    30700     27441 |   0.894
2001    24500     27029 |   1.103

ESCAPEMENT CALIBRATION FOR ORC
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0107B    |0107B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979    56400     77027 |   1.366
1980    57148     60792 |   1.064
1981    54482     52392 |   0.962
1982    59480     48209 |   0.811
1983    40116     42392 |   1.057
1984    80215     84404 |   1.052
1985    94881     67309 |   0.709
1986   101373     89690 |   0.885
1987    89041    124052 |   1.393
1988   147540    132669 |   0.899
1989    88592     71413 |   0.806
1990    68032     79076 |   1.162
1991    74954     80193 |   1.070
1992    88747     87044 |   0.981
1993    44134     56886 |   1.289
1994    86139     92926 |   1.079
1995    81195     95175 |   1.172
1996    92624     66147 |   0.714
1997    58542     71895 |   1.228
1998    65086     52818 |   0.812
1999    66039     59304 |   0.898
2000    52889     64370 |   1.217
2001    66412     58062 |   0.874

ESCAPEMENT CALIBRATION FOR LYF
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0107B    |0107B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979      500       582 |   1.164
1980      450       406 |   0.902
1981      340       328 |   0.965
1982      720       511 |   0.710
1983      428       472 |   1.103
1984      324       574 |   1.772
1985      438       414 |   0.945
1986      449       313 |   0.697
1987      253       367 |   1.451
1988      368       257 |   0.698
1989      295       281 |   0.953
1990       78       233 |   2.987
1991      318       204 |   0.642
1992      549       550 |   1.002
1993      742       620 |   0.836
1994      406       514 |   1.266
1995      350       375 |   1.071
1996      639       447 |   0.700
1997      797       637 |   0.799
1998      306       732 |   2.392
1999      905       576 |   0.636
2000      900      1164 |   1.293
2001      734       733 |   0.999


Stock EV COMPARISONS
********************
OPTION FILE   DESCRIPTION
===========   ==============================================
0107B.OP7     Stage 2 calibration 0107B




EV SCALAR COMPARISONS FOR STOCK           AKS
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   1.2391 |
1980   1.3526 |
1981   1.4527 |
1982   1.5703 |
1983   1.7562 |
1984   1.2763 |
1985   0.9399 |
1986   0.5198 |
1987   0.7293 |
1988   0.7042 |
1989   0.7852 |
1990   0.5206 |
1991   0.6268 |
1992   0.7466 |
1993   0.5583 |
1994   0.8391 |
1995   0.7744 |
1996   1.1361 |
1997   1.9712 |
1998   1.0558 |
1999   1.0558 |
2000   1.0558 |
2001   1.0558 |

EV SCALAR COMPARISONS FOR STOCK           NTH
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   1.0244 |
1980   1.0447 |
1981   1.2061 |
1982   1.2717 |
1983   1.1952 |
1984   1.1823 |
1985   1.1379 |
1986   1.0516 |
1987   1.0351 |
1988   1.1008 |
1989   1.0619 |
1990   0.8702 |
1991   0.8031 |
1992   1.0817 |
1993   0.9296 |
1994   0.8020 |
1995   0.9835 |
1996   1.1480 |
1997   1.1253 |
1998   0.9977 |
1999   0.9977 |
2000   0.9977 |
2001   0.9977 |

EV SCALAR COMPARISONS FOR STOCK           FRE
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   0.8514 |
1980   1.0878 |
1981   1.4960 |
1982   1.5537 |
1983   1.0536 |
1984   0.9244 |
1985   0.8290 |
1986   0.7728 |
1987   0.6963 |
1988   0.5894 |
1989   0.7504 |
1990   0.7557 |
1991   0.7936 |
1992   0.9112 |
1993   1.1658 |
1994   0.9036 |
1995   0.6248 |
1996   0.5961 |
1997   0.6863 |
1998   0.7953 |
1999   0.7953 |
2000   0.7953 |
2001   0.7953 |

EV SCALAR COMPARISONS FOR STOCK           FRL
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   3.1087 |
1980   3.0756 |
1981   4.2394 |
1982   3.9794 |
1983   1.4476 |
1984   1.1019 |
1985   0.4357 |
1986   3.4624 |
1987   1.1796 |
1988   4.2747 |
1989   2.5151 |
1990   2.0749 |
1991   0.3329 |
1992   0.6382 |
1993   0.8953 |
1994   2.9886 |
1995   0.7509 |
1996   2.9837 |
1997   0.8999 |
1998   3.0988 |
1999   2.1444 |
2000   2.1444 |
2001   2.1444 |

EV SCALAR COMPARISONS FOR STOCK           RBH
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   1.2495 |
1980   0.9595 |
1981   0.5538 |
1982   0.5031 |
1983   0.1089 |
1984   0.8441 |
1985   0.8000 |
1986   1.5583 |
1987   1.7884 |
1988   1.5597 |
1989   1.8067 |
1990   1.2878 |
1991   0.1299 |
1992   0.0543 |
1993   0.4824 |
1994   0.8092 |
1995   0.1877 |
1996   0.1052 |
1997   0.0303 |
1998   0.2806 |
1999   0.2826 |
2000   0.2826 |
2001   0.2826 |

EV SCALAR COMPARISONS FOR STOCK           RBT
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   1.2495 |
1980   0.9595 |
1981   0.5538 |
1982   0.5031 |
1983   0.1089 |
1984   0.8441 |
1985   0.8000 |
1986   1.5583 |
1987   1.7884 |
1988   1.5597 |
1989   1.8067 |
1990   1.2878 |
1991   0.1299 |
1992   0.0543 |
1993   0.4824 |
1994   0.8092 |
1995   0.1877 |
1996   0.1052 |
1997   0.0303 |
1998   0.2806 |
1999   0.2826 |
2000   0.2826 |
2001   0.2826 |

EV SCALAR COMPARISONS FOR STOCK           GSQ
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   0.8911 |
1980   1.0103 |
1981   1.8654 |
1982   2.2354 |
1983   0.9562 |
1984   2.0769 |
1985   0.5361 |
1986   1.0797 |
1987   0.6468 |
1988   0.6767 |
1989   0.1677 |
1990   0.3958 |
1991   0.3079 |
1992   0.3814 |
1993   0.6766 |
1994   0.8779 |
1995   0.8325 |
1996   0.8872 |
1997   1.8960 |
1998   1.0340 |
1999   1.0340 |
2000   1.0340 |
2001   1.0340 |

EV SCALAR COMPARISONS FOR STOCK           GST
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   1.3246 |
1980   0.8257 |
1981   1.8182 |
1982   0.9105 |
1983   0.5961 |
1984   0.8017 |
1985   0.5270 |
1986   1.1996 |
1987   0.6515 |
1988   1.2624 |
1989   0.7176 |
1990   0.5693 |
1991   0.6136 |
1992   1.3407 |
1993   0.8108 |
1994   0.5191 |
1995   0.2161 |
1996   0.2872 |
1997   0.3233 |
1998   0.4313 |
1999   0.4313 |
2000   0.4313 |
2001   0.4313 |

EV SCALAR COMPARISONS FOR STOCK           GSH
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   1.1537 |
1980   0.7129 |
1981   1.9709 |
1982   1.1828 |
1983   0.6815 |
1984   0.3365 |
1985   0.2524 |
1986   0.5282 |
1987   0.3611 |
1988   0.6919 |
1989   0.3683 |
1990   0.4056 |
1991   0.2944 |
1992   0.3903 |
1993   0.4770 |
1994   0.5232 |
1995   0.3041 |
1996   0.4423 |
1997   0.3686 |
1998   0.4230 |
1999   0.4230 |
2000   0.4230 |
2001   0.4230 |

EV SCALAR COMPARISONS FOR STOCK           NKF
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   2.3941 |
1980   3.0156 |
1981   3.0237 |
1982   1.6986 |
1983   1.1103 |
1984   1.2903 |
1985   1.7385 |
1986   1.5450 |
1987   1.2434 |
1988   0.9584 |
1989   0.6716 |
1990   0.6253 |
1991   0.3526 |
1992   0.6787 |
1993   0.4131 |
1994   0.4375 |
1995   0.5068 |
1996   0.4842 |
1997   0.6939 |
1998   0.8730 |
1999   0.5991 |
2000   0.5991 |
2001   0.5991 |

EV SCALAR COMPARISONS FOR STOCK           PSF
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   0.5214 |
1980   0.6363 |
1981   0.5252 |
1982   0.5160 |
1983   0.5709 |
1984   0.5757 |
1985   0.6639 |
1986   0.5994 |
1987   0.3491 |
1988   0.2466 |
1989   0.2013 |
1990   0.2935 |
1991   0.5034 |
1992   0.5900 |
1993   0.4963 |
1994   0.2938 |
1995   0.3101 |
1996   0.3891 |
1997   0.4445 |
1998   0.5077 |
1999   0.3890 |
2000   0.3890 |
2001   0.3890 |

EV SCALAR COMPARISONS FOR STOCK           PSN
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   0.8867 |
1980   1.0329 |
1981   1.1430 |
1982   1.4144 |
1983   1.6119 |
1984   1.6576 |
1985   1.6958 |
1986   1.8618 |
1987   1.2874 |
1988   0.8977 |
1989   0.7274 |
1990   0.7682 |
1991   0.8545 |
1992   0.8552 |
1993   0.6747 |
1994   0.5647 |
1995   0.5508 |
1996   0.4468 |
1997   0.4558 |
1998   0.5401 |
1999   0.5116 |
2000   0.5116 |
2001   0.5116 |

EV SCALAR COMPARISONS FOR STOCK           PSY
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   0.5214 |
1980   0.6363 |
1981   0.5252 |
1982   0.5160 |
1983   0.5709 |
1984   0.5757 |
1985   0.6639 |
1986   0.5994 |
1987   0.3491 |
1988   0.2466 |
1989   0.2013 |
1990   0.2935 |
1991   0.5034 |
1992   0.5900 |
1993   0.4963 |
1994   0.2938 |
1995   0.3101 |
1996   0.3891 |
1997   0.4445 |
1998   0.5077 |
1999   0.3890 |
2000   0.3890 |
2001   0.3890 |

EV SCALAR COMPARISONS FOR STOCK           NKS
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   0.4847 |
1980   0.2012 |
1981   0.3857 |
1982   0.2721 |
1983   0.3398 |
1984   0.4008 |
1985   0.3199 |
1986   0.3199 |
1987   0.3199 |
1988   0.3199 |
1989   0.3199 |
1990   0.3199 |
1991   0.3199 |
1992   0.3199 |
1993   0.3199 |
1994   0.3199 |
1995   0.3199 |
1996   0.3199 |
1997   0.3199 |
1998   0.3199 |
1999   0.3199 |
2000   0.3199 |
2001   0.3199 |

EV SCALAR COMPARISONS FOR STOCK           SKG
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   1.2648 |
1980   0.9110 |
1981   2.6027 |
1982   1.4632 |
1983   0.6814 |
1984   1.1660 |
1985   0.8488 |
1986   1.1892 |
1987   0.5437 |
1988   0.5487 |
1989   0.3955 |
1990   0.4086 |
1991   0.6033 |
1992   0.7031 |
1993   0.6016 |
1994   0.6959 |
1995   0.2329 |
1996   0.8193 |
1997   0.4163 |
1998   0.5532 |
1999   0.5532 |
2000   0.5532 |
2001   0.5532 |

EV SCALAR COMPARISONS FOR STOCK           STL
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   0.5569 |
1980   0.5264 |
1981   1.2591 |
1982   1.4954 |
1983   1.6321 |
1984   0.9475 |
1985   0.5284 |
1986   0.5128 |
1987   0.8513 |
1988   0.8235 |
1989   0.7524 |
1990   0.6386 |
1991   0.5191 |
1992   0.7459 |
1993   0.7132 |
1994   0.7103 |
1995   0.6056 |
1996   0.5688 |
1997   0.6455 |
1998   0.7439 |
1999   0.6548 |
2000   0.6548 |
2001   0.6548 |

EV SCALAR COMPARISONS FOR STOCK           SNO
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   0.8107 |
1980   0.6811 |
1981   0.6814 |
1982   0.5583 |
1983   0.5318 |
1984   0.4933 |
1985   0.4322 |
1986   0.4449 |
1987   0.3375 |
1988   0.2967 |
1989   0.3545 |
1990   0.3378 |
1991   0.2653 |
1992   0.2786 |
1993   0.2706 |
1994   0.3078 |
1995   0.2624 |
1996   0.2761 |
1997   0.2966 |
1998   0.3450 |
1999   0.2976 |
2000   0.2976 |
2001   0.2976 |

EV SCALAR COMPARISONS FOR STOCK           WCH
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   0.7656 |
1980   0.8450 |
1981   0.9497 |
1982   0.9252 |
1983   2.2775 |
1984   1.2375 |
1985   1.6460 |
1986   1.6222 |
1987   0.6717 |
1988   0.5348 |
1989   0.6043 |
1990   0.7453 |
1991   0.5852 |
1992   0.4704 |
1993   0.3524 |
1994   0.2407 |
1995   0.2118 |
1996   0.2687 |
1997   0.2776 |
1998   0.2702 |
1999   0.2702 |
2000   0.2702 |
2001   0.2702 |

EV SCALAR COMPARISONS FOR STOCK           URB
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   1.6084 |
1980   3.8581 |
1981   3.6781 |
1982   6.3647 |
1983   8.2961 |
1984   8.1455 |
1985   3.3898 |
1986   3.7167 |
1987   1.2332 |
1988   1.5338 |
1989   2.6007 |
1990   2.6991 |
1991   0.7886 |
1992   1.7171 |
1993   3.3788 |
1994   1.0747 |
1995   3.3321 |
1996   2.0614 |
1997   2.0389 |
1998   6.3076 |
1999   2.9629 |
2000   2.9629 |
2001   2.9629 |

EV SCALAR COMPARISONS FOR STOCK           SPR
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   1.4470 |
1980   0.2842 |
1981   0.4575 |
1982   0.2808 |
1983   0.1544 |
1984   0.1259 |
1985   0.4109 |
1986   0.9093 |
1987   0.6595 |
1988   1.6018 |
1989   0.7589 |
1990   0.2293 |
1991   0.1029 |
1992   0.2070 |
1993   0.2450 |
1994   0.1287 |
1995   0.1414 |
1996   0.4497 |
1997   0.0790 |
1998   1.0067 |
1999   0.3611 |
2000   0.3611 |
2001   0.3611 |

EV SCALAR COMPARISONS FOR STOCK           BON
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   0.6485 |
1980   0.4336 |
1981   0.4607 |
1982   0.5191 |
1983   0.8577 |
1984   2.7406 |
1985   0.7199 |
1986   0.4203 |
1987   0.2056 |
1988   0.2882 |
1989   0.3132 |
1990   0.1991 |
1991   0.1253 |
1992   0.1816 |
1993   0.2421 |
1994   0.0751 |
1995   0.1107 |
1996   0.1259 |
1997   0.0506 |
1998   0.1935 |
1999   0.1112 |
2000   0.1112 |
2001   0.1112 |

EV SCALAR COMPARISONS FOR STOCK           CWF
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   0.6485 |
1980   0.4336 |
1981   0.4607 |
1982   0.5191 |
1983   0.8577 |
1984   2.7406 |
1985   0.7199 |
1986   0.4203 |
1987   0.2056 |
1988   0.2882 |
1989   0.3132 |
1990   0.1991 |
1991   0.1253 |
1992   0.1816 |
1993   0.2421 |
1994   0.0751 |
1995   0.1107 |
1996   0.1259 |
1997   0.0506 |
1998   0.1935 |
1999   0.1112 |
2000   0.1112 |
2001   0.1112 |

EV SCALAR COMPARISONS FOR STOCK           LRW
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   3.4719 |
1980   3.3351 |
1981   2.1009 |
1982   1.5622 |
1983   2.8410 |
1984   3.8763 |
1985   1.8113 |
1986   1.5222 |
1987   1.9029 |
