

CATCH COMPARISONS
******************
OPTION FILE   DESCRIPTION
===========   ==============================================
0107B.OP7     Stage 2 calibration 0107B




CEILINGS SPECIFIED FOR Alaska T
Catch level comparison

      Actual   0107B    |0107B   
Year   Catch    MDL Cat | Compare
==== ========  ======== |========
1988   2.9495 |
1989   1.3971 |
1990   1.8088 |
1991   0.8188 |
1992   0.9169 |
1993   1.1001 |
1994   0.2008 |
1995   0.2878 |
1996   0.8462 |
1997   1.3685 |
1998   1.2971 |
1999   0.8001 |
2000   0.8001 |
2001   0.8001 |

EV SCALAR COMPARISONS FOR STOCK           WSH
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   1.1925 |
1980  11.3297 |
1981  10.9480 |
1982   8.0561 |
1983  10.5652 |
1984  14.0535 |
1985  17.0713 |
1986  14.4756 |
1987  17.9870 |
1988  12.6902 |
1989   8.3334 |
1990   6.5230 |
1991   6.5985 |
1992   4.4036 |
1993   3.8662 |
1994   5.5875 |
1995   5.6984 |
1996   6.0663 |
1997   6.8513 |
1998   6.8852 |
1999   6.2177 |
2000   6.2177 |
2001   6.2177 |

EV SCALAR COMPARISONS FOR STOCK           CWS
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   0.6367 |
1980   1.7551 |
1981   1.4858 |
1982   0.7841 |
1983   1.1691 |
1984  18.4698 |
1985   7.8819 |
1986  23.2635 |
1987  42.9193 |
1988   1.3329 |
1989   1.3194 |
1990  23.0309 |
1991  15.4705 |
1992   6.8875 |
1993   2.3570 |
1994  10.9280 |
1995   8.3157 |
1996   0.8673 |
1997   0.3287 |
1998   0.1487 |
1999   4.1177 |
2000   4.1177 |
2001   4.1177 |

EV SCALAR COMPARISONS FOR STOCK           SUM
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   0.4159 |
1980   0.4923 |
1981   0.4377 |
1982   0.4978 |
1983   0.5339 |
1984   0.5157 |
1985   0.4512 |
1986   0.3877 |
1987   0.2742 |
1988   0.2707 |
1989   0.3562 |
1990   0.3256 |
1991   0.2749 |
1992   0.2634 |
1993   0.3270 |
1994   0.3335 |
1995   0.4689 |
1996   0.5364 |
1997   0.5614 |
1998   0.6470 |
1999   0.5094 |
2000   0.5094 |
2001   0.5094 |

EV SCALAR COMPARISONS FOR STOCK           ORC
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   1.2800 |
1980   1.4543 |
1981   1.3911 |
1982   1.8150 |
1983   1.9434 |
1984   1.5444 |
1985   0.9738 |
1986   1.0020 |
1987   1.0269 |
1988   0.6836 |
1989   0.9511 |
1990   1.0340 |
1991   0.6157 |
1992   0.6585 |
1993   0.7583 |
1994   0.5895 |
1995   0.6005 |
1996   0.6187 |
1997   0.6118 |
1998   0.5717 |
1999   0.5985 |
2000   0.5985 |
2001   0.5985 |

EV SCALAR COMPARISONS FOR STOCK           WCN
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   0.9064 |
1980   0.8923 |
1981   1.0959 |
1982   1.5229 |
1983   1.8094 |
1984   1.5111 |
1985   1.8405 |
1986   1.4555 |
1987   1.1744 |
1988   0.9929 |
1989   1.0167 |
1990   0.9142 |
1991   0.8513 |
1992   0.8242 |
1993   0.9740 |
1994   0.6813 |
1995   0.5192 |
1996   0.4309 |
1997   0.5966 |
1998   0.7649 |
1999   0.5986 |
2000   0.5986 |
2001   0.5986 |

EV SCALAR COMPARISONS FOR STOCK           LYF
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979   1.9128 |
1980   1.4782 |
1981   1.4204 |
1982   1.7678 |
1983   2.3232 |
1984   1.7725 |
1985   2.3184 |
1986   1.9587 |
1987   1.5828 |
1988   3.3757 |
1989   2.9783 |
1990   2.8995 |
1991   2.7075 |
1992   1.3136 |
1993   1.2091 |
1994   1.0320 |
1995   1.2732 |
1996   1.6144 |
1997   1.3100 |
1998   1.8433 |
1999   1.4146 |
2000   1.4146 |
2001   1.4146 |

EV SCALAR COMPARISONS FOR STOCK           MCB
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0107B    |
Year  EV Sclr |
====  ========|
1979  23.6729 |
1980   1.0046 |
1981   0.1220 |
1982   0.2201 |
1983   0.5446 |
1984   1.3433 |
1985   1.0587 |
1986   0.4154 |
1987   0.0669 |
1988   0.1023 |
1989   0.0947 |
1990   0.0925 |
1991   0.0758 |
1992   0.1527 |
1993   0.2909 |
1994   0.0845 |
1995   0.2150 |
1996   0.1173 |
1997   0.1377 |
1998   0.4441 |
1999   0.1997 |
2000   0.1997 |
2001   0.1997 |

AGE-SPECIFIC COMPARISONS FOR 0107BCLB.DAT
Stage 2 calibration 0107B
***************************************


ESCAPEMENT CALIBRATION FOR AKS
0107B.OP7     Stage 2 calibration 0107B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none      1075     2288     2609     5972     -NA-    1.841    1.965    1.000    0.521    1.521
1980    none      1990     3325     3604     8919     -NA-    1.661    1.319    0.387    0.514    1.019
1981    none      1505     3041     3312     7858     -NA-    2.081    2.384    0.407    0.993    1.493
1982    none      1598     3928     7534    13060     -NA-    1.194    1.480    0.267    0.591    0.745
1983    none      2335     5215     5819    13369     -NA-    2.105    1.405    0.396    0.614    1.088
1984    none      2555     8508     6697    17760     -NA-    1.994    0.944    0.639    0.306    0.980
1985    none      3895     8031     4575    16501     -NA-    1.479    1.540    0.540    0.503    1.248
1986    none      6840    12762     9189    28791     -NA-    0.630    1.181    0.252    0.407    0.754
1987    none      6740     9421     9298    25459     -NA-    0.445    1.313    0.551    0.427    0.805
1988    none      3444     5927     7836    17207     -NA-    0.655    2.201    0.946    0.507    1.320
1989    none      1800     5350     7937    15087     -NA-    0.888    1.549    0.574    0.432    0.958
1990    none      2150     2520     5649    10319     -NA-    0.891    1.654    0.690    0.352    0.967
1991    none      1717     3861     2849     8427     -NA-    1.108    1.629    0.492    0.482    1.138
1992    none      1661     3177     4139     8977     -NA-    0.609    1.597    0.470    0.528    0.895
1993    none      1266     4217     5466    10949     -NA-    1.098    1.475    0.619    0.385    1.004
1994    none      1434     3478     5115    10027     -NA-    0.994    1.454    0.735    0.293    1.022
1995    none      1624     3114     4031     8769     -NA-    1.018    1.538    0.577    0.389    1.000
1996    none       973     4531     3912     9416     -NA-    0.497    1.121    0.574    0.287    0.829
1997    none      1504     2594     2972     7070     -NA-    0.843    1.547    0.806    0.316    1.086
1998    none      2393     4594     2619     9606     -NA-    0.812    0.914    0.645    0.185    0.815
1999    none      4398     4684     3572    12654     -NA-    0.628    1.284    1.177    0.284    1.026
2000    none      4708     7601     3600    15909     -NA-    1.000    1.214    0.755    0.158    1.047
2001    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
Average Magnitudes                                                                       0.431    0.148

TERMINAL RUN CALIBRATION FOR NTH
0107B.OP7     Stage 2 calibration 0107B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none     65589     -NA-     -NA-     -NA-     -NA-     -NA-    1.060
1980    none     none     none     none     73819     -NA-     -NA-     -NA-     -NA-     -NA-    0.991
1981    none     none     none     none     77497     -NA-     -NA-     -NA-     -NA-     -NA-    0.992
1982    none     none     none     none     81130     -NA-     -NA-     -NA-     -NA-     -NA-    0.969
1983    none     none     none     none     79798     -NA-     -NA-     -NA-     -NA-     -NA-    1.116
1984    none     none     none     none    104271     -NA-     -NA-     -NA-     -NA-     -NA-    0.996
1985    none     none     none     none    137688     -NA-     -NA-     -NA-     -NA-     -NA-    0.927
1986    none     none     none     none    160810     -NA-     -NA-     -NA-     -NA-     -NA-    0.934
1987    none     none     none     none    146249     -NA-     -NA-     -NA-     -NA-     -NA-    1.063
1988    none     none     none     none    170827     -NA-     -NA-     -NA-     -NA-     -NA-    0.995
1989    none     none     none     none    182280     -NA-     -NA-     -NA-     -NA-     -NA-    0.948
1990    none     none     none     none    171153     -NA-     -NA-     -NA-     -NA-     -NA-    1.017
1991    none     none     none     none    155317     -NA-     -NA-     -NA-     -NA-     -NA-    1.079
1992    none     none     none     none    186898     -NA-     -NA-     -NA-     -NA-     -NA-    0.938
1993    none     none     none     none    185544     -NA-     -NA-     -NA-     -NA-     -NA-    0.922
1994    none     none     none     none    137418     -NA-     -NA-     -NA-     -NA-     -NA-    1.064
1995    none     none     none     none    113944     -NA-     -NA-     -NA-     -NA-     -NA-    1.267
1996    none     none     none     none    215259     -NA-     -NA-     -NA-     -NA-     -NA-    0.797
1997    none     none     none     none    140139     -NA-     -NA-     -NA-     -NA-     -NA-    1.137
1998    none     none     none     none    138986     -NA-     -NA-     -NA-     -NA-     -NA-    1.032
1999    none     none     none     none    151341     -NA-     -NA-     -NA-     -NA-     -NA-    1.028
2000    none     none     none     none    185147     -NA-     -NA-     -NA-     -NA-     -NA-    1.000
2001    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
Average Magnitudes                                                                       0.000    0.066

TERMINAL RUN CALIBRATION FOR FRE
0107B.OP7     Stage 2 calibration 0107B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none    104568     -NA-     -NA-     -NA-     -NA-     -NA-    0.905
1980    none     none     none     none     68973     -NA-     -NA-     -NA-     -NA-     -NA-    1.137
1981    none     none     none     none     64315     -NA-     -NA-     -NA-     -NA-     -NA-    1.106
1982    none     none     none     none     81206     -NA-     -NA-     -NA-     -NA-     -NA-    0.934
1983    none     none     none     none     72672     -NA-     -NA-     -NA-     -NA-     -NA-    1.106
1984    none     none     none     none     93287     -NA-     -NA-     -NA-     -NA-     -NA-    1.064
1985    none     none     none     none    122149     -NA-     -NA-     -NA-     -NA-     -NA-    0.948
1986    none     none     none     none    144836     -NA-     -NA-     -NA-     -NA-     -NA-    0.899
1987    none     none     none     none    128095     -NA-     -NA-     -NA-     -NA-     -NA-    1.014
1988    none     none     none     none    129394     -NA-     -NA-     -NA-     -NA-     -NA-    0.984
1989    none     none     none     none    101605     -NA-     -NA-     -NA-     -NA-     -NA-    1.117
1990    none     none     none     none    129910     -NA-     -NA-     -NA-     -NA-     -NA-    0.910
1991    none     none     none     none    110503     -NA-     -NA-     -NA-     -NA-     -NA-    0.987
1992    none     none     none     none     93570     -NA-     -NA-     -NA-     -NA-     -NA-    1.081
1993    none     none     none     none     89587     -NA-     -NA-     -NA-     -NA-     -NA-    1.126
1994    none     none     none     none    126656     -NA-     -NA-     -NA-     -NA-     -NA-    0.854
1995    none     none     none     none    110200     -NA-     -NA-     -NA-     -NA-     -NA-    1.132
1996    none     none     none     none    160600     -NA-     -NA-     -NA-     -NA-     -NA-    0.952
1997    none     none     none     none    167100     -NA-     -NA-     -NA-     -NA-     -NA-    0.916
1998    none     none     none     none    150500     -NA-     -NA-     -NA-     -NA-     -NA-    0.943
1999    none     none     none     none    105500     -NA-     -NA-     -NA-     -NA-     -NA-    1.164
2000    none     none     none     none    116750     -NA-     -NA-     -NA-     -NA-     -NA-    1.051
2001    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
Average Magnitudes                                                                       0.000    0.085

ESCAPEMENT CALIBRATION FOR FRL
0107B.OP7     Stage 2 calibration 0107B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none    126879     -NA-     -NA-     -NA-     -NA-     -NA-    1.130
1980    none     none     none     none    126457     -NA-     -NA-     -NA-     -NA-     -NA-    0.832
1981    none     36419    61059     9186   106664     -NA-    0.648    0.925    1.472    0.204    0.877
1982    none     30246    80578     5605   116429     -NA-    0.603    1.090    1.875    0.207    1.001
1983    none     16246    73719    10864   100829     -NA-    1.178    1.064    1.515    0.131    1.131
1984    none     48982    62977     7536   119495     -NA-    0.434    0.959    1.968    0.315    0.807
1985    none     60820   104508    11734   177062     -NA-    0.594    1.127    0.972    0.216    0.934
1986    none      6082   149973     7777   163832     -NA-    1.188    1.076    2.857    0.165    1.165
1987    none     15986    62516    17590    96092     -NA-    0.844    0.895    1.756    0.233    1.044
1988    none      2388    42327     5046    49761     -NA-    1.246    0.982    2.079    0.137    1.106
1989    none     49615    19232     8132    76979     -NA-    1.039    0.935    1.402    0.084    1.051
1990    none      5662   168412     3910   177984     -NA-    1.526    0.991    1.168    0.029    1.012
1991    none     35361    45006    19877   100244     -NA-    1.337    0.911    0.979    0.163    1.075
1992    none     38230   126744     3884   168858     -NA-    1.494    0.873    1.269    0.214    1.022
1993    none     48570    81345     9071   138986     -NA-    1.111    0.756    1.467    0.212    0.927
1994    none      5997    90781     2561    99339     -NA-    1.479    0.932    1.362    0.100    0.976
1995    none     34366    19173     8139    61678     -NA-    1.178    0.790    1.093    0.177    1.046
1996    none     29980    30980     1154    62114     -NA-    0.977    0.842    1.996    0.108    0.929
1997    none     98541    51919     2760   153220     -NA-    0.717    0.989    0.557    0.194    0.806
1998    none     15930   250230     5434   271594     -NA-    1.289    1.123    1.228    0.135    1.135
1999    none    126300    47130    22790   196220     -NA-    0.738    0.925    0.871    0.201    0.799
2000    none     35760   150972     8810   195542     -NA-    0.959    1.166    0.881    0.141    1.115
2001    none     63800    52800    15200   131800     -NA-    1.005    1.035    1.512    0.075    1.075
Average Magnitudes                                                                       0.150    0.097

ESCAPEMENT CALIBRATION FOR GSQ
0107B.OP7     Stage 2 calibration 0107B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none     13916     -NA-     -NA-     -NA-     -NA-     -NA-    0.868
1980    none        60     4270     3146     7476     -NA-    7.842    1.209    1.597    0.425    1.425
1981    none       110     1425     9430    10965     -NA-    6.342    2.350    0.901    0.314    1.144
1982    none       397     5734     7720    13851     -NA-    0.784    0.847    0.698    0.238    0.762
1983    none      1155     4030     8499    13684     -NA-    0.306    0.622    1.034    0.191    0.851
1984    none       973     4285     3751     9009     -NA-    0.781    0.918    1.429    0.241    1.116
1985    none       294     5497     4637    10428     -NA-    2.724    1.048    1.248    0.185    1.185
1986    none      1681     8739    15358    25778     -NA-    0.219    0.863    0.997    0.099    0.901
1987    none      5755     7006    15039    27800     -NA-    0.172    0.544    1.046    0.311    0.739
1988    none       387    11911     3842    16140     -NA-    0.814    1.055    2.173    0.324    1.315
1989    none      4027     3745    13878    21650     -NA-    0.184    0.850    1.296    0.368    1.012
1990    none       619    11757     5304    17680     -NA-    0.698    0.674    1.120    0.263    0.808
1991    none      1184     6040     6067    13291     -NA-    0.386    0.781    2.174    0.690    1.381
1992    none       457    10218     6242    16917     -NA-    0.251    0.500    1.242    0.411    0.767
1993    none      1885      762     1523     4170     -NA-    0.135    1.592    4.830    1.898    2.116
1994    none     none     none     none      3770     -NA-     -NA-     -NA-     -NA-     -NA-    1.401
1995    none     none     none     none      9400     -NA-     -NA-     -NA-     -NA-     -NA-    0.911
1996    none     none     none     none      7500     -NA-     -NA-     -NA-     -NA-     -NA-    1.203
1997    none     none     none     none     10210     -NA-     -NA-     -NA-     -NA-     -NA-    1.021
1998    none     none     none     none     14450     -NA-     -NA-     -NA-     -NA-     -NA-    0.924
1999    none     none     none     none     16142     -NA-     -NA-     -NA-     -NA-     -NA-    1.006
2000    none     none     none     none     22200     -NA-     -NA-     -NA-     -NA-     -NA-    1.004
2001    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
Average Magnitudes                                                                       0.271    0.218

ESCAPEMENT CALIBRATION FOR GST
0107B.OP7     Stage 2 calibration 0107B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none      7756     3351      103    11210     -NA-    0.953    1.018    1.000    0.038    0.973
1980    none      4532     5821      166    10519     -NA-    1.313    1.063    0.641    0.175    1.164
1981    none      1192     6224      191     7607     -NA-    2.757    0.799    1.008    0.440    1.112
1982    none      1686     4653      318     6657     -NA-    1.714    0.586    0.466    0.496    0.866
1983    none      2970     3612      279     6861     -NA-    1.067    0.731    0.397    0.195    0.863
1984    none      5624     2894      343     8861     -NA-    0.714    0.931    0.325    0.230    0.770
1985    none      3143     2002       97     5242     -NA-    0.889    1.926    1.012    0.420    1.287
1986    none      1193     2150      433     3776     -NA-    1.646    1.362    0.442    0.474    1.346
1987    none       403     2821      557     3781     -NA-    7.527    0.744    0.228    1.000    1.391
1988    none      1507     6264      159     7930     -NA-    1.452    0.609    0.695    0.401    0.771
1989    none      5629     2121      327     8077     -NA-    0.895    0.913    0.450    0.118    0.882
1990    none      1932     5104      591     7627     -NA-    1.725    1.104    0.158    0.319    1.188
1991    none      3985     4354      171     8510     -NA-    1.651    0.717    1.358    0.457    1.168
1992    none      2825     8945      306    12076     -NA-    1.469    0.731    0.443    0.323    0.896
1993    none      4236     4383      458     9077     -NA-    0.795    0.723    0.596    0.250    0.750
1994    none      5095     2611      258     7964     -NA-    0.948    1.328    0.578    0.155    1.061
1995    none     13427     5430      190    19047     -NA-    0.840    1.021    1.046    0.119    0.894
1996    none      8152     8780      171    17103     -NA-    0.603    1.212    1.894    0.307    0.929
1997    none      7637     4019      236    11892     -NA-    0.561    1.779    2.218    0.569    1.006
1998    none      4418     4652      249     9319     -NA-    0.662    1.697    1.422    0.519    1.199
1999    none      5774     3131      328     9233     -NA-    0.612    1.471    1.328    0.414    0.928
2000    none      3529     4331      259     8119     -NA-    1.000    1.517    1.079    0.278    1.278
2001    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
Average Magnitudes                                                                       0.350    0.167

TERMINAL RUN CALIBRATION FOR GSH
0107B.OP7     Stage 2 calibration 0107B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none      9195     3973      122    13290     -NA-    1.240    1.033    1.000    0.176    1.176
1980    none      5601     7194      206    13001     -NA-    1.538    0.722    0.360    0.396    1.068
1981    none      1791     9352      287    11430     -NA-    1.580    0.702    0.288    0.353    0.829
1982    none      2565     7076      484    10125     -NA-    1.257    0.863    0.532    0.183    0.947
1983    none      4706     5723      442    10871     -NA-    1.078    0.952    0.836    0.066    1.002
1984    none      8974     4619      547    14140     -NA-    0.752    0.953    0.294    0.200    0.800
1985    none     10418     6635      323    17376     -NA-    0.889    1.482    0.530    0.259    1.109
1986    none      4765     8585     1727    15077     -NA-    1.094    1.148    0.438    0.178    1.049
1987    none      1218     8523     1682    11423     -NA-    2.262    0.928    0.930    0.199    1.070
1988    none      1417     5891      149     7457     -NA-    1.997    0.775    2.130    0.389    1.035
1989    none      8990     3387      522    12899     -NA-    1.022    0.813    0.591    0.081    0.949
1990    none      3373     8912     1032    13317     -NA-    1.928    0.944    0.247    0.331    1.139
1991    none      6819     7450      292    14561     -NA-    1.853    0.614    2.025    0.617    1.222
1992    none      3552    11249      384    15185     -NA-    2.243    0.510    0.334    0.671    0.911
1993    none      7090     7336      766    15192     -NA-    0.899    0.440    0.609    0.337    0.663
1994    none      9088     4658      460    14206     -NA-    0.813    0.953    0.338    0.157    0.843
1995    none      6484     2622       92     9198     -NA-    1.761    1.630   11.180    0.818    1.818
1996    none      8888     9573      186    18647     -NA-    1.481    0.545    1.258    0.465    0.998
1997    none     18836     9912      583    29331     -NA-    0.811    0.582    0.000    0.283    0.717
1998    none      9793    10311      551    20655     -NA-    0.773    1.191    0.767    0.209    0.982
1999    none     14714     7978      835    23527     -NA-    0.678    1.250    2.916    0.354    0.951
2000    none      8816    10823      647    20286     -NA-    1.000    1.437    1.356    0.245    1.244
2001    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
Average Magnitudes                                                                       0.317    0.152

TERMINAL RUN CALIBRATION FOR NKF
0107B.OP7     Stage 2 calibration 0107B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none     82790     -NA-     -NA-     -NA-     -NA-     -NA-    1.107
1980    none     none     none     none    113292     -NA-     -NA-     -NA-     -NA-     -NA-    0.891
1981    none     none     none     none     90282     -NA-     -NA-     -NA-     -NA-     -NA-    1.108
1982    none     none     none     none    111772     -NA-     -NA-     -NA-     -NA-     -NA-    0.903
1983    none     none     none     none     83361     -NA-     -NA-     -NA-     -NA-     -NA-    1.309
1984    none     none     none     none    133521     -NA-     -NA-     -NA-     -NA-     -NA-    0.855
1985    none     none     none     none    136902     -NA-     -NA-     -NA-     -NA-     -NA-    0.941
1986    none     none     none     none    111231     -NA-     -NA-     -NA-     -NA-     -NA-    0.942
1987    none     none     none     none     67749     -NA-     -NA-     -NA-     -NA-     -NA-    1.130
1988    none     none     none     none     50918     -NA-     -NA-     -NA-     -NA-     -NA-    1.228
1989    none     none     none     none     75652     -NA-     -NA-     -NA-     -NA-     -NA-    1.022
1990    none     none     none     none    105152     -NA-     -NA-     -NA-     -NA-     -NA-    0.773
1991    none     none     none     none     41085     -NA-     -NA-     -NA-     -NA-     -NA-    1.281
1992    none     none     none     none     27703     -NA-     -NA-     -NA-     -NA-     -NA-    1.249
1993    none     none     none     none     36504     -NA-     -NA-     -NA-     -NA-     -NA-    0.833
1994    none     none     none     none     29073     -NA-     -NA-     -NA-     -NA-     -NA-    1.000
1995    none     none     none     none     22673     -NA-     -NA-     -NA-     -NA-     -NA-    1.152
1996    none     none     none     none     30165     -NA-     -NA-     -NA-     -NA-     -NA-    0.938
1997    none     none     none     none     35576     -NA-     -NA-     -NA-     -NA-     -NA-    0.886
1998    none     none     none     none     29807     -NA-     -NA-     -NA-     -NA-     -NA-    1.143
1999    none     none     none     none     41186     -NA-     -NA-     -NA-     -NA-     -NA-    0.846
2000    none     none     none     none     24000     -NA-     -NA-     -NA-     -NA-     -NA-    1.382
2001    none     none     none     none     36450     -NA-     -NA-     -NA-     -NA-     -NA-    0.932
Average Magnitudes                                                                       0.000    0.147

TERMINAL RUN CALIBRATION FOR PSN
0107B.OP7     Stage 2 calibration 0107B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none     28435     -NA-     -NA-     -NA-     -NA-     -NA-    0.952
1980    none     none     none     none     23341     -NA-     -NA-     -NA-     -NA-     -NA-    0.932
1981    none     none     none     none     12131     -NA-     -NA-     -NA-     -NA-     -NA-    1.301
1982    none     none     none     none     13438     -NA-     -NA-     -NA-     -NA-     -NA-    1.313
1983    none     none     none     none     29377     -NA-     -NA-     -NA-     -NA-     -NA-    0.838
1984    none     none     none     none     23234     -NA-     -NA-     -NA-     -NA-     -NA-    1.042
1985    none     none     none     none     27595     -NA-     -NA-     -NA-     -NA-     -NA-    0.950
1986    none     none     none     none     23951     -NA-     -NA-     -NA-     -NA-     -NA-    1.196
1987    none     none     none     none     42059     -NA-     -NA-     -NA-     -NA-     -NA-    0.949
1988    none     none     none     none     47124     -NA-     -NA-     -NA-     -NA-     -NA-    0.977
1989    none     none     none     none     51605     -NA-     -NA-     -NA-     -NA-     -NA-    1.045
1990    none     none     none     none     61372     -NA-     -NA-     -NA-     -NA-     -NA-    0.837
1991    none     none     none     none     37257     -NA-     -NA-     -NA-     -NA-     -NA-    1.098
1992    none     none     none     none     26453     -NA-     -NA-     -NA-     -NA-     -NA-    1.070
1993    none     none     none     none     21252     -NA-     -NA-     -NA-     -NA-     -NA-    1.134
1994    none     none     none     none     31120     -NA-     -NA-     -NA-     -NA-     -NA-    0.948
1995    none     none     none     none     36749     -NA-     -NA-     -NA-     -NA-     -NA-    0.916
1996    none     none     none     none     36965     -NA-     -NA-     -NA-     -NA-     -NA-    0.903
1997    none     none     none     none     21288     -NA-     -NA-     -NA-     -NA-     -NA-    1.248
1998    none     none     none     none     29612     -NA-     -NA-     -NA-     -NA-     -NA-    0.952
1999    none     none     none     none     31104     -NA-     -NA-     -NA-     -NA-     -NA-    0.907
2000    none     none     none     none     20050     -NA-     -NA-     -NA-     -NA-     -NA-    1.215
2001    none     none     none     none     18900     -NA-     -NA-     -NA-     -NA-     -NA-    1.055
Average Magnitudes                                                                       0.000    0.116

ESCAPEMENT CALIBRATION FOR NKS
0107B.OP7     Stage 2 calibration 0107B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1980    none     none     none     none      1821     -NA-     -NA-     -NA-     -NA-     -NA-    0.967
1981    none     none     none     none      1549     -NA-     -NA-     -NA-     -NA-     -NA-    0.864
1982    none     none     none     none       479     -NA-     -NA-     -NA-     -NA-     -NA-    1.546
1983    none     none     none     none       510     -NA-     -NA-     -NA-     -NA-     -NA-    1.142
1984    none     none     none     none       689     -NA-     -NA-     -NA-     -NA-     -NA-    1.008
1985    none     none     none     none       946     -NA-     -NA-     -NA-     -NA-     -NA-    0.863
1986    none     none     none     none       679     -NA-     -NA-     -NA-     -NA-     -NA-    1.072
1987    none     none     none     none       638     -NA-     -NA-     -NA-     -NA-     -NA-    1.009
1988    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1989    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1990    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1991    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1992    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1993    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1994    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1995    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1996    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1997    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1998    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
1999    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
2000    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
2001    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
Average Magnitudes                                                                       0.000    0.135

TERMINAL RUN CALIBRATION FOR SKG
0107B.OP7     Stage 2 calibration 0107B
----------------------------------------------

