

CATCH COMPARISONS
******************
OPTION FILE   DESCRIPTION
===========   ==============================================
0308B.OP7     Stage 2 calibration 0308B




CEILINGS SPECIFIED FOR Alaska T
Catch level comparison

      Actual   0308B    |0308B   
Year   Catch    MDL Cat | Compare
==== ========  ======== |========
1981    66700     80139 |   1.201
1982    79000     92827 |   1.175
1983    86000     68398 |   0.795
1984   131300    131193 |   0.999
1985   196500    218769 |   1.113
1986   281500    304793 |   1.083
1987   420600    385750 |   0.917
1988   339900    381432 |   1.122
1989   261400    216390 |   0.828
1990   153600    161332 |   1.050
1991   103400    101309 |   0.980
1992    81000     77507 |   0.957
1993   103000     92884 |   0.902
1994   132800    125353 |   0.944
1995   106500    112938 |   1.060
1996   141900    179336 |   1.264
1997   161700    156354 |   0.967
1998   142300    116036 |   0.815
1999   166100    195753 |   1.179
2000   155700    168907 |   1.085
2001   232500    198078 |   0.852
2002   276900    285759 |   1.032
2003   280400    246890 |   0.880

TERMINAL RUN CALIBRATION FOR SPR
----------------------------------------------
COMPARISON FOR ADULTS ONLY

       Calib   0308B    |0308B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979    95200     98502 |   1.035
1980    97800    104447 |   1.068
1981    86300     80302 |   0.930
1982   120800    122639 |   1.015
1983    28800     25722 |   0.893
1984    47500     45707 |   0.962
1985    33200     34699 |   1.045
1986    16600     14982 |   0.903
1987     9100     11551 |   1.269
1988    12000     13687 |   1.141
1989    26800     25144 |   0.938
1990    19000     19689 |   1.036
1991    52400     52164 |   0.995
1992    29500     29032 |   0.984
1993    16800     16154 |   0.962
1994    18500     18504 |   1.000
1995    33800     33380 |   0.988
1996    33100     36726 |   1.110
1997    27300     26482 |   0.970
1998    20200     24350 |   1.205
1999    50100     46459 |   0.927
2000    20600     24116 |   1.171
2001   124900    114891 |   0.920
2002   160900    169841 |   1.056
2003    96900     89116 |   0.920

TERMINAL RUN CALIBRATION FOR BON
----------------------------------------------
COMPARISON FOR ADULTS ONLY

       Calib   0308B    |0308B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979    54255     58596 |   1.080
1980    48268     31819 |   0.659
1981    43331     60257 |   1.391
1982    63717     67088 |   1.053
1983    40268     50621 |   1.257
1984    46851     41769 |   0.892
1985    50736     52798 |   1.041
1986    70756     87351 |   1.235
1987   157236    163331 |   1.039
1988   109091     74988 |   0.687
1989    31216     34715 |   1.112
1990    21491     14231 |   0.662
1991    26222     35510 |   1.354
1992    40174     35936 |   0.895
1993    24619     24664 |   1.002
1994    20931     14987 |   0.716
1995    14672     13504 |   0.920
1996    19097     21935 |   1.149
1997    18575     20688 |   1.114
1998    18109     14814 |   0.818
1999    12152     13414 |   1.104
2000     5956     14800 |   2.485
2001    40739     52418 |   1.287
2002    71487     72450 |   1.013
2003    52975     30598 |   0.578

TERMINAL RUN CALIBRATION FOR CWF
----------------------------------------------
COMPARISON FOR ADULTS ONLY

       Calib   0308B    |0308B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979    64445     57369 |   0.890
1980    57332     57773 |   1.008
1981    51469     44277 |   0.860
1982    75683     63156 |   0.834
1983    47832     62452 |   1.306
1984    55649     46193 |   0.830
1985    60264     61616 |   1.022
1986    84044    119966 |   1.427
1987   186764    168156 |   0.900
1988   200793    219351 |   1.092
1989    99586     86504 |   0.869
1990    36643     37328 |   1.019
1991    36330     24163 |   0.665
1992    22403     31441 |   1.403
1993    27647     35144 |   1.271
1994    32655     26086 |   0.799
1995    31636     27960 |   0.884
1996    56347     65145 |   1.156
1997    35564     33198 |   0.933
1998    27089     21903 |   0.809
1999    27736     29190 |   1.052
2000    21003     21074 |   1.003
2001    53469     47785 |   0.894
2002    84913     83497 |   0.983
2003    62925     69598 |   1.106

TERMINAL RUN CALIBRATION FOR LRW
----------------------------------------------
COMPARISON FOR ADULTS ONLY

       Calib   0308B    |0308B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979    32700     29663 |   0.907
1980    38800     33752 |   0.870
1981    25000     30074 |   1.203
1982    13100     16005 |   1.222
1983    16800     16615 |   0.989
1984    13300     11653 |   0.876
1985    13200     14293 |   1.083
1986    24400     20288 |   0.831
1987    37900     39687 |   1.047
1988    41800     35167 |   0.841
1989    38700     46711 |   1.207
1990    20300     21864 |   1.077
1991    19800     16633 |   0.840
1992    12500     11415 |   0.913
1993    13400     13650 |   1.019
1994    12100     11569 |   0.956
1995    16000     20216 |   1.263
1996    14600     13543 |   0.928
1997    12300     13607 |   1.106
1998     7200      6919 |   0.961
1999     3400      4680 |   1.376
2000    10200      8628 |   0.846
2001    15700     16767 |   1.068
2002    24900     23494 |   0.944
2003    24600     25820 |   1.050

TERMINAL RUN CALIBRATION FOR WSH
----------------------------------------------
COMPARISON FOR ADULTS ONLY

       Calib   0308B    |0308B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979    48626     46207 |   0.950
1980    43067     56736 |   1.317
1981    57227     54285 |   0.949
1982    77079     73568 |   0.954
1983    61220     54289 |   0.887
1984    85636     86661 |   1.012
1985    68342     71301 |   1.043
1986    71586     65170 |   0.910
1987    94853     97491 |   1.028
1988   119019    122609 |   1.030
1989   112549    115122 |   1.023
1990   131339    109761 |   0.836
1991   109454    138040 |   1.261
1992    82824     76388 |   0.922
1993    68318     64816 |   0.949
1994    52604     51448 |   0.978
1995    43364     49702 |   1.146
1996    37335     29796 |   0.798
1997    39582     42585 |   1.076
1998    47282     54706 |   1.157
1999    55801     46440 |   0.832
2000    57592     62135 |   1.079
2001    82017     73762 |   0.899
2002   127200    134854 |   1.060
2003   112521    108530 |   0.965

TERMINAL RUN CALIBRATION FOR CWS
----------------------------------------------
COMPARISON FOR ADULTS ONLY

       Calib   0308B    |0308B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979    19810     23018 |   1.162
1980    28491     27550 |   0.967
1981    34150     35374 |   1.036
1982    31646     27895 |   0.881
1983    29876     27758 |   0.929
1984    29515     27421 |   0.929
1985    14365     18091 |   1.259
1986    16661     19644 |   1.179
1987    36951     35054 |   0.949
1988    24892     30137 |   1.211
1989    22329     20902 |   0.936
1990    18841     17783 |   0.944
1991    19892     16695 |   0.839
1992    18339     20638 |   1.125
1993    18908     16892 |   0.893
1994     7421      9943 |   1.340
1995     6658      4202 |   0.631
1996     4150      4774 |   1.150
1997     4641      4334 |   0.934
1998     3064      3876 |   1.265
1999     4801      4138 |   0.862
2000     5598      6214 |   1.110
2001     5508      5080 |   0.922
2002     9910     11153 |   1.125
2003    11700      9550 |   0.816

TERMINAL RUN CALIBRATION FOR WCN
----------------------------------------------
COMPARISON FOR ADULTS ONLY

       Calib   0308B    |0308B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979    25800     30975 |   1.201
1980    39900     33723 |   0.845
1981    32502     33613 |   1.034
1982    36251     32681 |   0.902
1983    22530     31534 |   1.400
1984    42047     34617 |   0.823
1985    33140     40340 |   1.217
1986    51719     52332 |   1.012
1987    71455     65076 |   0.911
1988    79739     78851 |   0.989
1989    92938     80499 |   0.866
1990    75332     73099 |   0.970
1991    49354     59992 |   1.216
1992    51524     53087 |   1.030
1993    48508     48627 |   1.002
1994    47364     45203 |   0.954
1995    45669     46533 |   1.019
1996    53030     50914 |   0.960
1997    44228     43175 |   0.976
1998    36718     35666 |   0.971
1999    24785     30107 |   1.215
2000    27615     28049 |   1.016
2001    27978     30711 |   1.098
2002    33489     34197 |   1.021
2003        0     32785 | - NA - 

TERMINAL RUN CALIBRATION FOR MCB
----------------------------------------------
COMPARISON FOR ADULTS ONLY

       Calib   0308B    |0308B   
Year   Specs    TRM Run | Compare
==== ========  ======== |========
1979        0       137 | - NA - 
1980        0      2097 | - NA - 
1981     4500      5506 |   1.224
1982     8800      9182 |   1.043
1983    14500     12791 |   0.882
1984    11700     11063 |   0.946
1985     5700      8429 |   1.479
1986    17300     20655 |   1.194
1987    57000     56786 |   0.996
1988    77900     93128 |   1.195
1989    93200     81471 |   0.874
1990    58900     52301 |   0.888
1991    35400     33640 |   0.950
1992    31200     29485 |   0.945
1993    27500     33176 |   1.206
1994    33800     33260 |   0.984
1995    34200     31391 |   0.918
1996    59600     45889 |   0.770
1997    58800     60068 |   1.022
1998    36800     45977 |   1.249
1999    35300     36283 |   1.028
2000    36900     38752 |   1.050
2001    76600     59915 |   0.782
2002   108300    103054 |   0.952
2003   104800    126698 |   1.209


ESCAPEMENT COMPARISONS
**********************
OPTION FILE   DESCRIPTION
===========   ==============================================
0308B.OP7     Stage 2 calibration 0308B




ESCAPEMENT CALIBRATION FOR AKS
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0308B    |0308B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979     5972      9091 |   1.522
1980     8919      9097 |   1.020
1981     7858     11723 |   1.492
1982    13060      9657 |   0.739
1983    13369     14281 |   1.068
1984    17760     17452 |   0.983
1985    16501     20959 |   1.270
1986    28791     21586 |   0.750
1987    25459     20474 |   0.804
1988    17207     22864 |   1.329
1989    15087     14419 |   0.956
1990    10319     10060 |   0.975
1991     8427      9526 |   1.130
1992     8977      8001 |   0.891
1993    10949     11052 |   1.009
1994    10027     10056 |   1.003
1995     8769      8787 |   1.002
1996     9416      8131 |   0.864
1997     7070      7577 |   1.072
1998     9606      7479 |   0.779
1999    12654     16034 |   1.267
2000    15909     16904 |   1.063
2001    21226     19168 |   0.903
2002    19473     18425 |   0.946
2003        0     22316 | - NA - 

ESCAPEMENT CALIBRATION FOR FRL
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0308B    |0308B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979   126879    134539 |   1.060
1980   126457    107106 |   0.847
1981   106664     94676 |   0.888
1982   116429    112991 |   0.970
1983   100829    113483 |   1.125
1984   121041     99919 |   0.825
1985   176444    160718 |   0.911
1986   167064    190319 |   1.139
1987    96309    110722 |   1.150
1988    49828     61019 |   1.225
1989    78018     74803 |   0.959
1990   179170    189509 |   1.058
1991   100064    101434 |   1.014
1992   168635    175375 |   1.040
1993   139180    126274 |   0.907
1994   106061    107004 |   1.009
1995    60441     71643 |   1.185
1996    62189     54306 |   0.873
1997   153326    112398 |   0.733
1998   269647    300447 |   1.114
1999   184099    180574 |   0.981
2000   120744    146400 |   1.212
2001   141196    147190 |   1.042
2002   165245    131157 |   0.794
2003   114780    127144 |   1.108

ESCAPEMENT CALIBRATION FOR GSQ
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0308B    |0308B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979    13916     12086 |   0.868
1980     7476     10658 |   1.426
1981    10965     12528 |   1.143
1982    13851     10393 |   0.750
1983    13684     11869 |   0.867
1984     9009     10008 |   1.111
1985    10428     12365 |   1.186
1986    25778     23236 |   0.901
1987    27800     20499 |   0.737
1988    16140     21324 |   1.321
1989    21650     21875 |   1.010
1990    17680     14403 |   0.815
1991    13291     18224 |   1.371
1992    16917     12948 |   0.765
1993     4170      8839 |   2.120
1994     3770      5252 |   1.393
1995     9400      8542 |   0.909
1996     7500      9072 |   1.210
1997    10210     10437 |   1.022
1998    14450     13318 |   0.922
1999    16142     16622 |   1.030
2000    22523     23981 |   1.065
2001    35620     30967 |   0.869
2002    29986     32895 |   1.097
2003        0     36882 | - NA - 

ESCAPEMENT CALIBRATION FOR GST
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0308B    |0308B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979    11210     10922 |   0.974
1980    10519     12241 |   1.164
1981     7607      8450 |   1.111
1982     6657      5687 |   0.854
1983     6861      5849 |   0.852
1984     8861      6989 |   0.789
1985     5242      6691 |   1.276
1986     3776      5091 |   1.348
1987     3781      5291 |   1.399
1988     7930      6106 |   0.770
1989     8077      7133 |   0.883
1990     7627      9075 |   1.190
1991     8510      9991 |   1.174
1992    12076     10748 |   0.890
1993     9077      6770 |   0.746
1994     7964      8362 |   1.050
1995    19047     16774 |   0.881
1996    17103     16193 |   0.947
1997    11892     12012 |   1.010
1998     9319     11197 |   1.202
1999     9233      8430 |   0.913
2000     8119      9389 |   1.156
2001     8836      8400 |   0.951
2002     8188      9713 |   1.186
2003        0      8088 | - NA - 

ESCAPEMENT CALIBRATION FOR NKS
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0308B    |0308B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979        0     71131 | - NA - 
1980     1821      1760 |   0.967
1981     1549      1335 |   0.862
1982      479       737 |   1.539
1983      510       584 |   1.145
1984      689       700 |   1.016
1985      946       817 |   0.864
1986      679       729 |   1.074
1987      638       644 |   1.009
1988        0       646 | - NA - 
1989        0       719 | - NA - 
1990        0       808 | - NA - 
1991        0       683 | - NA - 
1992        0       645 | - NA - 
1993        0       621 | - NA - 
1994        0       782 | - NA - 
1995        0       849 | - NA - 
1996        0       749 | - NA - 
1997        0       827 | - NA - 
1998        0      1128 | - NA - 
1999        0      1231 | - NA - 
2000        0      1305 | - NA - 
2001        0       967 | - NA - 
2002        0      1026 | - NA - 
2003        0      1301 | - NA - 

ESCAPEMENT CALIBRATION FOR STL
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0308B    |0308B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979     1042       977 |   0.938
1980      821       832 |   1.013
1981      630       713 |   1.132
1982      773       628 |   0.812
1983      387       523 |   1.351
1984      374       635 |   1.698
1985     1409      1104 |   0.784
1986     1277      1271 |   0.995
1987     1321      1192 |   0.902
1988      717       905 |   1.262
1989      811       818 |   1.009
1990      842      1044 |   1.240
1991     1632      1205 |   0.738
1992      780      1027 |   1.317
1993      928       903 |   0.973
1994      954       918 |   0.962
1995      822      1029 |   1.252
1996     1384      1159 |   0.837
1997     1156      1238 |   1.071
1998     1544      1381 |   0.894
1999     1098      1275 |   1.161
2000     1457      1354 |   0.929
2001     1360      1455 |   1.070
2002     1588      1711 |   1.077
2003     2050      1860 |   0.907

ESCAPEMENT CALIBRATION FOR SUM
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0308B    |0308B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979    23261     23262 |   1.000
1980    21328     20028 |   0.939
1981    15504     16210 |   1.046
1982    13019     12683 |   0.974
1983    11239     13470 |   1.199
1984    15405     13613 |   0.884
1985    17373     16369 |   0.942
1986    16189     19297 |   1.192
1987    21568     18988 |   0.880
1988    18662     19360 |   1.037
1989    22578     20408 |   0.904
1990    17241     20381 |   1.182
1991    12913      9095 |   0.704
1992     9852     15187 |   1.542
1993    14275      9648 |   0.676
1994    14474     15636 |   1.080
1995    11909     12429 |   1.044
1996    10763     12108 |   1.125
1997    12741     11188 |   0.878
1998    13255     14918 |   1.125
1999    20318     20263 |   0.997
2000    23002     28237 |   1.228
2001    54521     64784 |   1.188
2002   129000    103249 |   0.800
2003    87600     97280 |   1.111

ESCAPEMENT CALIBRATION FOR ORC
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0308B    |0308B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979    56400     77071 |   1.367
1980    57148     60885 |   1.065
1981    54482     52489 |   0.963
1982    59480     47768 |   0.803
1983    40116     42212 |   1.052
1984    80215     84753 |   1.057
1985    94881     67762 |   0.714
1986   101373     89353 |   0.881
1987    89041    123271 |   1.384
1988   147540    133411 |   0.904
1989    88592     71406 |   0.806
1990    68032     79390 |   1.167
1991    74954     80114 |   1.069
1992    88747     86980 |   0.980
1993    44134     57080 |   1.293
1994    86139     92859 |   1.078
1995    81195     95508 |   1.176
1996    92624     66838 |   0.722
1997    58542     66529 |   1.136
1998    65086     61661 |   0.947
1999    66039     59494 |   0.901
2000    52889     62270 |   1.177
2001   100886     98912 |   0.980
2002   149649    124429 |   0.831
2003    85483    101310 |   1.185

ESCAPEMENT CALIBRATION FOR LYF
----------------------------------------------

ADULT COMPARISON ONLY
       Calib   0308B    |0308B   
Year   Specs    Adlt Es | Compare
==== ========  ======== |========
1979      500       513 |   1.026
1980      450       487 |   1.082
1981      340       303 |   0.891
1982      720       504 |   0.700
1983      428       606 |   1.416
1984      324       378 |   1.167
1985      438       527 |   1.203
1986      449       317 |   0.706
1987      253       338 |   1.336
1988      368       266 |   0.723
1989      295       275 |   0.932
1990       78       220 |   2.821
1991      318       230 |   0.723
1992      549       546 |   0.995
1993      742       587 |   0.791
1994      406       493 |   1.214
1995      350       405 |   1.157
1996      639       550 |   0.861
1997      797       647 |   0.812
1998      306       699 |   2.284
1999      905      1091 |   1.206
2000     2999      2243 |   0.748
2001     2652      2362 |   0.891
2002     2185      2602 |   1.191
2003     2185      2493 |   1.141


MATURATION RATE COMPARISONS
***************************
OPTION FILE   DESCRIPTION
===========   ==============================================
0308B.OP7     Stage 2 calibration 0308B




MATURATION RATE COMPARISON FOR STOCK      AKS
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.121194  0.648661


MATURATION RATE COMPARISON FOR STOCK      NTH
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.144717  0.690050


MATURATION RATE COMPARISON FOR STOCK      FRE
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.144643  0.685963


MATURATION RATE COMPARISON FOR STOCK      FRL
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.057327  0.708704


MATURATION RATE COMPARISON FOR STOCK      RBH
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.320424  0.728979


MATURATION RATE COMPARISON FOR STOCK      RBT
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.320424  0.728979


MATURATION RATE COMPARISON FOR STOCK      GSQ
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.009538  0.245884


MATURATION RATE COMPARISON FOR STOCK      GST
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.225119  0.920816


MATURATION RATE COMPARISON FOR STOCK      GSH
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.225119  0.920816


MATURATION RATE COMPARISON FOR STOCK      NKF
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.139901  0.868322


MATURATION RATE COMPARISON FOR STOCK      PSF
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.135786  0.808293


MATURATION RATE COMPARISON FOR STOCK      PSN
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.142677  0.807476


MATURATION RATE COMPARISON FOR STOCK      PSY
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.130783  0.649529


MATURATION RATE COMPARISON FOR STOCK      NKS
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.367081  0.905138


MATURATION RATE COMPARISON FOR STOCK      SKG
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.191148  0.808502


MATURATION RATE COMPARISON FOR STOCK      STL
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.219126  0.889392


MATURATION RATE COMPARISON FOR STOCK      SNO
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.147384  0.738822


MATURATION RATE COMPARISON FOR STOCK      WCH
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.192404  0.590330


MATURATION RATE COMPARISON FOR STOCK      URB
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.109854  0.542239


MATURATION RATE COMPARISON FOR STOCK      SPR
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.600385  0.953023


MATURATION RATE COMPARISON FOR STOCK      BON
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.390027  0.987760


MATURATION RATE COMPARISON FOR STOCK      CWF
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.126515  0.815950


MATURATION RATE COMPARISON FOR STOCK      LRW
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.109446  0.658865


MATURATION RATE COMPARISON FOR STOCK      WSH
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.511695  0.933249


MATURATION RATE COMPARISON FOR STOCK      CWS
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.658547  0.990353


MATURATION RATE COMPARISON FOR STOCK      SUM
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.023920  0.496548


MATURATION RATE COMPARISON FOR STOCK      ORC
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.169297  0.480442


MATURATION RATE COMPARISON FOR STOCK      WCN
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.213325  0.539080


MATURATION RATE COMPARISON FOR STOCK      LYF
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.204506  0.649961


MATURATION RATE COMPARISON FOR STOCK      MCB
--------------------------------------------------------
Calibration      Age 3     Age 4
---------------------------------
0308B.OP7   0.109854  0.542239



Stock EV COMPARISONS
********************
OPTION FILE   DESCRIPTION
===========   ==============================================
0308B.OP7     Stage 2 calibration 0308B




EV SCALAR COMPARISONS FOR STOCK           AKS
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   1.2865 |
1980   2.5063 |
1981   2.6488 |
1982   3.2620 |
1983   3.2299 |
1984   3.0532 |
1985   2.8108 |
1986   1.9530 |
1987   2.8673 |
1988   2.6078 |
1989   3.3125 |
1990   1.3301 |
1991   1.1868 |
1992   1.2710 |
1993   0.8428 |
1994   1.4959 |
1995   1.4163 |
1996   1.8871 |
1997   2.7816 |
1998   1.3505 |
1999   3.5199 |
2000   2.1911 |
2001   2.1911 |
2002   2.1911 |
2003   2.1911 |

EV SCALAR COMPARISONS FOR STOCK           NTH
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   1.0327 |
1980   1.0395 |
1981   1.2127 |
1982   1.2608 |
1983   1.1800 |
1984   1.1848 |
1985   1.1404 |
1986   1.0449 |
1987   1.0257 |
1988   1.1049 |
1989   1.0627 |
1990   0.8775 |
1991   0.7828 |
1992   1.0294 |
1993   0.8842 |
1994   0.7780 |
1995   0.9307 |
1996   1.0692 |
1997   1.1352 |
1998   0.9037 |
1999   0.8466 |
2000   0.9771 |
2001   0.9771 |
2002   0.9771 |
2003   0.9771 |

EV SCALAR COMPARISONS FOR STOCK           FRE
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   0.8826 |
1980   1.1358 |
1981   1.5318 |
1982   1.6068 |
1983   1.0845 |
1984   0.9576 |
1985   0.8556 |
1986   0.8035 |
1987   0.7321 |
1988   0.6287 |
1989   0.8047 |
1990   0.8125 |
1991   0.8349 |
1992   0.9377 |
1993   1.1808 |
1994   0.9284 |
1995   0.6396 |
1996   0.6373 |
1997   0.9123 |
1998   1.1256 |
1999   1.2731 |
2000   0.9176 |
2001   0.9176 |
2002   0.9176 |
2003   0.9176 |

EV SCALAR COMPARISONS FOR STOCK           FRL
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   5.2452 |
1980   3.9940 |
1981   5.6356 |
1982   6.1986 |
1983   2.3827 |
1984   1.6739 |
1985   0.9294 |
1986   7.8202 |
1987   1.5922 |
1988   4.5155 |
1989   3.1230 |
1990   4.3703 |
1991   0.4534 |
1992   1.5069 |
1993   1.4267 |
1994   4.3220 |
1995   0.8662 |
1996   3.0760 |
1997   1.3233 |
1998   5.1158 |
1999   1.9900 |
2000   3.9274 |
2001   3.0865 |
2002   3.0865 |
2003   3.0865 |

EV SCALAR COMPARISONS FOR STOCK           RBH
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   1.2159 |
1980   0.9199 |
1981   0.5290 |
1982   0.5114 |
1983   0.1148 |
1984   0.8927 |
1985   0.8283 |
1986   1.5905 |
1987   1.7742 |
1988   1.4897 |
1989   1.7235 |
1990   1.2072 |
1991   0.1262 |
1992   0.0556 |
1993   0.5209 |
1994   0.8870 |
1995   0.1905 |
1996   0.1084 |
1997   0.0805 |
1998   0.4905 |
1999   0.4284 |
2000   0.2980 |
2001   0.2811 |
2002   0.2811 |
2003   0.2811 |

EV SCALAR COMPARISONS FOR STOCK           RBT
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   1.2159 |
1980   0.9199 |
1981   0.5290 |
1982   0.5114 |
1983   0.1148 |
1984   0.8927 |
1985   0.8283 |
1986   1.5905 |
1987   1.7742 |
1988   1.4897 |
1989   1.7235 |
1990   1.2072 |
1991   0.1262 |
1992   0.0556 |
1993   0.5209 |
1994   0.8870 |
1995   0.1905 |
1996   0.1084 |
1997   0.0805 |
1998   0.4905 |
1999   0.4284 |
2000   0.2980 |
2001   0.2811 |
2002   0.2811 |
2003   0.2811 |

EV SCALAR COMPARISONS FOR STOCK           GSQ
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   0.9062 |
1980   1.0863 |
1981   1.9545 |
1982   2.3096 |
1983   0.9402 |
1984   2.2679 |
1985   0.5631 |
1986   1.1790 |
1987   0.6963 |
1988   0.7520 |
1989   0.1874 |
1990   0.4311 |
1991   0.3355 |
1992   0.4025 |
1993   0.6717 |
1994   0.9515 |
1995   0.8450 |
1996   1.1856 |
1997   1.2361 |
1998   1.1820 |
1999   2.1820 |
2000   1.3261 |
2001   1.3261 |
2002   1.3261 |
2003   1.3261 |

EV SCALAR COMPARISONS FOR STOCK           GST
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   1.5092 |
1980   0.8055 |
1981   1.6793 |
1982   0.9859 |
1983   0.6394 |
1984   0.8606 |
1985   0.5904 |
1986   1.3409 |
1987   0.7292 |
1988   1.4407 |
1989   0.8094 |
1990   0.6494 |
1991   0.6623 |
1992   1.3254 |
1993   0.7819 |
1994   0.5401 |
1995   0.2340 |
1996   0.2986 |
1997   0.2544 |
1998   0.2907 |
1999   0.4748 |
2000   0.3105 |
2001   0.3105 |
2002   0.3105 |
2003   0.3105 |

EV SCALAR COMPARISONS FOR STOCK           GSH
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   1.2806 |
1980   0.6017 |
1981   1.7221 |
1982   1.6338 |
1983   0.6818 |
1984   0.3619 |
1985   0.2766 |
1986   0.5316 |
1987   0.4021 |
1988   0.7600 |
1989   0.3663 |
1990   0.4317 |
1991   0.3010 |
1992   0.4866 |
1993   0.4582 |
1994   0.5200 |
1995   0.3408 |
1996   0.4440 |
1997   0.3516 |
1998   0.4487 |
1999   0.5291 |
2000   0.4228 |
2001   0.4228 |
2002   0.4228 |
2003   0.4228 |

