

CATCH COMPARISONS
******************
OPTION FILE   DESCRIPTION
===========   ==============================================
0308B.OP7     Stage 2 calibration 0308B




CEILINGS SPECIFIED FOR Alaska T
Catch level comparison

      Actual   0308B    |0308B   
Year   Catch    MDL Cat | Compare
==== ========  ======== |========
EV SCALAR COMPARISONS FOR STOCK           NKF
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   2.2276 |
1980   2.9666 |
1981   2.8790 |
1982   1.9579 |
1983   1.2072 |
1984   1.3586 |
1985   1.8504 |
1986   1.6155 |
1987   1.2905 |
1988   1.0006 |
1989   0.7228 |
1990   0.6709 |
1991   0.3748 |
1992   0.7078 |
1993   0.4250 |
1994   0.4495 |
1995   0.5379 |
1996   0.6012 |
1997   0.6311 |
1998   0.8915 |
1999   1.0633 |
2000   1.1465 |
2001   0.8667 |
2002   0.8667 |
2003   0.8667 |

EV SCALAR COMPARISONS FOR STOCK           PSF
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   0.5915 |
1980   0.6753 |
1981   0.5479 |
1982   0.5661 |
1983   0.6528 |
1984   0.6091 |
1985   0.7008 |
1986   0.6153 |
1987   0.3664 |
1988   0.2527 |
1989   0.2149 |
1990   0.3120 |
1991   0.5227 |
1992   0.5837 |
1993   0.4962 |
1994   0.2883 |
1995   0.3148 |
1996   0.3431 |
1997   0.3615 |
1998   0.3647 |
1999   0.5128 |
2000   0.6732 |
2001   0.4511 |
2002   0.4511 |
2003   0.4511 |

EV SCALAR COMPARISONS FOR STOCK           PSN
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   1.0210 |
1980   1.1226 |
1981   1.2247 |
1982   1.1800 |
1983   1.6638 |
1984   1.6866 |
1985   1.7321 |
1986   1.9091 |
1987   1.3859 |
1988   0.9646 |
1989   0.8017 |
1990   0.8461 |
1991   0.9349 |
1992   0.8880 |
1993   0.6789 |
1994   0.5714 |
1995   0.5833 |
1996   0.4723 |
1997   0.4036 |
1998   0.4851 |
1999   0.6391 |
2000   0.8154 |
2001   0.5631 |
2002   0.5631 |
2003   0.5631 |

EV SCALAR COMPARISONS FOR STOCK           PSY
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   0.5915 |
1980   0.6753 |
1981   0.5479 |
1982   0.5661 |
1983   0.6528 |
1984   0.6091 |
1985   0.7008 |
1986   0.6153 |
1987   0.3664 |
1988   0.2527 |
1989   0.2149 |
1990   0.3120 |
1991   0.5227 |
1992   0.5837 |
1993   0.4962 |
1994   0.2883 |
1995   0.3148 |
1996   0.3431 |
1997   0.3615 |
1998   0.3647 |
1999   0.5128 |
2000   0.6732 |
2001   0.4511 |
2002   0.4511 |
2003   0.4511 |

EV SCALAR COMPARISONS FOR STOCK           NKS
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   0.4879 |
1980   0.2290 |
1981   0.3795 |
1982   0.2868 |
1983   0.3603 |
1984   0.4288 |
1985   0.3369 |
1986   0.3369 |
1987   0.3369 |
1988   0.3369 |
1989   0.3369 |
1990   0.3369 |
1991   0.3369 |
1992   0.3369 |
1993   0.3369 |
1994   0.3369 |
1995   0.3369 |
1996   0.3369 |
1997   0.3369 |
1998   0.3369 |
1999   0.3369 |
2000   0.3369 |
2001   0.3369 |
2002   0.3369 |
2003   0.3369 |

EV SCALAR COMPARISONS FOR STOCK           SKG
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   1.3569 |
1980   0.9801 |
1981   2.7369 |
1982   1.5778 |
1983   0.7398 |
1984   1.2780 |
1985   0.9203 |
1986   1.2920 |
1987   0.5988 |
1988   0.6074 |
1989   0.4412 |
1990   0.4535 |
1991   0.7347 |
1992   0.5016 |
1993   0.7931 |
1994   0.8033 |
1995   0.2092 |
1996   0.9825 |
1997   0.6909 |
1998   0.9055 |
1999   0.6881 |
2000   0.6953 |
2001   0.6953 |
2002   0.6953 |
2003   0.6953 |

EV SCALAR COMPARISONS FOR STOCK           STL
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   0.5902 |
1980   0.5749 |
1981   1.3377 |
1982   1.6190 |
1983   1.7768 |
1984   1.0534 |
1985   0.5771 |
1986   0.5612 |
1987   0.9509 |
1988   0.9159 |
1989   0.8448 |
1990   0.7221 |
1991   0.5851 |
1992   0.8268 |
1993   0.7919 |
1994   0.7865 |
1995   0.6538 |
1996   0.6036 |
1997   0.6160 |
1998   0.7856 |
1999   1.0144 |
2000   1.1763 |
2001   0.8392 |
2002   0.8392 |
2003   0.8392 |

EV SCALAR COMPARISONS FOR STOCK           SNO
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   0.8752 |
1980   0.7361 |
1981   0.7246 |
1982   0.6584 |
1983   0.5990 |
1984   0.5605 |
1985   0.4786 |
1986   0.4933 |
1987   0.3760 |
1988   0.3337 |
1989   0.4071 |
1990   0.3940 |
1991   0.3057 |
1992   0.3116 |
1993   0.2978 |
1994   0.3352 |
1995   0.2801 |
1996   0.2872 |
1997   0.2982 |
1998   0.3554 |
1999   0.3166 |
2000   0.3406 |
2001   0.3196 |
2002   0.3196 |
2003   0.3196 |

EV SCALAR COMPARISONS FOR STOCK           WCH
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   0.8147 |
1980   0.9111 |
1981   1.0192 |
1982   1.2062 |
1983   2.4293 |
1984   1.3318 |
1985   1.7538 |
1986   1.7365 |
1987   0.7300 |
1988   0.5852 |
1989   0.6588 |
1990   0.8204 |
1991   0.6295 |
1992   0.4355 |
1993   0.3424 |
1994   0.2604 |
1995   0.2480 |
1996   0.3622 |
1997   0.2417 |
1998   0.2785 |
1999   0.2996 |
2000   0.3312 |
2001   0.3026 |
2002   0.3026 |
2003   0.3026 |

EV SCALAR COMPARISONS FOR STOCK           URB
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   1.9507 |
1980   4.2034 |
1981   4.8567 |
1982   7.1409 |
1983   8.8943 |
1984   7.8347 |
1985   3.1429 |
1986   3.0878 |
1987   1.0680 |
1988   1.3325 |
1989   2.6343 |
1990   2.4685 |
1991   0.8833 |
1992   1.6880 |
1993   3.1460 |
1994   0.8800 |
1995   3.2282 |
1996   1.6418 |
1997   2.5136 |
1998   4.9814 |
1999   3.8964 |
2000   2.2600 |
2001   3.0586 |
2002   3.0586 |
2003   3.0586 |

EV SCALAR COMPARISONS FOR STOCK           SPR
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   1.3776 |
1980   0.2866 |
1981   0.4608 |
1982   0.2937 |
1983   0.1882 |
1984   0.1372 |
1985   0.3822 |
1986   0.7710 |
1987   0.5776 |
1988   1.3013 |
1989   0.5290 |
1990   0.1875 |
1991   0.1091 |
1992   0.2163 |
1993   0.2603 |
1994   0.1259 |
1995   0.1437 |
1996   0.3425 |
1997   0.1202 |
1998   1.7533 |
1999   1.2204 |
2000   0.9361 |
2001   0.8745 |
2002   0.8745 |
2003   0.8745 |

EV SCALAR COMPARISONS FOR STOCK           BON
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   0.3169 |
1980   0.2716 |
1981   0.2226 |
1982   0.2351 |
1983   0.3884 |
1984   0.9563 |
1985   0.1783 |
1986   0.1284 |
1987   0.0692 |
1988   0.1462 |
1989   0.2021 |
1990   0.1653 |
1991   0.0620 |
1992   0.0366 |
1993   0.0825 |
1994   0.0805 |
1995   0.0746 |
1996   0.0401 |
1997   0.0752 |
1998   0.4198 |
1999   0.5267 |
2000   0.1278 |
2001   0.2379 |
2002   0.2379 |
2003   0.2379 |

EV SCALAR COMPARISONS FOR STOCK           CWF
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   3.1484 |
1980   2.2802 |
1981   2.2656 |
1982  11.5061 |
1983   7.9039 |
1984  37.2826 |
1985   4.2865 |
1986   1.8947 |
1987   1.2016 |
1988   1.3262 |
1989   1.2569 |
1990   0.9264 |
1991   0.9575 |
1992   2.0223 |
1993   6.2176 |
1994   1.3323 |
1995   1.1548 |
1996   1.1158 |
1997   0.9810 |
1998   4.1688 |
1999   4.7242 |
2000   1.8519 |
2001   2.5683 |
2002   2.5683 |
2003   2.5683 |

EV SCALAR COMPARISONS FOR STOCK           LRW
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   3.6729 |
1980   3.4905 |
1981   2.2442 |
1982   1.7436 |
1983   3.1412 |
1984   4.0731 |
1985   1.9685 |
1986   1.6517 |
1987   2.1918 |
1988   3.3693 |
1989   1.9217 |
1990   2.1367 |
1991   0.9112 |
1992   0.9338 |
1993   0.8867 |
1994   0.1910 |
1995   0.2147 |
1996   0.6848 |
1997   1.1426 |
1998   1.7128 |
1999   1.9007 |
2000   1.3104 |
2001   1.3503 |
2002   1.3503 |
2003   1.3503 |

EV SCALAR COMPARISONS FOR STOCK           WSH
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   1.1945 |
1980  11.9431 |
1981  11.4714 |
1982   8.5084 |
1983  11.3691 |
1984  14.9755 |
1985  18.0110 |
1986  15.2248 |
1987  19.1617 |
1988  13.6510 |
1989   9.1025 |
1990   7.2225 |
1991   7.2713 |
1992   4.7411 |
1993   4.1296 |
1994   5.9801 |
1995   5.7978 |
1996   6.3390 |
1997   8.1840 |
1998   8.7023 |
1999  22.6540 |
2000   4.7033 |
2001  10.1165 |
2002  10.1165 |
2003  10.1165 |

EV SCALAR COMPARISONS FOR STOCK           CWS
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   0.6400 |
1980   1.8918 |
1981   1.5708 |
1982   0.8343 |
1983   1.2438 |
1984   2.2725 |
1985   1.6545 |
1986   1.2405 |
1987  47.1241 |
1988   1.0749 |
1989   1.4312 |
1990   1.9597 |
1991  17.1591 |
1992   7.5132 |
1993   0.2637 |
1994  11.6867 |
1995   0.4961 |
1996   0.4399 |
1997   0.3478 |
1998   0.2082 |
1999   0.7529 |
2000   0.6094 |
2001   0.4716 |
2002   0.4716 |
2003   0.4716 |

EV SCALAR COMPARISONS FOR STOCK           SUM
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   0.6538 |
1980   0.7584 |
1981   0.5921 |
1982   0.7137 |
1983   0.8666 |
1984   0.8421 |
1985   0.6708 |
1986   0.6771 |
1987   0.5062 |
1988   0.4458 |
1989   0.5376 |
1990   0.3655 |
1991   0.4124 |
1992   0.3198 |
1993   0.5147 |
1994   0.4013 |
1995   0.5585 |
1996   0.9621 |
1997   1.8622 |
1998   2.4700 |
1999   2.3825 |
2000   2.7363 |
2001   2.0826 |
2002   2.0826 |
2003   2.0826 |

EV SCALAR COMPARISONS FOR STOCK           ORC
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   1.2387 |
1980   1.3899 |
1981   1.2997 |
1982   1.7352 |
1983   1.8686 |
1984   1.4813 |
1985   0.9501 |
1986   0.9938 |
1987   1.0243 |
1988   0.6982 |
1989   0.9793 |
1990   1.0508 |
1991   0.6003 |
1992   0.6405 |
1993   0.7669 |
1994   0.5912 |
1995   0.5584 |
1996   0.4315 |
1997   1.2232 |
1998   1.2811 |
1999   1.1174 |
2000   0.7261 |
2001   0.9559 |
2002   0.9559 |
2003   0.9559 |

EV SCALAR COMPARISONS FOR STOCK           WCN
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   0.9536 |
1980   0.9510 |
1981   1.1564 |
1982   1.2759 |
1983   1.7920 |
1984   1.5979 |
1985   1.8763 |
1986   1.5325 |
1987   1.2298 |
1988   1.1031 |
1989   1.0490 |
1990   0.9952 |
1991   0.8919 |
1992   0.8608 |
1993   0.9614 |
1994   0.7110 |
1995   0.5312 |
1996   0.4095 |
1997   0.4818 |
1998   0.5718 |
1999   0.7651 |
2000   0.5519 |
2001   0.5519 |
2002   0.5519 |
2003   0.5519 |

EV SCALAR COMPARISONS FOR STOCK           LYF
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979   1.9524 |
1980   1.2432 |
1981   1.7960 |
1982   1.3670 |
1983   1.7506 |
1984   2.4460 |
1985   1.7029 |
1986   1.8073 |
1987   1.5597 |
1988   2.9938 |
1989   3.0040 |
1990   2.9510 |
1991   2.0254 |
1992   1.0461 |
1993   1.2330 |
1994   1.2794 |
1995   2.2164 |
1996   3.6746 |
1997   4.4616 |
1998   4.3472 |
1999   3.0889 |
2000   2.1656 |
2001   3.5476 |
2002   3.5476 |
2003   3.5476 |

EV SCALAR COMPARISONS FOR STOCK           MCB
-------------------------------------------------
Comparisons in relation to EVs generated by 1st OP6 file

     0308B    |
Year  EV Sclr |
====  ========|
1979  26.0191 |
1980   1.1105 |
1981   0.1354 |
1982   0.2897 |
1983   0.6161 |
1984   1.4881 |
1985   1.1857 |
1986   0.4999 |
1987   0.0825 |
1988   0.1145 |
1989   0.1074 |
1990   0.1203 |
1991   0.0855 |
1992   0.1767 |
1993   0.3159 |
1994   0.0881 |
1995   0.1733 |
1996   0.1094 |
1997   0.2442 |
1998   0.5014 |
1999   0.6096 |
2000   0.4587 |
2001   0.3847 |
2002   0.3847 |
2003   0.3847 |

AGE-SPECIFIC COMPARISONS FOR 0308BCLB.DAT
Stage 2 calibration 0308B
***************************************


ESCAPEMENT CALIBRATION FOR AKS
0308B.OP7     Stage 2 calibration 0308B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none      1075     2288     2609     5972     -NA-    1.846    1.966    1.000    0.522    1.522
1980    none      1990     3325     3604     8919     -NA-    1.668    1.318    0.387    0.516    1.020
1981    none      1505     3041     3312     7858     -NA-    2.071    2.388    0.406    0.992    1.492
1982    none      1598     3928     7534    13060     -NA-    1.145    1.487    0.263    0.589    0.739
1983    none      2335     5215     5819    13369     -NA-    2.125    1.347    0.394    0.596    1.068
1984    none      2555     8508     6697    17760     -NA-    1.916    0.929    0.695    0.281    0.983
1985    none      3895     8031     4575    16501     -NA-    1.556    1.537    0.558    0.515    1.270
1986    none      6840    12762     9189    28791     -NA-    0.651    1.144    0.276    0.378    0.750
1987    none      6740     9421     9298    25459     -NA-    0.459    1.283    0.570    0.405    0.804
1988    none      3444     5927     7836    17207     -NA-    0.663    2.197    0.964    0.496    1.329
1989    none      1800     5350     7937    15087     -NA-    0.918    1.547    0.566    0.432    0.956
1990    none      2150     2520     5649    10319     -NA-    0.942    1.647    0.687    0.341    0.975
1991    none      1717     3861     2849     8427     -NA-    1.120    1.616    0.479    0.483    1.130
1992    none      1661     3177     4139     8977     -NA-    0.648    1.586    0.456    0.524    0.891
1993    none      1266     4217     5466    10949     -NA-    1.141    1.473    0.622    0.387    1.009
1994    none      1434     3478     5115    10027     -NA-    0.983    1.420    0.725    0.288    1.003
1995    none      1624     3114     4031     8769     -NA-    1.025    1.520    0.593    0.376    1.002
1996    none       973     4531     3912     9416     -NA-    0.522    1.171    0.593    0.301    0.863
1997    none      1504     2594     2972     7070     -NA-    0.796    1.628    0.726    0.389    1.072
1998    none      2393     4594     2619     9606     -NA-    0.575    1.011    0.556    0.232    0.779
1999    none      4398     4684     3572    12654     -NA-    1.297    1.388    1.071    0.267    1.267
2000    none      4708     7601     3600    15909     -NA-    0.917    1.288    0.777    0.212    1.063
2001    none      1988    13107     6131    21226     -NA-    1.050    1.102    0.431    0.232    0.903
2002    none      5359     6811     7303    19473     -NA-    1.000    0.985    0.870    0.054    0.946
2003    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
Average Magnitudes                                                                       0.409    0.152

TERMINAL RUN CALIBRATION FOR NTH
0308B.OP7     Stage 2 calibration 0308B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none     65589     -NA-     -NA-     -NA-     -NA-     -NA-    1.060
1980    none     none     none     none     73819     -NA-     -NA-     -NA-     -NA-     -NA-    0.992
1981    none     none     none     none     77497     -NA-     -NA-     -NA-     -NA-     -NA-    0.994
1982    none     none     none     none     81130     -NA-     -NA-     -NA-     -NA-     -NA-    0.974
1983    none     none     none     none     79798     -NA-     -NA-     -NA-     -NA-     -NA-    1.108
1984    none     none     none     none    104271     -NA-     -NA-     -NA-     -NA-     -NA-    0.996
1985    none     none     none     none    137688     -NA-     -NA-     -NA-     -NA-     -NA-    0.926
1986    none     none     none     none    160810     -NA-     -NA-     -NA-     -NA-     -NA-    0.935
1987    none     none     none     none    146249     -NA-     -NA-     -NA-     -NA-     -NA-    1.065
1988    none     none     none     none    170827     -NA-     -NA-     -NA-     -NA-     -NA-    0.995
1989    none     none     none     none    182280     -NA-     -NA-     -NA-     -NA-     -NA-    0.950
1990    none     none     none     none    171153     -NA-     -NA-     -NA-     -NA-     -NA-    1.019
1991    none     none     none     none    155317     -NA-     -NA-     -NA-     -NA-     -NA-    1.079
1992    none     none     none     none    186898     -NA-     -NA-     -NA-     -NA-     -NA-    0.936
1993    none     none     none     none    185544     -NA-     -NA-     -NA-     -NA-     -NA-    0.923
1994    none     none     none     none    137418     -NA-     -NA-     -NA-     -NA-     -NA-    1.059
1995    none     none     none     none    113944     -NA-     -NA-     -NA-     -NA-     -NA-    1.265
1996    none     none     none     none    215259     -NA-     -NA-     -NA-     -NA-     -NA-    0.800
1997    none     none     none     none    140139     -NA-     -NA-     -NA-     -NA-     -NA-    1.135
1998    none     none     none     none    138986     -NA-     -NA-     -NA-     -NA-     -NA-    1.031
1999    none     none     none     none    151341     -NA-     -NA-     -NA-     -NA-     -NA-    1.029
2000    none     none     none     none    188482     -NA-     -NA-     -NA-     -NA-     -NA-    0.989
2001    none     none     none     none    228774     -NA-     -NA-     -NA-     -NA-     -NA-    0.848
2002    none     none     none     none    136625     -NA-     -NA-     -NA-     -NA-     -NA-    1.270
2003    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
Average Magnitudes                                                                       0.000    0.078

TERMINAL RUN CALIBRATION FOR FRE
0308B.OP7     Stage 2 calibration 0308B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none    104568     -NA-     -NA-     -NA-     -NA-     -NA-    0.906
1980    none     none     none     none     68973     -NA-     -NA-     -NA-     -NA-     -NA-    1.137
1981    none     none     none     none     64315     -NA-     -NA-     -NA-     -NA-     -NA-    1.106
1982    none     none     none     none     81206     -NA-     -NA-     -NA-     -NA-     -NA-    0.931
1983    none     none     none     none     72672     -NA-     -NA-     -NA-     -NA-     -NA-    1.105
1984    none     none     none     none     93287     -NA-     -NA-     -NA-     -NA-     -NA-    1.061
1985    none     none     none     none    122149     -NA-     -NA-     -NA-     -NA-     -NA-    0.947
1986    none     none     none     none    144836     -NA-     -NA-     -NA-     -NA-     -NA-    0.903
1987    none     none     none     none    128095     -NA-     -NA-     -NA-     -NA-     -NA-    1.015
1988    none     none     none     none    129394     -NA-     -NA-     -NA-     -NA-     -NA-    0.985
1989    none     none     none     none    101605     -NA-     -NA-     -NA-     -NA-     -NA-    1.120
1990    none     none     none     none    129910     -NA-     -NA-     -NA-     -NA-     -NA-    0.911
1991    none     none     none     none    110503     -NA-     -NA-     -NA-     -NA-     -NA-    0.987
1992    none     none     none     none     93570     -NA-     -NA-     -NA-     -NA-     -NA-    1.079
1993    none     none     none     none     89587     -NA-     -NA-     -NA-     -NA-     -NA-    1.130
1994    none     none     none     none    126656     -NA-     -NA-     -NA-     -NA-     -NA-    0.850
1995    none     none     none     none    110200     -NA-     -NA-     -NA-     -NA-     -NA-    1.134
1996    none     none     none     none    160600     -NA-     -NA-     -NA-     -NA-     -NA-    0.954
1997    none     none     none     none    167100     -NA-     -NA-     -NA-     -NA-     -NA-    0.916
1998    none     none     none     none    150500     -NA-     -NA-     -NA-     -NA-     -NA-    0.944
1999    none     none     none     none    105500     -NA-     -NA-     -NA-     -NA-     -NA-    1.172
2000    none     none     none     none    116233     -NA-     -NA-     -NA-     -NA-     -NA-    1.141
2001    none     none     none     none    180952     -NA-     -NA-     -NA-     -NA-     -NA-    0.964
2002    none     none     none     none    214347     -NA-     -NA-     -NA-     -NA-     -NA-    0.973
2003    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
Average Magnitudes                                                                       0.000    0.085

ESCAPEMENT CALIBRATION FOR FRL
0308B.OP7     Stage 2 calibration 0308B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none    126879     -NA-     -NA-     -NA-     -NA-     -NA-    1.060
1980    none     none     none     none    126457     -NA-     -NA-     -NA-     -NA-     -NA-    0.847
1981    none     36419    61059     9186   106664     -NA-    0.623    0.852    2.175    0.315    0.888
1982    none     30246    80578     5605   116429     -NA-    0.549    1.003    2.772    0.205    0.970
1983    none     16246    73719    10864   100829     -NA-    1.005    0.988    2.240    0.143    1.125
1984    none     49869    63596     7576   121041     -NA-    0.405    0.906    2.920    0.415    0.825
1985    none     60425   104478    11541   176444     -NA-    0.567    1.043    1.511    0.207    0.911
1986    none      6951   152360     7753   167064     -NA-    1.030    0.986    4.245    0.165    1.139
1987    none     15828    62821    17660    96309     -NA-    0.809    0.827    2.601    0.437    1.150
1988    none      2383    42463     4982    49828     -NA-    1.081    1.009    3.133    0.225    1.225
1989    none     49884    19746     8388    78018     -NA-    0.925    0.893    1.316    0.109    0.959
1990    none      5692   169531     3947   179170     -NA-    1.536    1.032    1.486    0.058    1.058
1991    none     34825    45244    19995   100064     -NA-    1.203    0.910    0.919    0.127    1.014
1992    none     37841   126917     3877   168635     -NA-    1.441    0.914    1.262    0.170    1.040
1993    none     48029    82113     9038   139180     -NA-    1.001    0.795    1.431    0.149    0.907
1994    none      7107    95548     3406   106061     -NA-    1.166    0.996    1.052    0.017    1.009
1995    none     35133    17654     7654    60441     -NA-    1.344    0.928    1.048    0.227    1.185
1996    none     22079    38935     1175    62189     -NA-    1.134    0.719    1.071    0.225    0.873
1997    none     95515    54970     2841   153326     -NA-    0.625    0.928    0.587    0.267    0.733
1998    none     16859   247637     5151   269647     -NA-    0.999    1.120    1.190    0.114    1.114
1999    none    117902    45322    20875   184099     -NA-    0.922    0.993    1.286    0.084    0.981
2000    none     17517    98581     4646   120744     -NA-    1.720    1.129    1.071    0.212    1.212
2001    none     28828    92960    19408   141196     -NA-    1.785    0.859    0.818    0.278    1.042
2002    none     45829   114136     5280   165245     -NA-    0.815    0.771    1.094    0.212    0.794
2003    none     66755    42122     5903   114780     -NA-    1.003    1.207    1.580    0.108    1.108
Average Magnitudes                                                                       0.179    0.112

ESCAPEMENT CALIBRATION FOR GSQ
0308B.OP7     Stage 2 calibration 0308B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none     none     none     none     13916     -NA-     -NA-     -NA-     -NA-     -NA-    0.869
1980    none        60     4270     3146     7476     -NA-    7.882    1.209    1.596    0.426    1.426
1981    none       110     1425     9430    10965     -NA-    6.165    2.358    0.900    0.314    1.143
1982    none       397     5734     7720    13851     -NA-    0.779    0.822    0.696    0.250    0.750
1983    none      1155     4030     8499    13684     -NA-    0.315    0.633    1.053    0.199    0.867
1984    none       973     4285     3751     9009     -NA-    0.779    0.918    1.417    0.237    1.111
1985    none       294     5497     4637    10428     -NA-    2.707    1.053    1.246    0.186    1.186
1986    none      1681     8739    15358    25778     -NA-    0.219    0.868    0.995    0.099    0.901
1987    none      5755     7006    15039    27800     -NA-    0.173    0.545    1.043    0.309    0.737
1988    none       387    11911     3842    16140     -NA-    0.829    1.063    2.172    0.329    1.321
1989    none      4027     3745    13878    21650     -NA-    0.191    0.859    1.289    0.360    1.010
1990    none       619    11757     5304    17680     -NA-    0.727    0.685    1.112    0.253    0.815
1991    none      1184     6040     6067    13291     -NA-    0.403    0.781    2.148    0.677    1.371
1992    none       457    10218     6242    16917     -NA-    0.262    0.499    1.239    0.411    0.765
1993    none      1885      762     1523     4170     -NA-    0.139    1.605    4.828    1.898    2.120
1994    none     none     none     none      3770     -NA-     -NA-     -NA-     -NA-     -NA-    1.393
1995    none     none     none     none      9400     -NA-     -NA-     -NA-     -NA-     -NA-    0.909
1996    none     none     none     none      7500     -NA-     -NA-     -NA-     -NA-     -NA-    1.210
1997    none     none     none     none     10210     -NA-     -NA-     -NA-     -NA-     -NA-    1.022
1998    none     none     none     none     14450     -NA-     -NA-     -NA-     -NA-     -NA-    0.922
1999    none     none     none     none     16142     -NA-     -NA-     -NA-     -NA-     -NA-    1.030
2000    none     none     none     none     22523     -NA-     -NA-     -NA-     -NA-     -NA-    1.065
2001    none     none     none     none     35620     -NA-     -NA-     -NA-     -NA-     -NA-    0.869
2002    none     none     none     none     29986     -NA-     -NA-     -NA-     -NA-     -NA-    1.097
2003    none     none     none     none         0     -NA-     -NA-     -NA-     -NA-     -NA-     -NA-
Average Magnitudes                                                                       0.248    0.212

ESCAPEMENT CALIBRATION FOR GST
0308B.OP7     Stage 2 calibration 0308B
----------------------------------------------

       Calibration Data                               MODEL COMPARISONS                  Age    
Year    Age 2    Age 3    Age 4    Age 5    Total    Age 2    Age 3    Age 4    Age 5  Struct.    Total
=======================================================================================================
1979    none      7756     3351      103    11210     -NA-    0.955    1.018    1.000    0.036    0.974
1980    none      4532     5821      166    10519     -NA-    1.317    1.060    0.641    0.175    1.164
1981    none      1192     6224      191     7607     -NA-    2.767    0.797    1.004    0.443    1.111
1982    none      1686     4653      318     6657     -NA-    1.675    0.584    0.461    0.488    0.854
1983    none      2970     3612      279     6861     -NA-    1.023    0.748    0.392    0.167    0.853
1984    none      5624     2894      343     8861     -NA-    0.721    0.975    0.333    0.211    0.789
1985    none      3143     2002       97     5242     -NA-    0.884    1.904    1.056    0.416    1.276
1986    none      1193     2150      433     3776     -NA-    1.638    1.369    0.449    0.475    1.348
1987    none       403     2821      557     3781     -NA-    7.575    0.747    0.233    1.002    1.399
1988    none      1507     6264      159     7930     -NA-    1.460    0.606    0.693    0.405    0.770
1989    none      5629     2121      327     8077     -NA-    0.899    0.908    0.447    0.117    0.883
