"CLB","Fc.Type","Stock","Year","Agency","Mod"
"1702B","TRS","PSN",2009,6772,9882
"1702B","TRS","PSN",2010,6745,7268
"1702B","TRS","PSN",2011,6893,7525
"1702B","TRS","PSN",2012,10213,8689
"1702B","TRS","PSN",2013,7770,8326
"1702B","TRS","PSN",2014,7354,7995
"1702B","TRS","PSN",2015,9546,8701
"1702B","TRS","PSN",2016,8368,8601
"1702B","TRS","PSN",2017,8040,8901
"1702B","TRS","SKG",1999,5139,8516
"1702B","TRS","SKG",2000,16266,15720
"1702B","TRS","SKG",2001,14193,15925
"1702B","TRS","SKG",2002,18114,14032
"1702B","TRS","SKG",2003,10583,16396
"1702B","TRS","SKG",2004,22144,21733
"1702B","TRS","SKG",2005,22784,20758
"1702B","TRS","SKG",2006,21246,17704
"1702B","TRS","SKG",2007,12646,12007
"1702B","TRS","SKG",2008,14254,13884
"1702B","TRS","SKG",2009,10977,11003
"1702B","TRS","SKG",2010,7926,7834
"1702B","TRS","SKG",2011,8382,10325
"1702B","TRS","SKG",2012,15422,15006
"1702B","TRS","SKG",2013,13312,14005
"1702B","TRS","SKG",2014,12777,11963
"1702B","TRS","SKG",2015,13315,13318
"1702B","TRS","SKG",2016,17426,15929
"1702B","TRS","SKG",2017,14429,15947
"1702B","TRS","SNO",1999,2524,2992
"1702B","TRS","SNO",2000,3269,3977
"1702B","TRS","SNO",2001,6742,5814
"1702B","TRS","SNO",2002,7422,6853
"1702B","TRS","SNO",2003,5786,7437
"1702B","TRS","SNO",2004,10994,8073
"1702B","TRS","SNO",2005,4963,6932
"1702B","TRS","SNO",2006,7180,5810
"1702B","TRS","SNO",2007,2832,4865
"1702B","TRS","SNO",2008,6986,4687
"1702B","TRS","SNO",2009,1830,3501
"1702B","TRS","SNO",2010,3488,2755
"1702B","TRS","SNO",2011,1414,2423
"1702B","TRS","SNO",2012,3361,2683
"1702B","TRS","SNO",2013,2684,2728
"1702B","TRS","SNO",2014,2375,2551
"1702B","TRS","SNO",2015,2329,2856
"1702B","TRS","SNO",2016,4386,3554
"1702B","TRS","SNO",2017,3412,3775
"1702B","TRS","WCH",1999,13535,19276
"1702B","TRS","WCH",2000,22571,20716
"1702B","TRS","WCH",2001,23166,25924
"1702B","TRS","WCH",2002,34243,32514
"1702B","TRS","WCH",2003,41766,38341
"1702B","TRS","WCH",2004,39651,40553
"1702B","TRS","WCH",2005,40458,42045
"1702B","TRS","WCH",2006,51155,39594
"1702B","TRS","WCH",2007,22669,32784
"1702B","TRS","WCH",2008,26397,30809
"1702B","TRS","WCH",2009,38162,35656
"1702B","TRS","WCH",2010,41498,44241
"1702B","TRS","WCH",2011,63942,48881
"1702B","TRS","WCH",2012,40311,47722
"1702B","TRS","WCH",2013,44091,47806
"1702B","TRS","WCH",2014,51226,48415
"1702B","TRS","WCH",2015,54902,47555
"1702B","TRS","WCH",2016,31983,44150
"1702B","TRS","WCH",2017,47079,47587
"1702B","TRS","URB",1999,165889,185357
"1702B","TRS","URB",2000,156553,153716
"1702B","TRS","URB",2001,232491,254382
"1702B","TRS","URB",2002,276948,282956
"1702B","TRS","URB",2003,373191,372248
"1702B","TRS","URB",2004,362804,338862
"1702B","TRS","URB",2005,278339,272679
"1702B","TRS","URB",2006,230390,236583
"1702B","TRS","URB",2007,114064,107735
"1702B","TRS","URB",2008,196881,207386
"1702B","TRS","URB",2009,212047,212687
"1702B","TRS","URB",2010,324908,276664
"1702B","TRS","URB",2011,322234,359522
"1702B","TRS","URB",2012,297827,262486
"1702B","TRS","URB",2013,778254,883671
"1702B","TRS","URB",2014,683461,781358
"1702B","TRS","URB",2015,795915,599433
"1702B","TRS","URB",2016,406572,417055
"1702B","TRS","URB",2017,260000,253016
"1702B","TRS","SPR",1999,50189,46060
"1702B","TRS","SPR",2000,20528,16751
"1702B","TRS","SPR",2001,124954,140372
"1702B","TRS","SPR",2002,160836,141088
"1702B","TRS","SPR",2003,180592,182009
"1702B","TRS","SPR",2004,175245,171636
"1702B","TRS","SPR",2005,93145,99006
"1702B","TRS","SPR",2006,27918,28536
"1702B","TRS","SPR",2007,14549,12677
"1702B","TRS","SPR",2008,79433,79823
"1702B","TRS","SPR",2009,48970,50110
"1702B","TRS","SPR",2010,128554,134723
"1702B","TRS","SPR",2011,70531,67397
"1702B","TRS","SPR",2012,56947,59093
"1702B","TRS","SPR",2013,86703,80540
"1702B","TRS","SPR",2014,127586,127559
"1702B","TRS","SPR",2015,166359,159093
"1702B","TRS","SPR",2016,44555,52902
"1702B","TRS","SPR",2017,158400,158396
"1702B","TRS","BON",1999,12145,12463
"1702B","TRS","BON",2000,5968,14045
"1702B","TRS","BON",2001,40771,52822
"1702B","TRS","BON",2002,71498,63008
"1702B","TRS","BON",2003,54337,44477
"1702B","TRS","BON",2004,29832,24772
"1702B","TRS","BON",2005,11303,17820
"1702B","TRS","BON",2006,7270,5953
"1702B","TRS","BON",2007,5124,9603
"1702B","TRS","BON",2008,19067,13808
"1702B","TRS","BON",2009,11404,10648
"1702B","TRS","BON",2010,18850,22178
"1702B","TRS","BON",2011,24607,19784
"1702B","TRS","BON",2012,28456,27948
"1702B","TRS","BON",2013,13323,20789
"1702B","TRS","BON",2014,26081,21781
"1702B","TRS","BON",2015,21209,21061
"1702B","TRS","BON",2016,12371,11893
"1702B","TRS","BON",2017,24600,24297
"1702B","TRS","CWF",1999,27736,27084
"1702B","TRS","CWF",2000,21003,24878
"1702B","TRS","CWF",2001,53469,59086
"1702B","TRS","CWF",2002,84913,65075
"1702B","TRS","CWF",2003,100623,121167
"1702B","TRS","CWF",2004,78476,62849
"1702B","TRS","CWF",2005,62558,77528
"1702B","TRS","CWF",2006,51047,42760
"1702B","TRS","CWF",2007,27565,24872
"1702B","TRS","CWF",2008,41201,42957
"1702B","TRS","CWF",2009,65334,70079
"1702B","TRS","CWF",2010,84205,51068
"1702B","TRS","CWF",2011,84354,124897
"1702B","TRS","CWF",2012,56342,60455
"1702B","TRS","CWF",2013,89890,95225
"1702B","TRS","CWF",2014,75746,83453
"1702B","TRS","CWF",2015,107496,83955
"1702B","TRS","CWF",2016,69489,71952
"1702B","TRS","CWF",2017,67800,61429
"1702B","TRS","LRW",1999,3349,4330
"1702B","TRS","LRW",2000,10234,8045
"1702B","TRS","LRW",2001,15721,13623
"1702B","TRS","LRW",2002,24948,20411
"1702B","TRS","LRW",2003,26021,20766
"1702B","TRS","LRW",2004,22327,36299
"1702B","TRS","LRW",2005,16767,10222
"1702B","TRS","LRW",2006,17896,22049
"1702B","TRS","LRW",2007,4276,6296
"1702B","TRS","LRW",2008,7120,4677
"1702B","TRS","LRW",2009,7533,7262
"1702B","TRS","LRW",2010,11491,11296
"1702B","TRS","LRW",2011,15376,11478
"1702B","TRS","LRW",2012,12112,16153
"1702B","TRS","LRW",2013,25841,16445
"1702B","TRS","LRW",2014,25805,27366
"1702B","TRS","LRW",2015,32403,33271
"1702B","TRS","LRW",2016,13034,16630
"1702B","TRS","LRW",2017,12500,19063
"1702B","TRS","WSH",1999,57787,51015
"1702B","TRS","WSH",2000,61292,54607
"1702B","TRS","WSH",2001,85695,100530
"1702B","TRS","WSH",2002,127613,130416
"1702B","TRS","WSH",2003,132199,126522
"1702B","TRS","WSH",2004,157126,154544
"1702B","TRS","WSH",2005,68642,65514
"1702B","TRS","WSH",2006,64044,71769
"1702B","TRS","WSH",2007,43301,32108
"1702B","TRS","WSH",2008,32628,33640
"1702B","TRS","WSH",2009,42088,47650
"1702B","TRS","WSH",2010,118187,115952
"1702B","TRS","WSH",2011,85975,84335
"1702B","TRS","WSH",2012,70153,68723
"1702B","TRS","WSH",2013,53062,51464
"1702B","TRS","WSH",2014,51794,58645
"1702B","TRS","WSH",2015,87071,85903
"1702B","TRS","WSH",2016,49768,49999
"1702B","TRS","WSH",2017,40190,38756
"1702B","TRS","CWS",1999,4799,4223
"1702B","TRS","CWS",2000,6132,7325
"1702B","TRS","CWS",2001,7182,5990
"1702B","TRS","CWS",2002,11644,17684
"1702B","TRS","CWS",2003,25584,24347
"1702B","TRS","CWS",2004,28696,24840
"1702B","TRS","CWS",2005,16227,18040
"1702B","TRS","CWS",2006,19685,23824
"1702B","TRS","CWS",2007,19519,13085
"1702B","TRS","CWS",2008,6838,5652
"1702B","TRS","CWS",2009,7867,7083
"1702B","TRS","CWS",2010,12211,11089
"1702B","TRS","CWS",2011,7946,8849
"1702B","TRS","CWS",2012,15429,14982
"1702B","TRS","CWS",2013,11244,11993
"1702B","TRS","CWS",2014,11452,10264
"1702B","TRS","CWS",2015,27941,26492
"1702B","TRS","CWS",2016,26786,26744
"1702B","TRS","CWS",2017,21300,24763
"1702B","TRS","SUM",1999,21867,20639
"1702B","TRS","SUM",2000,22595,30084
"1702B","TRS","SUM",2001,52960,53245
"1702B","TRS","SUM",2002,89524,76783
"1702B","TRS","SUM",2003,83058,80621
"1702B","TRS","SUM",2004,65623,69871
"1702B","TRS","SUM",2005,60272,66632
"1702B","TRS","SUM",2006,77573,62627
"1702B","TRS","SUM",2007,37035,51678
"1702B","TRS","SUM",2008,55532,51063
"1702B","TRS","SUM",2009,53881,59620
"1702B","TRS","SUM",2010,72364,68817
"1702B","TRS","SUM",2011,80574,72427
"1702B","TRS","SUM",2012,58300,65047
"1702B","TRS","SUM",2013,67603,70268
"1702B","TRS","SUM",2014,78304,85872
"1702B","TRS","SUM",2015,126882,103790
"1702B","TRS","SUM",2016,91048,92551
"1702B","TRS","SUM",2017,63100,75738
"1702B","TRS","WCN",1999,25065,27132
"1702B","TRS","WCN",2000,26507,28399
"1702B","TRS","WCN",2001,34747,32642
"1702B","TRS","WCN",2002,36183,37496
"1702B","TRS","WCN",2003,39947,43303
"1702B","TRS","WCN",2004,57917,46009
"1702B","TRS","WCN",2005,41461,44327
"1702B","TRS","WCN",2006,38246,38036
"1702B","TRS","WCN",2007,26270,31321
"1702B","TRS","WCN",2008,31219,30244
"1702B","TRS","WCN",2009,27215,32374
"1702B","TRS","WCN",2010,40293,37874
"1702B","TRS","WCN",2011,49824,41501
"1702B","TRS","WCN",2012,40637,40601
"1702B","TRS","WCN",2013,34086,39192
"1702B","TRS","WCN",2014,32459,37936
"1702B","TRS","WCN",2015,52225,38644
"1702B","TRS","WCN",2016,27085,37350
"1702B","TRS","WCN",2017,36705,39456
"1702B","TRS","MCB",1999,50800,44273
"1702B","TRS","MCB",2000,37200,43977
"1702B","TRS","MCB",2001,76600,62673
"1702B","TRS","MCB",2002,108400,122613
"1702B","TRS","MCB",2003,150300,156915
"1702B","TRS","MCB",2004,122600,116044
"1702B","TRS","MCB",2005,97900,88445
"1702B","TRS","MCB",2006,80471,76139
"1702B","TRS","MCB",2007,47575,57449
"1702B","TRS","MCB",2008,75489,65597
"1702B","TRS","MCB",2009,73069,74674
"1702B","TRS","MCB",2010,78937,71411
"1702B","TRS","MCB",2011,87235,81177
"1702B","TRS","MCB",2012,61392,92049
"1702B","TRS","MCB",2013,249588,173584
"1702B","TRS","MCB",2014,203175,244303
"1702B","TRS","MCB",2015,170620,177545
"1702B","TRS","MCB",2016,88299,94669
"1702B","TRS","MCB",2017,45600,62130
"1702B","ESC","AKS",1999,12219,16455
"1702B","ESC","AKS",2000,16164,18248
"1702B","ESC","AKS",2001,21590,19701
"1702B","ESC","AKS",2002,18679,18304
"1702B","ESC","AKS",2003,14576,14376
"1702B","ESC","AKS",2004,17107,19422
"1702B","ESC","AKS",2005,15235,16260
"1702B","ESC","AKS",2006,20730,16947
"1702B","ESC","AKS",2007,15012,14917
"1702B","ESC","AKS",2008,13780,13707
"1702B","ESC","AKS",2009,10463,13297
"1702B","ESC","AKS",2010,15674,12715
"1702B","ESC","AKS",2011,11808,12112
"1702B","ESC","AKS",2012,6826,5455
"1702B","ESC","AKS",2013,8337,9983
"1702B","ESC","AKS",2014,10588,8994
"1702B","ESC","AKS",2015,9961,8671
"1702B","ESC","AKS",2016,5997,6058
"1702B","ESC","AKS",2017,0,4896
"1702B","ESC","FRL",1999,188873,200626
"1702B","ESC","FRL",2000,133998,138935
"1702B","ESC","FRL",2001,192693,181728
"1702B","ESC","FRL",2002,172451,205008
"1702B","ESC","FRL",2003,308769,209409
"1702B","ESC","FRL",2004,206892,243196
"1702B","ESC","FRL",2005,130229,160163
"1702B","ESC","FRL",2006,116985,125268
"1702B","ESC","FRL",2007,110736,104784
"1702B","ESC","FRL",2008,88667,110316
"1702B","ESC","FRL",2009,100220,79288
"1702B","ESC","FRL",2010,195898,187953
"1702B","ESC","FRL",2011,182777,191866
"1702B","ESC","FRL",2012,70362,80186
"1702B","ESC","FRL",2013,106463,99926
"1702B","ESC","FRL",2014,112963,64410
"1702B","ESC","FRL",2015,145486,198571
"1702B","ESC","FRL",2016,93941,89270
"1702B","ESC","FRL",2017,107065,112272
"1702B","ESC","GSQ",1999,26783,26791
"1702B","ESC","GSQ",2000,35101,34599
"1702B","ESC","GSQ",2001,42436,40387
"1702B","ESC","GSQ",2002,41022,41019
"1702B","ESC","GSQ",2003,40500,40886
"1702B","ESC","GSQ",2004,31803,32826
"1702B","ESC","GSQ",2005,28490,36212
"1702B","ESC","GSQ",2006,50989,37951
"1702B","ESC","GSQ",2007,24877,27768
"1702B","ESC","GSQ",2008,19392,25893
"1702B","ESC","GSQ",2009,31323,25411
"1702B","ESC","GSQ",2010,22480,24842
"1702B","ESC","GSQ",2011,18751,24924
"1702B","ESC","GSQ",2012,42830,34966
"1702B","ESC","GSQ",2013,40341,42160
"1702B","ESC","GSQ",2014,41418,40787
"1702B","ESC","GSQ",2015,37253,38027
"1702B","ESC","GSQ",2016,38648,37412
"1702B","ESC","GSQ",2017,39106,40981
"1702B","ESC","GST",1999,8715,8461
"1702B","ESC","GST",2000,8223,8973
"1702B","ESC","GST",2001,8569,7543
"1702B","ESC","GST",2002,7812,7460
"1702B","ESC","GST",2003,5903,6726
"1702B","ESC","GST",2004,3642,5525
"1702B","ESC","GST",2005,4870,4511
"1702B","ESC","GST",2006,4880,4208
"1702B","ESC","GST",2007,4778,4889
"1702B","ESC","GST",2008,5646,5493
"1702B","ESC","GST",2009,3106,3771
"1702B","ESC","GST",2010,5763,4044
"1702B","ESC","GST",2011,7595,7671
"1702B","ESC","GST",2012,6291,7220
"1702B","ESC","GST",2013,5440,5152
"1702B","ESC","GST",2014,6579,8296
"1702B","ESC","GST",2015,9840,10489
"1702B","ESC","GST",2016,10639,9451
"1702B","ESC","GST",2017,10639,11163
"1702B","ESC","NKS",1999,989,981
"1702B","ESC","NKS",2000,1526,1618
"1702B","ESC","NKS",2001,2452,2600
"1702B","ESC","NKS",2002,4030,3312
"1702B","ESC","NKS",2003,3061,3084
"1702B","ESC","NKS",2004,1849,2235
"1702B","ESC","NKS",2005,2167,1916
"1702B","ESC","NKS",2006,1539,1729
"1702B","ESC","NKS",2007,1620,1594
"1702B","ESC","NKS",2008,1584,1748
"1702B","ESC","NKS",2009,2197,2049
"1702B","ESC","NKS",2010,2421,2096
"1702B","ESC","NKS",2011,1236,1584
"1702B","ESC","NKS",2012,1225,1294
"1702B","ESC","NKS",2013,1466,1367
"1702B","ESC","NKS",2014,1273,1326
"1702B","ESC","NKS",2015,1119,1204
"1702B","ESC","NKS",2016,1324,1248
"1702B","ESC","NKS",2017,1291,1297
"1702B","ESC","STL",1999,1194,1370
"1702B","ESC","STL",2000,1612,1439
"1702B","ESC","STL",2001,1351,1440
"1702B","ESC","STL",2002,1564,1391
"1702B","ESC","STL",2003,990,1272
"1702B","ESC","STL",2004,1509,1276
"1702B","ESC","STL",2005,1036,1190
"1702B","ESC","STL",2006,1253,1078
"1702B","ESC","STL",2007,607,1001
"1702B","ESC","STL",2008,1671,1237
"1702B","ESC","STL",2009,1001,1108
"1702B","ESC","STL",2010,783,928
"1702B","ESC","STL",2011,1018,1085
"1702B","ESC","STL",2012,1534,1195
"1702B","ESC","STL",2013,854,924
"1702B","ESC","STL",2014,432,574
"1702B","ESC","STL",2015,459,490
"1702B","ESC","STL",2016,595,473
"1702B","ESC","STL",2017,266,360
"1702B","ESC","ORC",1999,82084,74099
"1702B","ESC","ORC",2000,67771,98891
"1702B","ESC","ORC",2001,130795,121942
"1702B","ESC","ORC",2002,171904,175494
"1702B","ESC","ORC",2003,183183,169742
"1702B","ESC","ORC",2004,138150,138761
"1702B","ESC","ORC",2005,106632,127023
"1702B","ESC","ORC",2006,109112,75618
"1702B","ESC","ORC",2007,46242,50621
"1702B","ESC","ORC",2008,39887,34221
"1702B","ESC","ORC",2009,53550,48610
"1702B","ESC","ORC",2010,72206,106864
"1702B","ESC","ORC",2011,99247,83136
"1702B","ESC","ORC",2012,91655,67129
"1702B","ESC","ORC",2013,117203,143056
"1702B","ESC","ORC",2014,133614,148066
"1702B","ESC","ORC",2015,144548,112635
"1702B","ESC","ORC",2016,103789,107515
"1702B","ESC","ORC",2017,87243,80529
"1702B","ESC","LYF",1999,905,794
"1702B","ESC","LYF",2000,1148,1973
"1702B","ESC","LYF",2001,5163,2278
"1702B","ESC","LYF",2002,2116,3877
"1702B","ESC","LYF",2003,3856,3518
"1702B","ESC","LYF",2004,2983,2681
"1702B","ESC","LYF",2005,2602,3307
"1702B","ESC","LYF",2006,2483,2188
"1702B","ESC","LYF",2007,2016,1987
"1702B","ESC","LYF",2008,2222,2588
"1702B","ESC","LYF",2009,1431,2497
"1702B","ESC","LYF",2010,9583,7699
"1702B","ESC","LYF",2011,7895,8116
"1702B","ESC","LYF",2012,12797,13291
"1702B","ESC","LYF",2013,20425,15482
"1702B","ESC","LYF",2014,14172,15958
"1702B","ESC","LYF",2015,16212,14711
"1702B","ESC","LYF",2016,9772,11755
"1702B","ESC","LYF",2017,8100,11091
