"Stock","Year","CLB","Fc.Type","Agency","Mod","Actual","Used","sym","kel","ptsz","Level"
"AKS",1999,"9902B","ESC",0,11866,12219,11866,21,"white",2,1
"AKS",2000,"0021B","ESC",0,18967,16164,18967,21,"white",2,1
"AKS",2001,"0107B","ESC",0,22130,21590,22130,21,"white",2,1
"AKS",2002,"0206B","ESC",0,15650,18679,15650,21,"white",2,1
"AKS",2003,"0308B","ESC",0,22316,14576,22316,21,"white",2,1
"AKS",2004,"0404B","ESC",0,11880,17107,11880,21,"white",2,1
"AKS",2005,"0506B","ESC",0,25204,15235,25204,21,"white",2,1
"AKS",2006,"0604B","ESC",0,17966,20730,17966,21,"white",2,1
"AKS",2007,"0705B","ESC",0,25653,15012,25653,21,"white",2,1
"AKS",2008,"0807B","ESC",0,14626,13780,14626,21,"white",2,1
"AKS",2009,"0907B","ESC",0,14362,10463,14362,21,"white",2,1
"AKS",2010,"1007B","ESC",0,16445,15674,16445,21,"white",2,1
"AKS",2011,"1106B","ESC",0,17065,11808,17065,21,"white",2,1
"AKS",2012,"1209B","ESC",0,12557,6731,12557,21,"white",2,1
"AKS",2013,"1308B","ESC",0,4838,8175,4838,21,"white",2,1
"AKS",2014,"1402B","ESC",0,4239,10587,4239,21,"white",2,1
"AKS",2015,"1503B","ESC",0,6812,9961,6812,21,"white",2,1
"AKS",2016,"1601B","ESC",0,7099,5997,7099,21,"white",2,1
"AKS",2017,"1702B","ESC",0,4896,4600,4896,21,"white",2,1
"AKS",2018,"1804B","ESC",0,4971,8875,4971,21,"white",2,1
"NTH",1999,"9902B","TRS",0,149387,154294,149387,21,"white",4,2
"NTH",2000,"0021B","TRS",0,159818,188482,159818,21,"white",4,2
"NTH",2001,"0107B","TRS",0,189088,212075,189088,21,"white",4,2
"NTH",2002,"0206B","TRS",0,228073,147769,228073,21,"white",4,2
"NTH",2003,"0308B","TRS",0,154103,165223,154103,21,"white",4,2
"NTH",2004,"0404B","TRS",0,171070,153494,171070,21,"white",4,2
"NTH",2005,"0506B","TRS",0,154552,132480,154552,21,"white",4,2
"NTH",2006,"0604B","TRS",0,132710,151915,132710,21,"white",4,2
"NTH",2007,"0705B","TRS",0,156017,123388,156017,21,"white",4,2
"NTH",2008,"0807B","TRS",0,131262,112038,131262,21,"white",4,2
"NTH",2009,"0907B","TRS",0,119761,126901,119761,21,"white",4,2
"NTH",2010,"1007B","TRS",0,136998,114904,136998,21,"white",4,2
"NTH",2011,"1106B","TRS",0,119323,95091,119323,21,"white",4,2
"NTH",2012,"1209B","TRS",0,98010,81097,98010,21,"white",4,2
"NTH",2013,"1308B","TRS",0,86819,96349,86819,21,"white",4,2
"NTH",2014,"1402B","TRS",0,94878,97188,94878,21,"white",4,2
"NTH",2015,"1503B","TRS",0,95587,154141,95587,21,"white",4,2
"NTH",2016,"1601B","TRS",0,146607,102650,146607,21,"white",4,2
"NTH",2017,"1702B","TRS",104935,108254,56483,104935,21,"black",4,2
"NTH",2018,"1804B","TRS",101362,90891,92967,101362,21,"black",4,2
"RBH+RBT",1999,"9902B","TRS",68400,77836,105402,68400,21,"black",4,3
"RBH+RBT",2000,"0021B","TRS",15040,21040,39227,15040,21,"black",4,3
"RBH+RBT",2001,"0107B","TRS",30633,33702,89209,30633,21,"black",4,3
"RBH+RBT",2002,"0206B","TRS",109882,128068,167548,109882,21,"black",4,3
"RBH+RBT",2003,"0308B","TRS",105801,111430,217662,105801,21,"black",4,3
"RBH+RBT",2004,"0404B","TRS",144180,166548,261827,144180,21,"black",4,3
"RBH+RBT",2005,"0506B","TRS",218840,244768,157906,218840,21,"black",4,3
"RBH+RBT",2006,"0604B","TRS",138878,152483,197866,138878,21,"black",4,3
"RBH+RBT",2007,"0705B","TRS",117321,151925,121232,117321,21,"black",4,3
"RBH+RBT",2008,"0807B","TRS",60255,67347,99325,60255,21,"black",4,3
"RBH+RBT",2009,"0907B","TRS",58382,76063,92944,58382,21,"black",4,3
"RBH+RBT",2010,"1007B","TRS",61586,75748,95366,61586,21,"black",4,3
"RBH+RBT",2011,"1106B","TRS",74708,98929,163010,74708,21,"black",4,3
"RBH+RBT",2012,"1209B","TRS",54765,70838,81925,54765,21,"black",4,3
"RBH+RBT",2013,"1308B","TRS",0,32180,181234,32180,21,"white",4,3
"RBH+RBT",2014,"1402B","TRS",216727,205989,121694,216727,21,"black",4,3
"RBH+RBT",2015,"1503B","TRS",105003,91710,209375,105003,21,"black",4,3
"RBH+RBT",2016,"1601B","TRS",224119,235776,172857,224119,21,"black",4,3
"RBH+RBT",2017,"1702B","TRS",163568,172885,187108,163568,21,"black",4,3
"RBH+RBT",2018,"1804B","TRS",158357,154182,181128,158357,21,"black",4,3
"GSQ",1999,"9902B","ESC",0,16450,26783,16450,21,"white",2,4
"GSQ",2000,"0021B","ESC",0,19452,35101,19452,21,"white",2,4
"GSQ",2001,"0107B","ESC",0,25828,42436,25828,21,"white",2,4
"GSQ",2002,"0206B","ESC",0,41492,41022,41492,21,"white",2,4
"GSQ",2003,"0308B","ESC",0,36882,40500,36882,21,"white",2,4
"GSQ",2004,"0404B","ESC",0,39766,31803,39766,21,"white",2,4
"GSQ",2005,"0506B","ESC",0,38798,28490,38798,21,"white",2,4
"GSQ",2006,"0604B","ESC",0,39171,50989,39171,21,"white",2,4
"GSQ",2007,"0705B","ESC",0,41711,24877,41711,21,"white",2,4
"GSQ",2008,"0807B","ESC",0,30065,19392,30065,21,"white",2,4
"GSQ",2009,"0907B","ESC",0,26173,31323,26173,21,"white",2,4
"GSQ",2010,"1007B","ESC",0,26624,22480,26624,21,"white",2,4
"GSQ",2011,"1106B","ESC",0,23998,18751,23998,21,"white",2,4
"GSQ",2012,"1209B","ESC",0,25756,42830,25756,21,"white",2,4
"GSQ",2013,"1308B","ESC",0,31498,40341,31498,21,"white",2,4
"GSQ",2014,"1402B","ESC",0,30162,41418,30162,21,"white",2,4
"GSQ",2015,"1503B","ESC",0,26699,37253,26699,21,"white",2,4
"GSQ",2016,"1601B","ESC",0,26084,38648,26084,21,"white",2,4
"GSQ",2017,"1702B","ESC",39106,40981,52535,39106,21,"black",2,4
"GSQ",2018,"1804B","ESC",49654,50676,31436,49654,21,"black",2,4
"GSH",1999,"9902B","TRS",0,22896,23015,22896,21,"white",2,5
"GSH",2000,"0021B","TRS",0,19165,21322,19165,21,"white",2,5
"GSH",2001,"0107B","TRS",0,17547,29633,17547,21,"white",2,5
"GSH",2002,"0206B","TRS",0,25051,22064,25051,21,"white",2,5
"GSH",2003,"0308B","TRS",0,21222,21496,21222,21,"white",2,5
"GSH",2004,"0404B","TRS",0,16573,20852,16573,21,"white",2,5
"GSH",2005,"0506B","TRS",0,21046,25941,21046,21,"white",2,5
"GSH",2006,"0604B","TRS",0,18169,22109,18169,21,"white",2,5
"GSH",2007,"0705B","TRS",0,24378,12733,24378,21,"white",2,5
"GSH",2008,"0807B","TRS",0,11765,12011,11765,21,"white",2,5
"GSH",2009,"0907B","TRS",0,17551,13380,17551,21,"white",2,5
"GSH",2010,"1007B","TRS",0,7999,11605,7999,21,"white",2,5
"GSH",2011,"1106B","TRS",0,14671,11480,14671,21,"white",2,5
"GSH",2012,"1209B","TRS",0,10104,8462,10104,21,"white",2,5
"GSH",2013,"1308B","TRS",0,5568,8242,5568,21,"white",2,5
"GSH",2014,"1402B","TRS",0,6116,15665,6116,21,"white",2,5
"GSH",2015,"1503B","TRS",0,18566,9888,18566,21,"white",2,5
"GSH",2016,"1601B","TRS",0,5475,10236,5475,21,"white",2,5
"GSH",2017,"1702B","TRS",11820,10414,14524,11820,21,"black",2,5
"GSH",2018,"1804B","TRS",11353,13423,11731,11353,21,"black",2,5
"GST",1999,"9902B","ESC",0,14236,8715,14236,21,"white",1,6
"GST",2000,"0021B","ESC",0,11094,8223,11094,21,"white",1,6
"GST",2001,"0107B","ESC",0,7955,8569,7955,21,"white",1,6
"GST",2002,"0206B","ESC",0,8833,7812,8833,21,"white",1,6
"GST",2003,"0308B","ESC",0,8088,5903,8088,21,"white",1,6
"GST",2004,"0404B","ESC",0,5157,3642,5157,21,"white",1,6
"GST",2005,"0506B","ESC",0,4459,4870,4459,21,"white",1,6
"GST",2006,"0604B","ESC",0,4070,4880,4070,21,"white",1,6
"GST",2007,"0705B","ESC",0,7782,4778,7782,21,"white",1,6
"GST",2008,"0807B","ESC",0,6823,5646,6823,21,"white",1,6
"GST",2009,"0907B","ESC",0,5701,3106,5701,21,"white",1,6
"GST",2010,"1007B","ESC",0,2972,5763,2972,21,"white",1,6
"GST",2011,"1106B","ESC",0,10778,7595,10778,21,"white",1,6
"GST",2012,"1209B","ESC",0,11433,6291,11433,21,"white",1,6
"GST",2013,"1308B","ESC",0,8267,5440,8267,21,"white",1,6
"GST",2014,"1402B","ESC",0,11910,6579,11910,21,"white",1,6
"GST",2015,"1503B","ESC",0,13177,9840,13177,21,"white",1,6
"GST",2016,"1601B","ESC",0,7469,10639,7469,21,"white",1,6
"GST",2017,"1702B","ESC",10639,11163,14270,10639,21,"black",1,6
"GST",2018,"1804B","ESC",12162,16186,19417,12162,21,"black",1,6
"FRE",1999,"9902B","TRS",0,162865,105473,162865,21,"white",4,7
"FRE",2000,"0021B","TRS",0,118058,116233,118058,21,"white",4,7
"FRE",2001,"0107B","TRS",0,122333,154175,122333,21,"white",4,7
"FRE",2002,"0206B","TRS",0,170232,189335,170232,21,"white",4,7
"FRE",2003,"0308B","TRS",0,202363,191700,202363,21,"white",4,7
"FRE",2004,"0404B","TRS",0,185450,147813,185450,21,"white",4,7
"FRE",2005,"0506B","TRS",0,151591,135177,151591,21,"white",4,7
"FRE",2006,"0604B","TRS",0,141517,203460,141517,21,"white",4,7
"FRE",2007,"0705B","TRS",0,196060,110555,196060,21,"white",4,7
"FRE",2008,"0807B","TRS",0,128347,149048,128347,21,"white",4,7
"FRE",2009,"0907B","TRS",0,153593,136201,153593,21,"white",4,7
"FRE",2010,"1007B","TRS",0,144214,203948,144214,21,"white",4,7
"FRE",2011,"1106B","TRS",0,174183,161748,174183,21,"white",4,7
"FRE",2012,"1209B","TRS",0,175729,77285,175729,21,"white",4,7
"FRE",2013,"1308B","TRS",0,83719,165166,83719,21,"white",4,7
"FRE",2014,"1402B","TRS",0,176008,159656,176008,21,"white",4,7
"FRE",2015,"1503B","TRS",0,173286,236551,173286,21,"white",4,7
"FRE",2016,"1601B","TRS",0,258884,126975,258884,21,"white",4,7
"FRE",2017,"1702B","TRS",184349,180300,105275,184349,21,"black",4,7
"FRE",2018,"1804B","TRS",156877,147972,84373,156877,21,"black",4,7
"FRL",1999,"9902B","ESC",82650,84686,188873,82650,21,"black",4,8
"FRL",2000,"0021B","ESC",220400,187970,133998,220400,21,"black",4,8
"FRL",2001,"0107B","ESC",131800,141745,192693,131800,21,"black",4,8
"FRL",2002,"0206B","ESC",160100,132946,172451,160100,21,"black",4,8
"FRL",2003,"0308B","ESC",114780,127144,308769,114780,21,"black",4,8
"FRL",2004,"0404B","ESC",97227,104597,206892,97227,21,"black",4,8
"FRL",2005,"0506B","ESC",108061,121315,130229,108061,21,"black",4,8
"FRL",2006,"0604B","ESC",116682,115489,116985,116682,21,"black",4,8
"FRL",2007,"0705B","ESC",107311,122402,110736,107311,21,"black",4,8
"FRL",2008,"0807B","ESC",116038,125100,88667,116038,21,"black",4,8
"FRL",2009,"0907B","ESC",91391,119892,97541,91391,21,"black",4,8
"FRL",2010,"1007B","ESC",118891,119953,196175,118891,21,"black",4,8
"FRL",2011,"1106B","ESC",284604,353646,182269,284604,21,"black",4,8
"FRL",2012,"1209B","ESC",93652,107738,70029,93652,21,"black",4,8
"FRL",2013,"1308B","ESC",73584,70178,104476,73584,21,"black",4,8
"FRL",2014,"1402B","ESC",118361,131118,113568,118361,21,"black",4,8
"FRL",2015,"1503B","ESC",72037,88165,141296,72037,21,"black",4,8
"FRL",2016,"1601B","ESC",51903,57236,95170,51903,21,"black",4,8
"FRL",2017,"1702B","ESC",107065,112272,61074,107065,21,"black",4,8
"FRL",2018,"1804B","ESC",96147,93126,81399,96147,21,"black",4,8
"NKS",1999,"9902B","ESC",0,1048,1111,1048,21,"white",1,9
"NKS",2000,"0021B","ESC",0,834,1615,834,21,"white",1,9
"NKS",2001,"0107B","ESC",0,982,2629,982,21,"white",1,9
"NKS",2002,"0206B","ESC",0,1216,4366,1216,21,"white",1,9
"NKS",2003,"0308B","ESC",0,1301,3448,1301,21,"white",1,9
"NKS",2004,"0404B","ESC",0,1708,1891,1708,21,"white",1,9
"NKS",2005,"0506B","ESC",0,1549,2279,1549,21,"white",1,9
"NKS",2006,"0604B","ESC",677,583,1716,677,21,"black",1,9
"NKS",2007,"0705B","ESC",575,582,1786,575,21,"black",1,9
"NKS",2008,"0807B","ESC",378,371,1714,378,21,"black",1,9
"NKS",2009,"0907B","ESC",315,336,2360,315,21,"black",1,9
"NKS",2010,"1007B","ESC",390,374,2596,390,21,"black",1,9
"NKS",2011,"1106B","ESC",309,340,1348,309,21,"black",1,9
"NKS",2012,"1209B","ESC",243,271,1266,243,21,"black",1,9
"NKS",2013,"1308B","ESC",0,1331,1590,1331,21,"white",1,9
"NKS",2014,"1402B","ESC",1273,1361,1606,1273,21,"black",1,9
"NKS",2015,"1503B","ESC",1119,1192,1852,1119,21,"black",1,9
"NKS",2016,"1601B","ESC",1324,1308,1880,1324,21,"black",1,9
"NKS",2017,"1702B","ESC",1291,1297,1291,1291,21,"black",1,9
"NKS",2018,"1804B","ESC",1389,1342,1389,1389,21,"black",1,9
"NKF",1999,"9902B","TRS",27000,27206,43709,27000,21,"black",2,10
"NKF",2000,"0021B","TRS",19000,21277,35630,19000,21,"black",2,10
"NKF",2001,"0107B","TRS",36450,33974,71437,36450,21,"black",2,10
"NKF",2002,"0206B","TRS",54420,50361,62519,54420,21,"black",2,10
"NKF",2003,"0308B","TRS",45750,48259,33339,45750,21,"black",2,10
"NKF",2004,"0404B","TRS",34200,37980,18118,34200,21,"black",2,10
"NKF",2005,"0506B","TRS",19523,19808,20703,19523,21,"black",2,10
"NKF",2006,"0604B","TRS",16899,16795,38455,16899,21,"black",2,10
"NKF",2007,"0705B","TRS",18834,22086,39390,18834,21,"black",2,10
"NKF",2008,"0807B","TRS",35271,34392,33750,35271,21,"black",2,10
"NKF",2009,"0907B","TRS",23014,26072,25884,23014,21,"black",2,10
"NKF",2010,"1007B","TRS",32627,32061,41239,32627,21,"black",2,10
"NKF",2011,"1106B","TRS",37902,39144,40678,37902,21,"black",2,10
"NKF",2012,"1209B","TRS",43973,45719,41557,43973,21,"black",2,10
"NKF",2013,"1308B","TRS",48257,50065,37525,48257,21,"black",2,10
"NKF",2014,"1402B","TRS",44046,46771,32053,44046,21,"black",2,10
