"Stock","Year","Mod","Agency","Actual","Model.Agency","Agency.Actual","Model.Actual","CLB","Level"
"MCB","2009","99,685","94,400","73,012","106%","129%","137%","0907B",27
"MCB","2010","82,454","72,600","78,937","114%","92%","104%","1007B",27
"MCB","2011","108,005","100,000","87,235","108%","115%","124%","1106B",27
"MCB","2012","100,809","90,800","61,392","111%","148%","164%","1209B",27
"MCB","2013","113,333","105,200","249,588","108%","42%","45%","1308B",27
"MCB","2014","377,357","360,100","203,734","105%","177%","185%","1402B",27
"MCB","2015","156,711","113,300","170,585","138%","66%","92%","1503B",27
"MCB","2016","115,632","101,000","87,334","114%","116%","132%","1601B",27
"MCB","2017","62,130","45,600","51,814","136%","88%","120%","1702B",27
"MCB","2018","36,423","40,100","50,244","91%","80%","72%","1804B",27
"MCB","2019","68,146","56,700","68,066","120%","83%","100%","1905B",27
"MCB","2020","93,580","78,200","NA","120%",NA,NA,"2000B",27
"MCB","AVG","NA","NA","NA","111%","98%","108%",NA,27
"LRW","1999","3,068","2,600","3,349","118%","78%","92%","9902B",28
"LRW","2000","4,053","3,500","10,234","116%","34%","40%","0021B",28
"LRW","2001","16,574","16,700","15,721","99%","106%","105%","0107B",28
"LRW","2002","18,910","18,200","25,171","104%","72%","75%","0206B",28
"LRW","2003","25,820","24,600","25,404","105%","97%","102%","0308B",28
"LRW","2004","24,590","24,100","21,088","102%","114%","117%","0404B",28
"LRW","2005","21,937","20,200","16,345","109%","124%","134%","0506B",28
"LRW","2006","19,818","16,600","12,649","119%","131%","157%","0604B",28
"LRW","2007","10,306","10,100","4,854","102%","208%","212%","0705B",28
"LRW","2008","4,479","3,800","7,782","118%","49%","58%","0807B",28
"LRW","2009","9,363","8,500","8,404","110%","101%","111%","0907B",28
"LRW","2010","11,034","9,700","11,491","114%","84%","96%","1007B",28
"LRW","2011","13,429","12,500","15,376","107%","81%","87%","1106B",28
"LRW","2012","17,806","16,200","12,112","110%","134%","147%","1209B",28
"LRW","2013","16,713","14,200","25,841","118%","55%","65%","1308B",28
"LRW","2014","42,365","34,200","25,774","124%","133%","164%","1402B",28
"LRW","2015","32,374","18,900","32,403","171%","58%","100%","1503B",28
"LRW","2016","29,122","22,200","12,315","131%","180%","236%","1601B",28
"LRW","2017","19,063","12,500","7,855","153%","159%","243%","1702B",28
"LRW","2018","10,044","7,600","8,270","132%","92%","121%","1804B",28
"LRW","2019","15,345","13,700","16,661","112%","82%","92%","1905B",28
"LRW","2020","25,334","19,700","NA","129%",NA,NA,"2000B",28
"LRW","AVG","NA","NA","NA","118%","103%","122%",NA,28
"ORC","1999","65,249","72,084","82,084","91%","88%","79%","9902B",29
"ORC","2000","61,457","63,259","67,771","97%","93%","91%","0021B",29
"ORC","2001","58,062","66,412","130,795","87%","51%","44%","0107B",29
"ORC","2002","73,055","73,914","171,904","99%","43%","42%","0206B",29
"ORC","2003","101,310","85,483","183,183","119%","47%","55%","0308B",29
"ORC","2004","135,716","131,904","138,150","103%","95%","98%","0404B",29
"ORC","2005","133,886","167,213","106,632","80%","157%","126%","0506B",29
"ORC","2006","125,550","136,373","109,112","92%","125%","115%","0604B",29
"ORC","2007","108,338","131,195","46,242","83%","284%","234%","0705B",29
"ORC","2008","53,417","70,101","39,887","76%","176%","134%","0807B",29
"ORC","2009","32,254","48,072","53,550","67%","90%","60%","0907B",29
"ORC","2010","51,234","59,806","72,206","86%","83%","71%","1007B",29
"ORC","2011","73,043","78,199","99,247","93%","79%","74%","1106B",29
"ORC","2012","82,789","80,749","91,655","103%","88%","90%","1209B",29
"ORC","2013","70,385","80,095","117,203","88%","68%","60%","1308B",29
"ORC","2014","81,984","109,029","133,614","75%","82%","61%","1402B",29
"ORC","2015","63,642","94,715","144,548","67%","66%","44%","1503B",29
"ORC","2016","110,710","119,374","103,788","93%","115%","107%","1601B",29
"ORC","2017","80,529","87,243","79,462","92%","110%","101%","1702B",29
"ORC","2018","48,149","68,939","58,615","70%","118%","82%","1804B",29
"ORC","2019","54,063","73,721","42,460","73%","174%","127%","1905B",29
"ORC","2020","53,458","68,830","NA","78%",NA,NA,"2000B",29
"ORC","AVG","NA","NA","NA","87%","106%","90%",NA,29
