"CLB","Fc.Type","Stock","Year","Agency","Mod"
"2000B","ESC","GST",2019,21433,22259
"2000B","ESC","GST",2020,14821,16696
"2000B","ESC","NKS",1999,1111,1062
"2000B","ESC","NKS",2000,1615,1747
"2000B","ESC","NKS",2001,2629,2809
"2000B","ESC","NKS",2002,4366,3616
"2000B","ESC","NKS",2003,3448,3385
"2000B","ESC","NKS",2004,1891,2374
"2000B","ESC","NKS",2005,2279,2021
"2000B","ESC","NKS",2006,1716,1888
"2000B","ESC","NKS",2007,1786,1749
"2000B","ESC","NKS",2008,1714,1905
"2000B","ESC","NKS",2009,2360,2200
"2000B","ESC","NKS",2010,2596,2206
"2000B","ESC","NKS",2011,1101,1525
"2000B","ESC","NKS",2012,1027,1203
"2000B","ESC","NKS",2013,1565,1357
"2000B","ESC","NKS",2014,1308,1560
"2000B","ESC","NKS",2015,1761,1446
"2000B","ESC","NKS",2016,1141,1563
"2000B","ESC","NKS",2017,2016,1650
"2000B","ESC","NKS",2018,1389,1502
"2000B","ESC","NKS",2019,1508,1510
"2000B","ESC","NKS",2020,1479,1409
"2000B","ESC","STL",1999,1436,1715
"2000B","ESC","STL",2000,2074,1824
"2000B","ESC","STL",2001,1729,1846
"2000B","ESC","STL",2002,2007,1792
"2000B","ESC","STL",2003,1307,1646
"2000B","ESC","STL",2004,1912,1640
"2000B","ESC","STL",2005,1363,1542
"2000B","ESC","STL",2006,1612,1408
"2000B","ESC","STL",2007,870,1276
"2000B","ESC","STL",2008,1914,1453
"2000B","ESC","STL",2009,1061,1344
"2000B","ESC","STL",2010,1358,1302
"2000B","ESC","STL",2011,1345,1457
"2000B","ESC","STL",2012,1750,1542
"2000B","ESC","STL",2013,1469,1347
"2000B","ESC","STL",2014,721,941
"2000B","ESC","STL",2015,709,828
"2000B","ESC","STL",2016,1053,979
"2000B","ESC","STL",2017,1070,1001
"2000B","ESC","STL",2018,966,855
"2000B","ESC","STL",2019,503,708
"2000B","ESC","STL",2020,762,692
"2000B","ESC","ORC",1999,82084,74024
"2000B","ESC","ORC",2000,67771,99486
"2000B","ESC","ORC",2001,130795,121855
"2000B","ESC","ORC",2002,171904,173188
"2000B","ESC","ORC",2003,183183,167828
"2000B","ESC","ORC",2004,138150,141891
"2000B","ESC","ORC",2005,106632,127671
"2000B","ESC","ORC",2006,109112,75234
"2000B","ESC","ORC",2007,46242,51069
"2000B","ESC","ORC",2008,39887,34655
"2000B","ESC","ORC",2009,53550,49091
"2000B","ESC","ORC",2010,72206,107566
"2000B","ESC","ORC",2011,99247,83709
"2000B","ESC","ORC",2012,91655,67994
"2000B","ESC","ORC",2013,117203,141868
"2000B","ESC","ORC",2014,133614,153398
"2000B","ESC","ORC",2015,144548,156848
"2000B","ESC","ORC",2016,103788,85296
"2000B","ESC","ORC",2017,79462,62092
"2000B","ESC","ORC",2018,58615,43720
"2000B","ESC","ORC",2019,42460,54705
"2000B","ESC","ORC",2020,68830,53458
