"","Fishery","Year","Observed_New","Model_New","Observed_Old","Model_Old"
"1","Total Catch",1979,NA,2295242.11,2993482,2622989.39
"2","Total Catch",1980,NA,2189682.41,2874404,2476998.1
"3","Total Catch",1981,NA,2156162.67,2434026,2357376.27
"4","Total Catch",1982,NA,2431510.75,2596592,2386928.91
"5","Total Catch",1983,NA,2465561.18,2128823,2211425.49
"6","Total Catch",1984,NA,2896996.98,2359119,2635202.24
"7","Total Catch",1985,NA,2023899.76,2051074,1983905.43
"8","Total Catch",1986,NA,2227486.34,2154780,2099514.34
"9","Total Catch",1987,NA,2428478.35,2310820,2149246.7
"10","Total Catch",1988,NA,2391633.89,2274589,2069878.94
"11","Total Catch",1989,NA,2145465.66,2067422,1887390.23
"12","Total Catch",1990,NA,2007399.04,1932198,1779265.68
"13","Total Catch",1991,NA,1800370.62,1674291,1654483.54
"14","Total Catch",1992,NA,1635414.31,1553147,1528728.27
"15","Total Catch",1993,NA,1589206.19,1514155,1462679.5
"16","Total Catch",1994,NA,1155749.05,1061448,1067908.38
"17","Total Catch",1995,NA,890100.21,774365,785440.98
"18","Total Catch",1996,NA,781658.29,682110,712324.83
"19","Total Catch",1997,NA,1073586.44,952602,959888.52
"20","Total Catch",1998,NA,865064.21,695297,736360.61
"21","Total Catch",1999,NA,874368.55,755593,775018.41
"22","Total Catch",2000,NA,768825.38,726860,665532.58
"23","Total Catch",2001,NA,1092424.8,1149760,976675.49
"24","Total Catch",2002,NA,1642512.1,1553765,1388255.9
"25","Total Catch",2003,NA,1717266.08,1558171,1478237.71
"26","Total Catch",2004,NA,1867049.77,1705888,1655641.72
"27","Total Catch",2005,NA,1783009.86,1527340,1573526.55
"28","Total Catch",2006,NA,1466749.86,1329005,1416468.22
"29","Total Catch",2007,NA,1187262.65,1123017,1138820.82
"30","Total Catch",2008,NA,957523.86,1004525,957679.61
"31","Total Catch",2009,NA,1048810.95,1011586,1051287.2
"32","Total Catch",2010,NA,1254751.92,1324901,1306168.53
"33","Total Catch",2011,NA,1432051.35,1479157,1527913.43
"34","Total Catch",2012,NA,1255497.1,1324139,1207723.69
"35","Total Catch",2013,NA,1484697.65,1382439,1504102.96
"36","Total Catch",2014,NA,2025037.16,1933872,2157284.12
"37","Total Catch",2015,NA,1844056.5,1787772,1787418.64
"38","Total Catch",2016,NA,1420543.07,1535065,1441220.17
"39","Total Pre-Terminal Catch",1979,2942419,1997722.33,2777226,2386338
"40","Total Pre-Terminal Catch",1980,2729763,1889094.51,2710220,2229554.87
"41","Total Pre-Terminal Catch",1981,2380669,1866906.6,2322804,2133571.64
"42","Total Pre-Terminal Catch",1982,2572277,2077315.79,2403843,2128728.17
"43","Total Pre-Terminal Catch",1983,2153334,2253684.71,2038704,2056368.09
"44","Total Pre-Terminal Catch",1984,2292535,2579155.19,2180050,2350602.81
"45","Total Pre-Terminal Catch",1985,2109570,1702673.68,1850212,1702843.5
"46","Total Pre-Terminal Catch",1986,2208392,1752395.1,1810171,1676708.63
"47","Total Pre-Terminal Catch",1987,2281201,1700934.32,1709885,1570021.73
"48","Total Pre-Terminal Catch",1988,2183723,1638544.71,1670160,1551126.08
"49","Total Pre-Terminal Catch",1989,2117483,1610876.3,1686736,1603915.6
"50","Total Pre-Terminal Catch",1990,2031795,1613962.39,1693812,1553815.35
"51","Total Pre-Terminal Catch",1991,1665637,1462442.3,1480165,1415094.41
"52","Total Pre-Terminal Catch",1992,1621167,1388183.67,1433051,1370294.22
"53","Total Pre-Terminal Catch",1993,1545678,1344363.85,1377715,1321490.25
"54","Total Pre-Terminal Catch",1994,1071856,960593.21,992408,952537.56
"55","Total Pre-Terminal Catch",1995,942793,678183.36,694184,656655.91
"56","Total Pre-Terminal Catch",1996,739239,522797.9,561708,564885.01
"57","Total Pre-Terminal Catch",1997,1022783,850097.23,818877,839345.27
"58","Total Pre-Terminal Catch",1998,792231,660246.42,606136,620634.61
"59","Total Pre-Terminal Catch",1999,750186,630575.07,619245,628732.11
"60","Total Pre-Terminal Catch",2000,731023,559401.84,585063,563619.59
"61","Total Pre-Terminal Catch",2001,1060131,743188.35,771395,747577.04
"62","Total Pre-Terminal Catch",2002,1505239,1194640.81,1145478,1130926.21
"63","Total Pre-Terminal Catch",2003,1576783,1262040.38,1183407,1202501.17
"64","Total Pre-Terminal Catch",2004,1657976,1399776.91,1320878,1363334.37
"65","Total Pre-Terminal Catch",2005,1550490,1315146.04,1256765,1318176.06
"66","Total Pre-Terminal Catch",2006,1181171,1073456.68,1102207,1143721.22
"67","Total Pre-Terminal Catch",2007,1055205,948443.64,981540,1010347.75
"68","Total Pre-Terminal Catch",2008,746993,658930.56,721307,753375.2
"69","Total Pre-Terminal Catch",2009,782799,740777.88,749306,776026.05
"70","Total Pre-Terminal Catch",2010,914017,842219.14,859555,948517.5
"71","Total Pre-Terminal Catch",2011,1141851,982667.63,1059192,1069390.02
"72","Total Pre-Terminal Catch",2012,1032940,869436.77,940070,939839.44
"73","Total Pre-Terminal Catch",2013,993423,811874.29,849288,985853.6
"74","Total Pre-Terminal Catch",2014,1516632,1329693.35,1302830,1545097.2
"75","Total Pre-Terminal Catch",2015,1239994,1099621.19,1110671,1166988.77
"76","Total Pre-Terminal Catch",2016,1048814,943893.64,1006000,1028133.6
"77","Alaska Troll",1979,337672,235414,337672,220878.63
"78","Alaska Troll",1980,303643,270766.57,303643,241617.48
"79","Alaska Troll",1981,248782,249954.15,248782,220042.68
"80","Alaska Troll",1982,241938,321916.49,241938,220708.3
"81","Alaska Troll",1983,269821,380821.59,269821,259084.34
"82","Alaska Troll",1984,235622,281282.61,235622,220428.34
"83","Alaska Troll",1985,211933,225222.18,211933,178965.7
"84","Alaska Troll",1986,231649,246174.48,231649,195614.79
"85","Alaska Troll",1987,231051,245538.94,231051,195109.8
"86","Alaska Troll",1988,217088,230700.43,217088,183318.87
"87","Alaska Troll",1989,224182,238239.25,224182,189309.3
"88","Alaska Troll",1990,263528,280052.38,263528,222534.85
"89","Alaska Troll",1991,231803,246338.15,231803,195744.79
"90","Alaska Troll",1992,162617,172813.83,162617,137321.07
"91","Alaska Troll",1993,212350,225665.31,212350,179317.81
"92","Alaska Troll",1994,177146,188253.91,177146,149589.97
"93","Alaska Troll",1995,115072,122287.49,115072,97171.95
"94","Alaska Troll",1996,107581,114326.82,107581,90846.22
"95","Alaska Troll",1997,221944,235860.9,221944,187419.45
"96","Alaska Troll",1998,183489,194994.61,183489,154946.34
"97","Alaska Troll",1999,132741,141064.46,132741,112092.45
"98","Alaska Troll",2000,133963,142363.14,133963,113124.37
"99","Alaska Troll",2001,128692,136761.61,128692,108673.31
"100","Alaska Troll",2002,298132,316826.24,298132,251756.01
"101","Alaska Troll",2003,307380,326654.11,307380,259565.45
"102","Alaska Troll",2004,321876,342059.06,321876,271806.47
"103","Alaska Troll",2005,304891,324009.09,304891,257463.61
"104","Alaska Troll",2006,263980,280532.83,263980,222916.55
"105","Alaska Troll",2007,240472,255550.74,240472,203065.36
"106","Alaska Troll",2008,126397,134322.71,126397,106735.27
"107","Alaska Troll",2009,159166,169146.45,159166,134406.93
"108","Alaska Troll",2010,178023,189185.84,178023,150330.59
"109","Alaska Troll",2011,220371,234189.28,220371,186091.16
"110","Alaska Troll",2012,191519,203528.13,191519,161727.25
"111","Alaska Troll",2013,134600,143040.03,134600,113662.3
"112","Alaska Troll",2014,340007,361326.98,340007,287117.16
"113","Alaska Troll",2015,251088,266832.29,251088,212029.92
"114","Alaska Troll",2016,266008,282687.97,266008,224629.08
"115","North B.C. Troll",1979,147576,169641.56,147576,130815.52
"116","North B.C. Troll",1980,157198,170455.81,157198,126432.2
"117","North B.C. Troll",1981,153065,169925.78,153065,120753.02
"118","North B.C. Troll",1982,173472,203215.71,173472,126647.73
"119","North B.C. Troll",1983,162837,218976.28,162837,163350.86
"120","North B.C. Troll",1984,185134,260252.36,185134,267965.19
"121","North B.C. Troll",1985,165845,201948.76,165845,158509.01
"122","North B.C. Troll",1986,175715,213967.43,175715,167942.45
"123","North B.C. Troll",1987,177457,216088.66,177457,169607.42
"124","North B.C. Troll",1988,152369,185539.06,152369,145629.12
"125","North B.C. Troll",1989,207679,252889.79,207679,198492.55
"126","North B.C. Troll",1990,154109,187657.82,154109,147292.15
"127","North B.C. Troll",1991,194018,236254.87,194018,185435.78
"128","North B.C. Troll",1992,142340,173326.81,142340,136043.7
"129","North B.C. Troll",1993,161686,196884.33,161686,154534.01
"130","North B.C. Troll",1994,164581,200409.57,164581,157300.94
"131","North B.C. Troll",1995,56857,69234.54,56857,54341.98
"132","North B.C. Troll",1996,8,0,8,7.63
"133","North B.C. Troll",1997,83261,101386.58,83261,79578.08
"134","North B.C. Troll",1998,109072,132816.47,109072,104247.35
"135","North B.C. Troll",1999,54097,65873.69,54097,51704.07
"136","North B.C. Troll",2000,9948,12113.73,9948,9507.95
"137","North B.C. Troll",2001,12934,15749.66,12934,12361.82
"138","North B.C. Troll",2002,102731,125095.11,102731,98186.85
"139","North B.C. Troll",2003,140497,171082.65,140497,134282.23
"140","North B.C. Troll",2004,167508,203973.78,167508,160098.44
"141","North B.C. Troll",2005,174806,212860.51,174806,167073.64
"142","North B.C. Troll",2006,151485,184462.66,151485,144784.23
"143","North B.C. Troll",2007,83235,101354.9,83235,79553.2
"144","North B.C. Troll",2008,52147,63499.19,52147,49840.34
"145","North B.C. Troll",2009,75470,91899.53,75470,72131.64
"146","North B.C. Troll",2010,90213,109851.97,90213,86222.54
"147","North B.C. Troll",2011,74660,90913.17,74660,71357.48
"148","North B.C. Troll",2012,80257,97728.64,80257,76706.9
"149","North B.C. Troll",2013,69264,84342.46,69264,66200.18
"150","North B.C. Troll",2014,172001,209444.93,172001,164392.71
"151","North B.C. Troll",2015,106703,129931.8,106703,101983.07
"152","North B.C. Troll",2016,147381,179465.22,147381,140861.75
"153","Central B.C. Troll",1979,109261,77058.88,109261,97634.58
"154","Central B.C. Troll",1980,98059,69469.79,98059,92464.57
"155","Central B.C. Troll",1981,78659,76882.23,78659,92687.75
"156","Central B.C. Troll",1982,75767,91066.59,75767,99159.68
"157","Central B.C. Troll",1983,105166,148869.57,105166,106295.88
"158","Central B.C. Troll",1984,83862,97244.85,83862,61129.97
"159","Central B.C. Troll",1985,28814,29327.6,28814,28740.7
"160","Central B.C. Troll",1986,52559,53495.93,52559,52425.27
"161","Central B.C. Troll",1987,64015,65156.16,64015,63852.08
"162","Central B.C. Troll",1988,31103,31657.41,31103,31023.87
"163","Central B.C. Troll",1989,19092,19432.32,19092,19043.4
"164","Central B.C. Troll",1990,27313,27799.85,27313,27243.52
"165","Central B.C. Troll",1991,27853,28349.49,27853,27782.1
"166","Central B.C. Troll",1992,42311,43065.18,42311,42203.36
"167","Central B.C. Troll",1993,24780,25221.71,24780,24716.95
"168","Central B.C. Troll",1994,20155,20514.33,20155,20103.66
"169","Central B.C. Troll",1995,4681,4764.41,4681,4669.06
"170","Central B.C. Troll",1996,0,0,0,0
"171","Central B.C. Troll",1997,10520,10707.57,10520,10493.26
"172","Central B.C. Troll",1998,4317,4393.97,4317,4305.95
"173","Central B.C. Troll",1999,2346,2387.83,2346,2339.99
"174","Central B.C. Troll",2000,85,86.53,85,84.76
"175","Central B.C. Troll",2001,453,461.07,453,451.87
"176","Central B.C. Troll",2002,611,621.93,611,609.47
"177","Central B.C. Troll",2003,719,731.86,719,717.13
"178","Central B.C. Troll",2004,316,321.62,316,315.23
"179","Central B.C. Troll",2005,24,24.39,24,23.93
"180","Central B.C. Troll",2006,0,0,0,0
"181","Central B.C. Troll",2007,0,0,0,0
"182","Central B.C. Troll",2008,9,9.18,9,8.95
"183","Central B.C. Troll",2009,0,0,0,0
"184","Central B.C. Troll",2010,0,0,0,0
"185","Central B.C. Troll",2011,0,0,0,0
"186","Central B.C. Troll",2012,0,0,0,0
"187","Central B.C. Troll",2013,0,0,0,0
"188","Central B.C. Troll",2014,0,0,0,0
"189","Central B.C. Troll",2015,0,0,0,0
"190","Central B.C. Troll",2016,0,0,0,0
"191","West Coast Vancouver Island Troll",1979,477222,389793.27,477222,339816.12
"192","West Coast Vancouver Island Troll",1980,486303,341546.71,486303,300432.51
"193","West Coast Vancouver Island Troll",1981,423266,323149.91,423266,288052.01
"194","West Coast Vancouver Island Troll",1982,538510,347915.07,538510,309696.57
"195","West Coast Vancouver Island Troll",1983,395636,457128.49,395636,469666.65
"196","West Coast Vancouver Island Troll",1984,471294,718721.91,471294,618140.91
"197","West Coast Vancouver Island Troll",1985,345937,319426.96,345937,288150.19
"198","West Coast Vancouver Island Troll",1986,350227,323388.26,350227,291723.58
"199","West Coast Vancouver Island Troll",1987,378931,349892.59,378931,315632.76
"200","West Coast Vancouver Island Troll",1988,408668,377350.79,408668,340402.42
"201","West Coast Vancouver Island Troll",1989,203751,188137.03,203751,169715.56
"202","West Coast Vancouver Island Troll",1990,297858,275032.38,297858,248102.51
"203","West Coast Vancouver Island Troll",1991,203035,187475.97,203035,169119.15
"204","West Coast Vancouver Island Troll",1992,340146,314079.76,340146,283326.64
"205","West Coast Vancouver Island Troll",1993,277033,255803.24,277033,230756.24
"206","West Coast Vancouver Island Troll",1994,150039,138541.14,150039,124975.84
"207","West Coast Vancouver Island Troll",1995,81454,75211.97,81454,67847.55
"208","West Coast Vancouver Island Troll",1996,4,0,4,3.37
"209","West Coast Vancouver Island Troll",1997,52688,48650.36,52688,43886.83
"210","West Coast Vancouver Island Troll",1998,5140,0,5140,4281.41
"211","West Coast Vancouver Island Troll",1999,7434,6864.3,7434,6192.19
"212","West Coast Vancouver Island Troll",2000,64547,59600.6,64547,53764.76
"213","West Coast Vancouver Island Troll",2001,79668,73562.84,79668,66359.92
"214","West Coast Vancouver Island Troll",2002,126383,116697.93,126383,105271.45
"215","West Coast Vancouver Island Troll",2003,146736,135491.26,146736,122224.6
"216","West Coast Vancouver Island Troll",2004,171166,158049.13,171166,142573.71
"217","West Coast Vancouver Island Troll",2005,148798,137395.22,148798,123942.16
"218","West Coast Vancouver Island Troll",2006,108978,100626.77,108978,90773.85
"219","West Coast Vancouver Island Troll",2007,92921,85800.21,92921,77399.06
"220","West Coast Vancouver Island Troll",2008,94704,87446.59,94704,78884.24
"221","West Coast Vancouver Island Troll",2009,58191,53731.64,58191,48470.52
"222","West Coast Vancouver Island Troll",2010,84123,77676.5,84123,70070.73
"223","West Coast Vancouver Island Troll",2011,129023,119135.66,129023,107470.46
"224","West Coast Vancouver Island Troll",2012,60530,55891.39,60530,50418.78
"225","West Coast Vancouver Island Troll",2013,49526,45730.71,49526,41252.98
"226","West Coast Vancouver Island Troll",2014,129204,119302.8,129204,107621.2
"227","West Coast Vancouver Island Troll",2015,68522,63271.02,68522,57075.85
"228","West Coast Vancouver Island Troll",2016,60831,56169.34,60831,50669.52
"229","North of Falcon Troll",1979,140844,171798.51,140844,191392.43
"230","North of Falcon Troll",1980,136391,134709.01,136391,150607.65
"231","North of Falcon Troll",1981,125161,141213.16,125161,160119.05
"232","North of Falcon Troll",1982,173744,146677.4,173744,164656.41
"233","North of Falcon Troll",1983,82075,69824.37,82075,68558.12
"234","North of Falcon Troll",1984,31125,24651.54,31125,40784.52
"235","North of Falcon Troll",1985,68088,68041.98,68088,76659.34
"236","North of Falcon Troll",1986,82000,81944.54,82000,92322.67
"237","North of Falcon Troll",1987,126000,125914.82,126000,141861.59
"238","North of Falcon Troll",1988,157000,156893.81,157000,176764.07
"239","North of Falcon Troll",1989,140600,140504.97,140600,158299.57
"240","North of Falcon Troll",1990,113628,113551.2,113628,127932.16
"241","North of Falcon Troll",1991,88862,88801.92,88862,100048.45
"242","North of Falcon Troll",1992,100624,100555.94,100624,113291.17
"243","North of Falcon Troll",1993,65937,65892.47,65937,74237.52
"244","North of Falcon Troll",1994,7919,7913.66,7919,8915.87
"245","North of Falcon Troll",1995,15906,15895.24,15906,17908.38
"246","North of Falcon Troll",1996,22210,22195.02,22210,25005.9
"247","North of Falcon Troll",1997,21358,21343.53,21358,24046.66
"248","North of Falcon Troll",1998,21329,21314.58,21329,24013.98
"249","North of Falcon Troll",1999,45581,45550.16,45581,51319
"250","North of Falcon Troll",2000,20506,20492.13,20506,23087.42
"251","North of Falcon Troll",2001,56137,56099.08,56137,63203.87
"252","North of Falcon Troll",2002,108245,108171.81,108245,121871.49
"253","North of Falcon Troll",2003,102194,102124.88,102194,115058.75
"254","North of Falcon Troll",2004,108975,108901.32,108975,122693.43
"255","North of Falcon Troll",2005,92470,92407.52,92470,104110.67
"256","North of Falcon Troll",2006,58428,58388.49,58428,65783.24
"257","North of Falcon Troll",2007,43071,43041.89,43071,48493.08
"258","North of Falcon Troll",2008,36916,36891.04,36916,41563.21
"259","North of Falcon Troll",2009,28690,28670.6,28690,32301.69
"260","North of Falcon Troll",2010,90576,90514.77,90576,101978.26
"261","North of Falcon Troll",2011,65523,65478.74,65523,73771.44
"262","North of Falcon Troll",2012,100818,100749.86,100818,113509.58
"263","North of Falcon Troll",2013,95210,95145.66,95210,107195.61
"264","North of Falcon Troll",2014,121490,121407.85,121490,136783.88
"265","North of Falcon Troll",2015,130148,130060.06,130148,146531.77
"266","North of Falcon Troll",2016,42234,42205.47,42234,47550.65
"2301","South of Falcon Troll",1979,112280,34224.14,NA,NA
"2311","South of Falcon Troll",1980,131294,29749.51,NA,NA
"2321","South of Falcon Troll",1981,64102,29053.74,NA,NA
"2331","South of Falcon Troll",1982,145148,30210.59,NA,NA
"2341","South of Falcon Troll",1983,47519,8841.73,NA,NA
"2351","South of Falcon Troll",1984,36084,14136.71,NA,NA
"2361","South of Falcon Troll",1985,193770,52816.81,NA,NA
"2371","South of Falcon Troll",1986,342092,93245.63,NA,NA
"2381","South of Falcon Troll",1987,479427,130679.67,NA,NA
"2391","South of Falcon Troll",1988,430383,117311.5,NA,NA
"2401","South of Falcon Troll",1989,333585,90926.8,NA,NA
"2411","South of Falcon Troll",1990,227637,62048.07,NA,NA
"2421","South of Falcon Troll",1991,73323,19985.99,NA,NA
"2431","South of Falcon Troll",1992,108247,29505.38,NA,NA
"2441","South of Falcon Troll",1993,81112,22109.1,NA,NA
"2451","South of Falcon Troll",1994,23729,6467.93,NA,NA
"2461","South of Falcon Troll",1995,210464,57367.15,NA,NA
"2471","South of Falcon Troll",1996,166645,45423.2,NA,NA
"2481","South of Falcon Troll",1997,146158,39838.96,NA,NA
"2491","South of Falcon Troll",1998,123468,33654.29,NA,NA
"2501","South of Falcon Troll",1999,61156,16669.58,NA,NA
"2511","South of Falcon Troll",2000,130192,35487.05,NA,NA
"2521","South of Falcon Troll",2001,267273,72851.85,NA,NA
"2531","South of Falcon Troll",2002,284589,77571.76,NA,NA
"2541","South of Falcon Troll",2003,314222,85648.96,NA,NA
"2551","South of Falcon Troll",2004,241107,65719.68,NA,NA
"2561","South of Falcon Troll",2005,238944,65130.08,NA,NA
"2571","South of Falcon Troll",2006,23738,6470.36,NA,NA
"2581","South of Falcon Troll",2007,29947,8162.82,NA,NA
"2591","South of Falcon Troll",2008,284,77.4,NA,NA
"2601","South of Falcon Troll",2009,437,119.11,NA,NA
"2611","South of Falcon Troll",2010,27444,7480.54,NA,NA
"2621","South of Falcon Troll",2011,27919,7610.01,NA,NA
"2631","South of Falcon Troll",2012,59213,16139.98,NA,NA
"2641","South of Falcon Troll",2013,103996,28346.65,NA,NA
"2651","South of Falcon Troll",2014,175768,47909.92,NA,NA
"2661","South of Falcon Troll",2015,89154,24301.1,NA,NA
"267","South of Falcon Troll",2016,39820,10853.93,NA,NA
"1100","Georgia Strait Troll",1979,254997,153224.85,254997,214234.39
"268","Georgia Strait Troll",1980,273169,129847.35,273169,184134.33
"310","Georgia Strait Troll",1981,239662,156406.4,239662,176649.64
"410","Georgia Strait Troll",1982,179046,148461.62,179046,166838.74
"510","Georgia Strait Troll",1983,104978,86717.09,104978,123135.86
"610","Georgia Strait Troll",1984,89992,96023.13,89992,110408.13
"710","Georgia Strait Troll",1985,56009,37802.93,56009,47844.78
"810","Georgia Strait Troll",1986,43925,29646.92,43925,37522.16
"910","Georgia Strait Troll",1987,38064,25691.07,38064,32515.53
"1010","Georgia Strait Troll",1988,20244,13663.57,20244,17293.11
"1110","Georgia Strait Troll",1989,28443,19197.42,28443,24296.97
"1210","Georgia Strait Troll",1990,34301,23151.24,34301,29301.05
"1310","Georgia Strait Troll",1991,32404,21870.89,32404,27680.58
"1410","Georgia Strait Troll",1992,37250,25141.65,37250,31820.17
"1510","Georgia Strait Troll",1993,33292,22470.22,33292,28439.14
"1610","Georgia Strait Troll",1994,12917,8718.25,12917,11034.13
"1710","Georgia Strait Troll",1995,139,93.8,139,118.76
"1810","Georgia Strait Troll",1996,14,9.41,14,11.96
"1910","Georgia Strait Troll",1997,806,544,806,688.55
"2010","Georgia Strait Troll",1998,303,204.5,303,258.84
"2110","Georgia Strait Troll",1999,219,147.85,219,187.08
"2210","Georgia Strait Troll",2000,609,411.07,609,520.23
"2310","Georgia Strait Troll",2001,311,209.88,311,265.65
"2410","Georgia Strait Troll",2002,459,309.82,459,392.09
"2510","Georgia Strait Troll",2003,279,188.32,279,238.3
"269","Georgia Strait Troll",2004,389,262.54,389,332.32
"271","Georgia Strait Troll",2005,11,7.42,11,9.39
"281","Georgia Strait Troll",2006,0,0,0,0
"291","Georgia Strait Troll",2007,0,0,0,0
"301","Georgia Strait Troll",2008,0,0,0,0
"311","Georgia Strait Troll",2009,0,0,0,0
"321","Georgia Strait Troll",2010,5,3.34,5,4.26
"331","Georgia Strait Troll",2011,0,0,0,0
"341","Georgia Strait Troll",2012,0,0,0,0
"351","Georgia Strait Troll",2013,0,0,0,0
"361","Georgia Strait Troll",2014,0,0,0,0
"371","Georgia Strait Troll",2015,0,0,0,0
"381","Georgia Strait Troll",2016,0,0,0,0
"1101","Alaska Net",1979,28388,17926.87,28388,15361.46
"270","Alaska Net",1980,20114,21393.19,20114,15082.59
"312","Alaska Net",1981,18952,22619.09,18952,16306.13
"411","Alaska Net",1982,46992,30259.69,46992,17771.41
"511","Alaska Net",1983,19516,26137.17,19516,9943.3
"611","Alaska Net",1984,32405,42515.54,32405,17219.24
"711","Alaska Net",1985,33329,32224.06,33329,18367.5
"811","Alaska Net",1986,20564,19882.26,20564,11332.72
"911","Alaska Net",1987,13979,13515.57,13979,7703.77
"1011","Alaska Net",1988,17448,16869.58,17448,9615.49
"1111","Alaska Net",1989,18549,17934.01,18549,10222.27
"1211","Alaska Net",1990,16108,15573.96,16108,8877.03
"1311","Alaska Net",1991,21039,20341.48,21039,11594.49
"1411","Alaska Net",1992,24017,23220.77,24017,13235.67
"1511","Alaska Net",1993,16166,15630.04,16166,8909
"1611","Alaska Net",1994,22552,21804.36,22552,12428.28
"1711","Alaska Net",1995,26371,25496.72,26371,14532.92
"1811","Alaska Net",1996,8441,8161.19,8441,4651.81
"1911","Alaska Net",1997,11447,11067.53,11447,6308.38
"2011","Alaska Net",1998,13360,12917.08,13360,7362.66
"2111","Alaska Net",1999,12943,12513.91,12943,7132.86
"2211","Alaska Net",2000,11091,10723.36,11091,6112.19
"2312","Alaska Net",2001,13502,13054.36,13502,7440.9
"2412","Alaska Net",2002,13497,13049.55,13497,7438.14
"2512","Alaska Net",2003,23534,22753.79,23534,12969.47
"2610","Alaska Net",2004,39730,38412.83,39730,21895.03
"272","Alaska Net",2005,20415,19738.2,20415,11250.6
"282","Alaska Net",2006,26710,25824.48,26710,14719.79
"292","Alaska Net",2007,25428,24585,25428,14013.25
"302","Alaska Net",2008,13839,13380.21,13839,7626.62
"313","Alaska Net",2009,20744,20056.24,20744,11431.92
"322","Alaska Net",2010,8411,8132.15,8411,4635.29
"332","Alaska Net",2011,16338,15796.35,16338,9003.79
"342","Alaska Net",2012,13311,12869.72,13311,7335.62
"352","Alaska Net",2013,13522,13073.7,13522,7451.92
"362","Alaska Net",2014,21208,20504.9,21208,11687.65
"372","Alaska Net",2015,18766,18143.82,18766,10341.86
"382","Alaska Net",2016,25206,24370.31,25206,13890.93
"1102","North B.C. Net",1979,55472,27072.39,55472,36004.34
"273","North B.C. Net",1980,35882,27942.96,35882,31955.24
"314","North B.C. Net",1981,53337,27185.86,53337,34465.36
"412","North B.C. Net",1982,77462,32852.24,77462,35493.17
"512","North B.C. Net",1983,25318,41641.81,25318,25684.4
"612","North B.C. Net",1984,47293,46614.1,47293,37777.14
"712","North B.C. Net",1985,63177,43575.46,63177,43161.84
"812","North B.C. Net",1986,38061,26252.14,38061,26002.91
"912","North B.C. Net",1987,38579,26609.33,38579,26356.77
"1012","North B.C. Net",1988,27550,19002.31,27550,18821.89
"1112","North B.C. Net",1989,42005,28972.57,42005,28697.36
"1212","North B.C. Net",1990,32132,22162.73,32132,21952.25
"1312","North B.C. Net",1991,49303,34006.39,49303,33683.27
"1412","North B.C. Net",1992,35004,24144.21,35004,23914.39
"1512","North B.C. Net",1993,35883,24750.37,35883,24514.89
"1612","North B.C. Net",1994,18910,13043.49,18910,12919.12
"1712","North B.C. Net",1995,24300,16760.93,24300,16601.47
"1812","North B.C. Net",1996,30589,21098.34,33080,22599.89
"1912","North B.C. Net",1997,20831,14367.94,22355,15272.7
"2012","North B.C. Net",1998,6136,4232.28,7833,5351.43
"2112","North B.C. Net",1999,8662,5974.56,11387,7779.45
"2212","North B.C. Net",2000,19715,13598.24,22849,15610.22
"2313","North B.C. Net",2001,22667,15634.23,25410,17359.86
"2413","North B.C. Net",2002,13515,9321.81,15211,10391.98
"2513","North B.C. Net",2003,13400,9242.48,15230,10405.01
"2612","North B.C. Net",2004,11917,8219.79,12305,8406.62
"274","North B.C. Net",2005,6850,4724.74,6850,4679.87
"283","North B.C. Net",2006,12561,8663.88,12561,8581.53
"293","North B.C. Net",2007,10079,6952.27,10079,6885.87
"303","North B.C. Net",2008,5938,4095.7,5938,4056.79
"315","North B.C. Net",2009,3083,2126.46,3083,2106.23
"323","North B.C. Net",2010,2182,1505.02,2182,1490.74
"333","North B.C. Net",2011,3586,2473.43,3586,2449.9
"343","North B.C. Net",2012,780,538,780,532.87
"353","North B.C. Net",2013,2126,1466.44,2126,1452.46
"363","North B.C. Net",2014,2632,1815.44,2632,1798.19
"373","North B.C. Net",2015,2434,1678.84,2434,1662.87
"383","North B.C. Net",2016,1222,842.83,1222,834.86
"1103","Central B.C. Net",1979,76120,48814.79,76120,68242.49
"275","Central B.C. Net",1980,49142,43574.63,49142,64452.43
"316","Central B.C. Net",1981,29458,48884.54,29458,57965.78
"413","Central B.C. Net",1982,47082,53555.84,47082,56230.95
"513","Central B.C. Net",1983,32575,52991.7,32575,16839.21
"613","Central B.C. Net",1984,9644,75122,9644,8734.56
"713","Central B.C. Net",1985,27141,35919.07,27141,30304.76
"813","Central B.C. Net",1986,55391,73305.85,55391,61847.67
"913","Central B.C. Net",1987,21395,28314.66,21395,23888.92
"1013","Central B.C. Net",1988,21224,28088.33,21224,23698.04
"1113","Central B.C. Net",1989,6275,8304.5,6275,7006.44
"1213","Central B.C. Net",1990,28489,37703.08,28489,31809.84
"1313","Central B.C. Net",1991,15024,19883.11,15024,16775.28
"1413","Central B.C. Net",1992,17030,22537.99,17030,19015.11
"1513","Central B.C. Net",1993,7791,10310.78,7791,8699.14
"1613","Central B.C. Net",1994,9310,12321.26,9310,10395.24
"1713","Central B.C. Net",1995,3992,5283.1,3992,4457.36
"1813","Central B.C. Net",1996,7201,9529.98,7201,8040.42
"1913","Central B.C. Net",1997,3650,4830.51,3650,4075.5
"2013","Central B.C. Net",1998,5467,7235.17,5467,6104.29
"2113","Central B.C. Net",1999,4342,5746.33,4342,4848.13
"2213","Central B.C. Net",2000,3197,4231,3197,3569.68
"2314","Central B.C. Net",2001,6465,8555.92,6465,7218.58
