"","Fishery","Year","Observed_New","Model_New","Observed_Old","Model_Old"
"1384","Canadian Transboundary River Freshwater Net",1990,923,777.44,NA,NA
"1385","Canadian Transboundary River Freshwater Net",1991,939,616.33,NA,NA
"1386","Canadian Transboundary River Freshwater Net",1992,251,253.65,NA,NA
"1387","Canadian Transboundary River Freshwater Net",1993,389,210.11,NA,NA
"1388","Canadian Transboundary River Freshwater Net",1994,593,320.13,NA,NA
"1389","Canadian Transboundary River Freshwater Net",1995,1624,966.84,NA,NA
"1390","Canadian Transboundary River Freshwater Net",1996,1098,935.77,NA,NA
"1391","Canadian Transboundary River Freshwater Net",1997,531,374.48,NA,NA
"1392","Canadian Transboundary River Freshwater Net",1998,346,333.61,NA,NA
"1393","Canadian Transboundary River Freshwater Net",1999,430,194.18,NA,NA
"1394","Canadian Transboundary River Freshwater Net",2000,142,129.51,NA,NA
"1395","Canadian Transboundary River Freshwater Net",2001,277,242.75,NA,NA
"1396","Canadian Transboundary River Freshwater Net",2002,317,223.46,NA,NA
"1397","Canadian Transboundary River Freshwater Net",2003,228,133.12,NA,NA
"1398","Canadian Transboundary River Freshwater Net",2004,185,129.44,NA,NA
"1399","Canadian Transboundary River Freshwater Net",2005,114,92.37,NA,NA
"1400","Canadian Transboundary River Freshwater Net",2006,17,11.25,NA,NA
"1401","Canadian Transboundary River Freshwater Net",2007,41,22,NA,NA
"1402","Canadian Transboundary River Freshwater Net",2008,7,4.75,NA,NA
"1403","Canadian Transboundary River Freshwater Net",2009,125,50.16,NA,NA
"1404","Canadian Transboundary River Freshwater Net",2010,294,181.97,NA,NA
"1405","Canadian Transboundary River Freshwater Net",2011,214,159.62,NA,NA
"1406","Canadian Transboundary River Freshwater Net",2012,85,81.99,NA,NA
"1407","Canadian Transboundary River Freshwater Net",2013,72,42.35,NA,NA
"1408","Canadian Transboundary River Freshwater Net",2014,43,31.3,NA,NA
"1409","Canadian Transboundary River Freshwater Net",2015,131.3353269,74.14,NA,NA
"14101","Canadian Transboundary River Freshwater Net",2016,30,38.36,NA,NA
"1487","Columbia River Sport",1979,38700,29923.78,NA,NA
"1488","Columbia River Sport",1980,15011,32342.51,NA,NA
"1489","Columbia River Sport",1981,21151,38296.8,NA,NA
"1490","Columbia River Sport",1982,31236,45152.37,NA,NA
"1491","Columbia River Sport",1983,23206,40396.39,NA,NA
"1492","Columbia River Sport",1984,43760,60039.35,NA,NA
"1493","Columbia River Sport",1985,45444,44644.35,NA,NA
"1494","Columbia River Sport",1986,57993,59389.18,NA,NA
"1495","Columbia River Sport",1987,105835,103260.6,NA,NA
"1496","Columbia River Sport",1988,97638,94257.65,NA,NA
"1497","Columbia River Sport",1989,88088,88683.16,NA,NA
"1498","Columbia River Sport",1990,79467,77582.16,NA,NA
"1499","Columbia River Sport",1991,79260,80570.8,NA,NA
"1500","Columbia River Sport",1992,56417,55613.91,NA,NA
"1501","Columbia River Sport",1993,64995,62429.67,NA,NA
"1502","Columbia River Sport",1994,29634,30616.87,NA,NA
"1503","Columbia River Sport",1995,36394,37833,NA,NA
"1504","Columbia River Sport",1996,31672,32918.43,NA,NA
"1505","Columbia River Sport",1997,45984,39477.65,NA,NA
"1506","Columbia River Sport",1998,34342,32967.82,NA,NA
"1507","Columbia River Sport",1999,45094,46365.52,NA,NA
"1508","Columbia River Sport",2000,49631,37101.78,NA,NA
"1509","Columbia River Sport",2001,135040,56159.43,NA,NA
"15101","Columbia River Sport",2002,143135,102190.79,NA,NA
"15111","Columbia River Sport",2003,141114,111343.92,NA,NA
"15121","Columbia River Sport",2004,140790,106097.73,NA,NA
"15131","Columbia River Sport",2005,87170,79967.33,NA,NA
"15141","Columbia River Sport",2006,66780,57601.13,NA,NA
"15151","Columbia River Sport",2007,50947,44885.69,NA,NA
"15161","Columbia River Sport",2008,83095,43205.72,NA,NA
"15171","Columbia River Sport",2009,86056,51598.03,NA,NA
"15181","Columbia River Sport",2010,159308,72535.69,NA,NA
"15191","Columbia River Sport",2011,145092,83239.07,NA,NA
"15201","Columbia River Sport",2012,145108,100448.34,NA,NA
"15211","Columbia River Sport",2013,154641,140248.89,NA,NA
"15221","Columbia River Sport",2014,177803,128489.38,NA,NA
"15231","Columbia River Sport",2015,204687,151189.86,NA,NA
"15241","Columbia River Sport",2016,204687,91489.28,NA,NA
"15251","Alaska Terminal Sport",1979,4262,2054.91,NA,NA
"15261","Alaska Terminal Sport",1980,6516,3496.3,NA,NA
"15271","Alaska Terminal Sport",1981,4774,3888.18,NA,NA
"1528","Alaska Terminal Sport",1982,4172,2415.07,NA,NA
"1529","Alaska Terminal Sport",1983,4195,2997.85,NA,NA
"1530","Alaska Terminal Sport",1984,3765,1948.47,NA,NA
"1531","Alaska Terminal Sport",1985,3785,2276.69,NA,NA
"1532","Alaska Terminal Sport",1986,3250,2264.23,NA,NA
"1533","Alaska Terminal Sport",1987,4473,3583.57,NA,NA
"1534","Alaska Terminal Sport",1988,5169,2533.98,NA,NA
"1535","Alaska Terminal Sport",1989,5697,3755.77,NA,NA
"1536","Alaska Terminal Sport",1990,5590,3624.59,NA,NA
"1537","Alaska Terminal Sport",1991,8448,4392.5,NA,NA
"1538","Alaska Terminal Sport",1992,5334,3840.72,NA,NA
"1539","Alaska Terminal Sport",1993,7528,4399.22,NA,NA
"1540","Alaska Terminal Sport",1994,5095,3265.34,NA,NA
"1541","Alaska Terminal Sport",1995,6346,2803.57,NA,NA
"1542","Alaska Terminal Sport",1996,4646,3249.72,NA,NA
"1543","Alaska Terminal Sport",1997,6843,4187.56,NA,NA
"1544","Alaska Terminal Sport",1998,3197,1806.59,NA,NA
"1545","Alaska Terminal Sport",1999,5201,2437.93,NA,NA
"1546","Alaska Terminal Sport",2000,4568,2136.05,NA,NA
"1547","Alaska Terminal Sport",2001,4521,2973.86,NA,NA
"1548","Alaska Terminal Sport",2002,4764,2915.16,NA,NA
"1549","Alaska Terminal Sport",2003,4741,2363.52,NA,NA
"1550","Alaska Terminal Sport",2004,5774,2833.39,NA,NA
"1551","Alaska Terminal Sport",2005,11538,8359.31,NA,NA
"1552","Alaska Terminal Sport",2006,9189,5751.97,NA,NA
"1553","Alaska Terminal Sport",2007,6373,3988.97,NA,NA
"1554","Alaska Terminal Sport",2008,4723,2335.93,NA,NA
"1555","Alaska Terminal Sport",2009,3143,1802.02,NA,NA
"1556","Alaska Terminal Sport",2010,3693,2038.7,NA,NA
"1557","Alaska Terminal Sport",2011,3139,1684.57,NA,NA
"1558","Alaska Terminal Sport",2012,2408,1519.76,NA,NA
"1559","Alaska Terminal Sport",2013,2377,1443.41,NA,NA
"1560","Alaska Terminal Sport",2014,4122,2107.4,NA,NA
"1561","Alaska Terminal Sport",2015,2283,1271.84,NA,NA
"1562","Alaska Terminal Sport",2016,1262,1006.16,NA,NA
"1563","North B.C. Freshwater Sport",1979,1960,1301.26,NA,NA
"1564","North B.C. Freshwater Sport",1980,4515,1442.04,NA,NA
"1565","North B.C. Freshwater Sport",1981,2613,1461.6,NA,NA
"1566","North B.C. Freshwater Sport",1982,2726,1287.19,NA,NA
"1567","North B.C. Freshwater Sport",1983,5374,1824.71,NA,NA
"1568","North B.C. Freshwater Sport",1984,3426,1735.1,NA,NA
"1569","North B.C. Freshwater Sport",1985,3186,2328.73,NA,NA
"1570","North B.C. Freshwater Sport",1986,4410,2721.05,NA,NA
"1571","North B.C. Freshwater Sport",1987,3625,6013.02,NA,NA
"1572","North B.C. Freshwater Sport",1988,3745,6272.82,NA,NA
"1573","North B.C. Freshwater Sport",1989,5247,4842.63,NA,NA
"1574","North B.C. Freshwater Sport",1990,4090,3451.78,NA,NA
"1575","North B.C. Freshwater Sport",1991,4764,2977.48,NA,NA
"1576","North B.C. Freshwater Sport",1992,6182,4174,NA,NA
"1577","North B.C. Freshwater Sport",1993,7813,3386.4,NA,NA
"1578","North B.C. Freshwater Sport",1994,3093,6529.41,NA,NA
"1579","North B.C. Freshwater Sport",1995,3503,2789.38,NA,NA
"1580","North B.C. Freshwater Sport",1996,1250,6233.52,NA,NA
"1581","North B.C. Freshwater Sport",1997,0,5501.05,NA,NA
"1582","North B.C. Freshwater Sport",1998,0,3580.08,NA,NA
"1583","North B.C. Freshwater Sport",1999,0,4149.39,NA,NA
"1584","North B.C. Freshwater Sport",2000,0,3381.45,NA,NA
"1585","North B.C. Freshwater Sport",2001,0,6096.71,NA,NA
"1586","North B.C. Freshwater Sport",2002,0,5245.24,NA,NA
"1587","North B.C. Freshwater Sport",2003,5711,4113.06,NA,NA
"1588","North B.C. Freshwater Sport",2004,0,5864.6,NA,NA
"1589","North B.C. Freshwater Sport",2005,0,2796.08,NA,NA
"1590","North B.C. Freshwater Sport",2006,0,3519.58,NA,NA
"1591","North B.C. Freshwater Sport",2007,0,3836.93,NA,NA
"1592","North B.C. Freshwater Sport",2008,0,2454.64,NA,NA
"1593","North B.C. Freshwater Sport",2009,0,3063.97,NA,NA
"1594","North B.C. Freshwater Sport",2010,2689,3603.61,NA,NA
"1595","North B.C. Freshwater Sport",2011,2540,1575.74,NA,NA
"1596","North B.C. Freshwater Sport",2012,421,969.63,NA,NA
"1597","North B.C. Freshwater Sport",2013,2024,1291.57,NA,NA
"1598","North B.C. Freshwater Sport",2014,2302,1632.38,NA,NA
"1599","North B.C. Freshwater Sport",2015,3442,1729.52,NA,NA
"1600","North B.C. Freshwater Sport",2016,3442,1101.48,NA,NA
"1601","Central B.C. Freshwater Sport",1979,1940,130.91,NA,NA
"1602","Central B.C. Freshwater Sport",1980,988,146.24,NA,NA
"1603","Central B.C. Freshwater Sport",1981,1261,849.87,NA,NA
"1604","Central B.C. Freshwater Sport",1982,1293,201.37,NA,NA
"1605","Central B.C. Freshwater Sport",1983,821,188.47,NA,NA
"1606","Central B.C. Freshwater Sport",1984,1332,202.71,NA,NA
"1607","Central B.C. Freshwater Sport",1985,823,295.14,NA,NA
"1608","Central B.C. Freshwater Sport",1986,1245,340.57,NA,NA
"1609","Central B.C. Freshwater Sport",1987,1563,302.41,NA,NA
"16101","Central B.C. Freshwater Sport",1988,1496,263.26,NA,NA
"16111","Central B.C. Freshwater Sport",1989,4526,256.39,NA,NA
"16121","Central B.C. Freshwater Sport",1990,5626,281.34,NA,NA
"16131","Central B.C. Freshwater Sport",1991,3335,402.25,NA,NA
"16141","Central B.C. Freshwater Sport",1992,3204,538.95,NA,NA
"16151","Central B.C. Freshwater Sport",1993,2880,477.05,NA,NA
"16161","Central B.C. Freshwater Sport",1994,973,359.06,NA,NA
"16171","Central B.C. Freshwater Sport",1995,1180,244.3,NA,NA
"16181","Central B.C. Freshwater Sport",1996,3986,181.77,NA,NA
"16191","Central B.C. Freshwater Sport",1997,1139,203.35,NA,NA
"16201","Central B.C. Freshwater Sport",1998,779,218.1,NA,NA
"16211","Central B.C. Freshwater Sport",1999,0,290.57,NA,NA
"16221","Central B.C. Freshwater Sport",2000,0,279.74,NA,NA
"16231","Central B.C. Freshwater Sport",2001,1024,353.93,NA,NA
"16241","Central B.C. Freshwater Sport",2002,723,289.53,NA,NA
"16251","Central B.C. Freshwater Sport",2003,491,183.36,NA,NA
"16261","Central B.C. Freshwater Sport",2004,524,234.9,NA,NA
"16271","Central B.C. Freshwater Sport",2005,809,230.7,NA,NA
"1628","Central B.C. Freshwater Sport",2006,0,302.53,NA,NA
"1629","Central B.C. Freshwater Sport",2007,522,197.28,NA,NA
"1630","Central B.C. Freshwater Sport",2008,276,213.41,NA,NA
"1631","Central B.C. Freshwater Sport",2009,0,250.79,NA,NA
"1632","Central B.C. Freshwater Sport",2010,0,184.74,NA,NA
"1633","Central B.C. Freshwater Sport",2011,646,141.49,NA,NA
"1634","Central B.C. Freshwater Sport",2012,524,321.18,NA,NA
"1635","Central B.C. Freshwater Sport",2013,1506,363.51,NA,NA
"1636","Central B.C. Freshwater Sport",2014,2134,298.56,NA,NA
"1637","Central B.C. Freshwater Sport",2015,1270,312.42,NA,NA
"1638","Central B.C. Freshwater Sport",2016,1270,232.73,NA,NA
"1639","West Coast Vancouver Island Freshwater Sport",1979,0,673.84,NA,NA
"1640","West Coast Vancouver Island Freshwater Sport",1980,0,844.26,NA,NA
"1641","West Coast Vancouver Island Freshwater Sport",1981,0,584.26,NA,NA
"1642","West Coast Vancouver Island Freshwater Sport",1982,0,960.33,NA,NA
"1643","West Coast Vancouver Island Freshwater Sport",1983,0,614.9,NA,NA
"1644","West Coast Vancouver Island Freshwater Sport",1984,0,744.11,NA,NA
"1645","West Coast Vancouver Island Freshwater Sport",1985,0,758.89,NA,NA
"1646","West Coast Vancouver Island Freshwater Sport",1986,0,503.89,NA,NA
"1647","West Coast Vancouver Island Freshwater Sport",1987,0,680.49,NA,NA
"1648","West Coast Vancouver Island Freshwater Sport",1988,0,851.57,NA,NA
"1649","West Coast Vancouver Island Freshwater Sport",1989,0,1098.11,NA,NA
"1650","West Coast Vancouver Island Freshwater Sport",1990,0,1290.21,NA,NA
"1651","West Coast Vancouver Island Freshwater Sport",1991,0,1497.43,NA,NA
"1652","West Coast Vancouver Island Freshwater Sport",1992,0,1199.54,NA,NA
"1653","West Coast Vancouver Island Freshwater Sport",1993,0,1209.25,NA,NA
"1654","West Coast Vancouver Island Freshwater Sport",1994,0,646.07,NA,NA
"1655","West Coast Vancouver Island Freshwater Sport",1995,0,256.98,NA,NA
"1656","West Coast Vancouver Island Freshwater Sport",1996,0,632.09,NA,NA
"1657","West Coast Vancouver Island Freshwater Sport",1997,0,848.93,NA,NA
"1658","West Coast Vancouver Island Freshwater Sport",1998,0,723.53,NA,NA
"1659","West Coast Vancouver Island Freshwater Sport",1999,0,233.42,NA,NA
"1660","West Coast Vancouver Island Freshwater Sport",2000,0,201.69,NA,NA
"1661","West Coast Vancouver Island Freshwater Sport",2001,6198,630.75,NA,NA
"1662","West Coast Vancouver Island Freshwater Sport",2002,77,851.53,NA,NA
"1663","West Coast Vancouver Island Freshwater Sport",2003,0,1029.24,NA,NA
"1664","West Coast Vancouver Island Freshwater Sport",2004,26,1093.03,NA,NA
"1665","West Coast Vancouver Island Freshwater Sport",2005,6225,651.14,NA,NA
"1666","West Coast Vancouver Island Freshwater Sport",2006,0,954.34,NA,NA
"1667","West Coast Vancouver Island Freshwater Sport",2007,0,565.33,NA,NA
"1668","West Coast Vancouver Island Freshwater Sport",2008,0,461.77,NA,NA
"1669","West Coast Vancouver Island Freshwater Sport",2009,0,339.32,NA,NA
"1670","West Coast Vancouver Island Freshwater Sport",2010,0,646.52,NA,NA
"1671","West Coast Vancouver Island Freshwater Sport",2011,0,673.41,NA,NA
"1672","West Coast Vancouver Island Freshwater Sport",2012,0,465.51,NA,NA
"1673","West Coast Vancouver Island Freshwater Sport",2013,0,710.34,NA,NA
"1674","West Coast Vancouver Island Freshwater Sport",2014,0,723.31,NA,NA
"1675","West Coast Vancouver Island Freshwater Sport",2015,0,769.8,NA,NA
"1676","West Coast Vancouver Island Freshwater Sport",2016,0,818.96,NA,NA
"1677","Fraser River Freshwater Sport",1979,4450,3351.4,NA,NA
"1678","Fraser River Freshwater Sport",1980,7,3333.14,NA,NA
"1679","Fraser River Freshwater Sport",1981,0,3225.94,NA,NA
"1680","Fraser River Freshwater Sport",1982,96,3287.88,NA,NA
"1681","Fraser River Freshwater Sport",1983,0,133.55,NA,NA
"1682","Fraser River Freshwater Sport",1984,80,263.84,NA,NA
"1683","Fraser River Freshwater Sport",1985,596,1134.08,NA,NA
"1684","Fraser River Freshwater Sport",1986,1421,1232.87,NA,NA
"1685","Fraser River Freshwater Sport",1987,3561,3345.9,NA,NA
"1686","Fraser River Freshwater Sport",1988,3702,3568.69,NA,NA
"1687","Fraser River Freshwater Sport",1989,2500,2616.41,NA,NA
"1688","Fraser River Freshwater Sport",1990,2982,3093.59,NA,NA
"1689","Fraser River Freshwater Sport",1991,3116,3361.8,NA,NA
"1690","Fraser River Freshwater Sport",1992,4677,4818.99,NA,NA
"1691","Fraser River Freshwater Sport",1993,3430,3571.92,NA,NA
"1692","Fraser River Freshwater Sport",1994,3195,3494.67,NA,NA
"1693","Fraser River Freshwater Sport",1995,8258,8636.72,NA,NA
"1694","Fraser River Freshwater Sport",1996,7635,7644.67,NA,NA
"1695","Fraser River Freshwater Sport",1997,5051,5381.98,NA,NA
"1696","Fraser River Freshwater Sport",1998,18073,17335.16,NA,NA
"1697","Fraser River Freshwater Sport",1999,8509,8555.07,NA,NA
"1698","Fraser River Freshwater Sport",2000,12836,11242.12,NA,NA
"1699","Fraser River Freshwater Sport",2001,25023,23582.4,NA,NA
"1700","Fraser River Freshwater Sport",2002,24355,22774.21,NA,NA
"1701","Fraser River Freshwater Sport",2003,19520,17730.8,NA,NA
"1702","Fraser River Freshwater Sport",2004,18581,18187.64,NA,NA
"1703","Fraser River Freshwater Sport",2005,22688,17382.03,NA,NA
"1704","Fraser River Freshwater Sport",2006,26662,28961.57,NA,NA
"1705","Fraser River Freshwater Sport",2007,12945,9873.34,NA,NA
"1706","Fraser River Freshwater Sport",2008,18596.586,14420.78,NA,NA
"1707","Fraser River Freshwater Sport",2009,17485,17026.47,NA,NA
"1708","Fraser River Freshwater Sport",2010,14324,15415.3,NA,NA
"1709","Fraser River Freshwater Sport",2011,20349,13332.58,NA,NA
"17101","Fraser River Freshwater Sport",2012,11396,7738.97,NA,NA
"17111","Fraser River Freshwater Sport",2013,11506,9501.21,NA,NA
"17121","Fraser River Freshwater Sport",2014,13105,14155.56,NA,NA
"17131","Fraser River Freshwater Sport",2015,18487,15839.1,NA,NA
"17141","Fraser River Freshwater Sport",2016,18487,7300.7,NA,NA
"17151","Georgia Strait Freshwater Sport",1979,NA,5,NA,NA
"17161","Georgia Strait Freshwater Sport",1980,NA,4.28,NA,NA
"17171","Georgia Strait Freshwater Sport",1981,NA,4.16,NA,NA
"17181","Georgia Strait Freshwater Sport",1982,NA,3.42,NA,NA
"17191","Georgia Strait Freshwater Sport",1983,NA,49.53,NA,NA
"17201","Georgia Strait Freshwater Sport",1984,NA,22.94,NA,NA
"17211","Georgia Strait Freshwater Sport",1985,NA,20.94,NA,NA
"17221","Georgia Strait Freshwater Sport",1986,NA,34.34,NA,NA
"17231","Georgia Strait Freshwater Sport",1987,NA,5.19,NA,NA
"17241","Georgia Strait Freshwater Sport",1988,NA,18.86,NA,NA
"17251","Georgia Strait Freshwater Sport",1989,NA,23.02,NA,NA
"17261","Georgia Strait Freshwater Sport",1990,NA,117.6,NA,NA
"17271","Georgia Strait Freshwater Sport",1991,NA,82.75,NA,NA
"1728","Georgia Strait Freshwater Sport",1992,NA,10.19,NA,NA
"1729","Georgia Strait Freshwater Sport",1993,NA,32.03,NA,NA
"1730","Georgia Strait Freshwater Sport",1994,NA,73.91,NA,NA
"1731","Georgia Strait Freshwater Sport",1995,NA,143.36,NA,NA
"1732","Georgia Strait Freshwater Sport",1996,NA,168.89,NA,NA
"1733","Georgia Strait Freshwater Sport",1997,NA,14.56,NA,NA
"1734","Georgia Strait Freshwater Sport",1998,NA,225.57,NA,NA
"1735","Georgia Strait Freshwater Sport",1999,NA,34.04,NA,NA
"1736","Georgia Strait Freshwater Sport",2000,NA,519.61,NA,NA
"1737","Georgia Strait Freshwater Sport",2001,NA,174.08,NA,NA
"1738","Georgia Strait Freshwater Sport",2002,NA,98.21,NA,NA
"1739","Georgia Strait Freshwater Sport",2003,NA,46.85,NA,NA
"1740","Georgia Strait Freshwater Sport",2004,NA,183.27,NA,NA
"1741","Georgia Strait Freshwater Sport",2005,NA,304.6,NA,NA
"1742","Georgia Strait Freshwater Sport",2006,NA,69.97,NA,NA
"1743","Georgia Strait Freshwater Sport",2007,NA,405.15,NA,NA
"1744","Georgia Strait Freshwater Sport",2008,NA,52.24,NA,NA
"1745","Georgia Strait Freshwater Sport",2009,NA,428.3,NA,NA
"1746","Georgia Strait Freshwater Sport",2010,NA,166.98,NA,NA
"1747","Georgia Strait Freshwater Sport",2011,NA,105.55,NA,NA
"1748","Georgia Strait Freshwater Sport",2012,NA,206.12,NA,NA
"1749","Georgia Strait Freshwater Sport",2013,NA,299.2,NA,NA
"1750","Georgia Strait Freshwater Sport",2014,NA,134.02,NA,NA
"1751","Georgia Strait Freshwater Sport",2015,NA,82.74,NA,NA
"1752","Georgia Strait Freshwater Sport",2016,NA,82.85,NA,NA
"1753","Puget Sound Freshwater Sport",1979,3121,156.48,NA,NA
"1754","Puget Sound Freshwater Sport",1980,2430,156.79,NA,NA
"1755","Puget Sound Freshwater Sport",1981,2694,178.09,NA,NA
"1756","Puget Sound Freshwater Sport",1982,2341,159.02,NA,NA
"1757","Puget Sound Freshwater Sport",1983,2511,157.81,NA,NA
"1758","Puget Sound Freshwater Sport",1984,2685,155.51,NA,NA
"1759","Puget Sound Freshwater Sport",1985,2209,144.21,NA,NA
"1760","Puget Sound Freshwater Sport",1986,1841,179.79,NA,NA
"1761","Puget Sound Freshwater Sport",1987,2242,191.08,NA,NA
"1762","Puget Sound Freshwater Sport",1988,3091,213.35,NA,NA
"1763","Puget Sound Freshwater Sport",1989,3389,236.99,NA,NA
"1764","Puget Sound Freshwater Sport",1990,2919,199.83,NA,NA
"1765","Puget Sound Freshwater Sport",1991,2693,156.51,NA,NA
"1766","Puget Sound Freshwater Sport",1992,1649,102.7,NA,NA
"1767","Puget Sound Freshwater Sport",1993,5510,105.46,NA,NA
"1768","Puget Sound Freshwater Sport",1994,3351,132.1,NA,NA
"1769","Puget Sound Freshwater Sport",1995,5922,163.79,NA,NA
"1770","Puget Sound Freshwater Sport",1996,3968,167.81,NA,NA
"1771","Puget Sound Freshwater Sport",1997,4929,152.75,NA,NA
"1772","Puget Sound Freshwater Sport",1998,9130,166.08,NA,NA
"1773","Puget Sound Freshwater Sport",1999,8161,222.96,NA,NA
"1774","Puget Sound Freshwater Sport",2000,5024,185.1,NA,NA
"1775","Puget Sound Freshwater Sport",2001,11843,228.79,NA,NA
"1776","Puget Sound Freshwater Sport",2002,13030,244.83,NA,NA
"1777","Puget Sound Freshwater Sport",2003,10468,231.52,NA,NA
"1778","Puget Sound Freshwater Sport",2004,5557,227.66,NA,NA
"1779","Puget Sound Freshwater Sport",2005,12154,264.92,NA,NA
"1780","Puget Sound Freshwater Sport",2006,17019,291.07,NA,NA
"1781","Puget Sound Freshwater Sport",2007,19421,317.31,NA,NA
"1782","Puget Sound Freshwater Sport",2008,15258,263.37,NA,NA
"1783","Puget Sound Freshwater Sport",2009,14441,232.13,NA,NA
"1784","Puget Sound Freshwater Sport",2010,15603,224.73,NA,NA
"1785","Puget Sound Freshwater Sport",2011,18222,227.22,NA,NA
"1786","Puget Sound Freshwater Sport",2012,23243,268.41,NA,NA
"1787","Puget Sound Freshwater Sport",2013,19642,280.3,NA,NA
"1788","Puget Sound Freshwater Sport",2014,11820,189,NA,NA
"1789","Puget Sound Freshwater Sport",2015,11092,182.31,NA,NA
"1790","Puget Sound Freshwater Sport",2016,NA,180.82,NA,NA
"1791","South of Falcon Freshwater Sport",1979,27443,56153.83,NA,NA
"1792","South of Falcon Freshwater Sport",1980,19528,47499.74,NA,NA
"1793","South of Falcon Freshwater Sport",1981,26122,50342.3,NA,NA
"1794","South of Falcon Freshwater Sport",1982,20922,57864.21,NA,NA
"1795","South of Falcon Freshwater Sport",1983,17604,17615.69,NA,NA
"1796","South of Falcon Freshwater Sport",1984,26204,26291.63,NA,NA
"1797","South of Falcon Freshwater Sport",1985,23368,23841.49,NA,NA
"1798","South of Falcon Freshwater Sport",1986,29542,30256.64,NA,NA
"1799","South of Falcon Freshwater Sport",1987,41059,41307.42,NA,NA
"1800","South of Falcon Freshwater Sport",1988,43049,43378.09,NA,NA
"1801","South of Falcon Freshwater Sport",1989,41445,41880.02,NA,NA
"1802","South of Falcon Freshwater Sport",1990,34405,34782.96,NA,NA
"1803","South of Falcon Freshwater Sport",1991,41350,41833.24,NA,NA
"1804","South of Falcon Freshwater Sport",1992,39412,39797.25,NA,NA
"1805","South of Falcon Freshwater Sport",1993,43504,43670.87,NA,NA
"1806","South of Falcon Freshwater Sport",1994,33590,33180.58,NA,NA
"1807","South of Falcon Freshwater Sport",1995,48351,40913.97,NA,NA
"1808","South of Falcon Freshwater Sport",1996,56196,41048.75,NA,NA
"1809","South of Falcon Freshwater Sport",1997,37650,30553.75,NA,NA
"18101","South of Falcon Freshwater Sport",1998,31959,25455.95,NA,NA
"18111","South of Falcon Freshwater Sport",1999,32089,23960.76,NA,NA
"18121","South of Falcon Freshwater Sport",2000,31505,26613.41,NA,NA
"18131","South of Falcon Freshwater Sport",2001,54988,41453.07,NA,NA
"18141","South of Falcon Freshwater Sport",2002,61085,44700.17,NA,NA
"18151","South of Falcon Freshwater Sport",2003,67939,51227.2,NA,NA
"18161","South of Falcon Freshwater Sport",2004,71726,69950.72,NA,NA
"18171","South of Falcon Freshwater Sport",2005,27866,50129.8,NA,NA
"18181","South of Falcon Freshwater Sport",2006,39357,45026.42,NA,NA
"18191","South of Falcon Freshwater Sport",2007,26084,26763.77,NA,NA
"18201","South of Falcon Freshwater Sport",2008,15250,15028.35,NA,NA
"18211","South of Falcon Freshwater Sport",2009,21163,17341.59,NA,NA
"18221","South of Falcon Freshwater Sport",2010,51781,38073.27,NA,NA
"18231","South of Falcon Freshwater Sport",2011,56474,55867.63,NA,NA
"18241","South of Falcon Freshwater Sport",2012,45134,45893.96,NA,NA
"18251","South of Falcon Freshwater Sport",2013,73872,79711.73,NA,NA
"18261","South of Falcon Freshwater Sport",2014,74673,68826.27,NA,NA
"18271","South of Falcon Freshwater Sport",2015,107231,106905.92,NA,NA
"1828","South of Falcon Freshwater Sport",2016,NA,82090.18,NA,NA
