"","Fishery","Year","Observed_New","Model_New","Observed_Old","Model_Old"
"12131","West Coast Vancouver Island ISBM Sport",2009,31921,21387.71,NA,NA
"12141","West Coast Vancouver Island ISBM Sport",2010,24687,16540.8,NA,NA
"12151","West Coast Vancouver Island ISBM Sport",2011,52131,34928.89,NA,NA
"12161","West Coast Vancouver Island ISBM Sport",2012,25890,17346.85,NA,NA
"12171","West Coast Vancouver Island ISBM Sport",2013,22272,14922.7,NA,NA
"12181","West Coast Vancouver Island ISBM Sport",2014,28679,19215.57,NA,NA
"12191","West Coast Vancouver Island ISBM Sport",2015,34668,23228.3,NA,NA
"12201","West Coast Vancouver Island ISBM Sport",2016,26237,17579.32,NA,NA
"1128","North of Falcon Sport",1979,84977,82077.01,84977,87268.36
"2105","North of Falcon Sport",1980,59099,72342.89,59099,78981.57
"390","North of Falcon Sport",1981,96151,70503.57,96151,79543.18
"424","North of Falcon Sport",1982,114952,67947.91,114952,75346.74
"524","North of Falcon Sport",1983,51789,46173.05,51789,35189.65
"624","North of Falcon Sport",1984,6980,8615.36,6980,11775.67
"724","North of Falcon Sport",1985,30189,25354.64,30189,26845.7
"824","North of Falcon Sport",1986,23000,19316.86,23000,20452.88
"924","North of Falcon Sport",1987,44000,36954.01,44000,39127.22
"1024","North of Falcon Sport",1988,19000,15957.4,19000,16895.8
"1129","North of Falcon Sport",1989,20900,17553.12,20900,18585.43
"1224","North of Falcon Sport",1990,32900,27631.51,32900,29256.51
"1324","North of Falcon Sport",1991,13562,11390.24,13562,12060.03
"1424","North of Falcon Sport",1992,18935,15902.81,18935,16838.04
"1524","North of Falcon Sport",1993,13854,11635.47,13854,12319.71
"1624","North of Falcon Sport",1994,0,0,0,0
"1724","North of Falcon Sport",1995,618,519.03,618,549.53
"1824","North of Falcon Sport",1996,255,214.15,255,226.77
"1924","North of Falcon Sport",1997,4152,3487.15,4152,3692.17
"2024","North of Falcon Sport",1998,2292,1924.96,2292,2038.21
"2124","North of Falcon Sport",1999,10821,9088.18,10821,9622.6
"2224","North of Falcon Sport",2000,9242,7762.04,9242,8218.46
"2326","North of Falcon Sport",2001,25592,21493.79,25592,22757.8
"2426","North of Falcon Sport",2002,60575,50874.75,60575,53866.62
"2526","North of Falcon Sport",2003,36513,30665.95,36513,32469.4
"2625","North of Falcon Sport",2004,27090,22751.89,27090,24089.9
"2719","North of Falcon Sport",2005,40004,33597.85,40004,35573.75
"2816","North of Falcon Sport",2006,11176,9386.35,11176,9938.29
"2915","North of Falcon Sport",2007,9538,8010.63,9538,8481.69
"3015","North of Falcon Sport",2008,15452,12977.59,15452,13740.79
"3119","North of Falcon Sport",2009,13331,11196.19,13331,11854.63
"3217","North of Falcon Sport",2010,38686,32490.96,38686,34401.66
"3315","North of Falcon Sport",2011,30826,25889.67,30826,27412.17
"3415","North of Falcon Sport",2012,35428,29754.64,35428,31504.5
"3515","North of Falcon Sport",2013,30837,25898.9,30837,27421.95
"3615","North of Falcon Sport",2014,42327,35548.9,42327,37639.46
"3715","North of Falcon Sport",2015,42179,35424.63,42179,37507.89
"3815","North of Falcon Sport",2016,17948,15073.85,17948,15960.35
"1259","South of Falcon Sport",1979,6949,3418.29,NA,NA
"1260","South of Falcon Sport",1980,8710,2764.49,NA,NA
"1261","South of Falcon Sport",1981,8762,2661.58,NA,NA
"1262","South of Falcon Sport",1982,14943,2837.43,NA,NA
"1263","South of Falcon Sport",1983,8883,2396.9,NA,NA
"1264","South of Falcon Sport",1984,7886,2600.73,NA,NA
"1265","South of Falcon Sport",1985,16158,4801.19,NA,NA
"1266","South of Falcon Sport",1986,8584,2550.66,NA,NA
"1267","South of Falcon Sport",1987,28728,8536.25,NA,NA
"1268","South of Falcon Sport",1988,16127,4791.95,NA,NA
"1269","South of Falcon Sport",1989,9384,2788.36,NA,NA
"1270","South of Falcon Sport",1990,10496,3118.76,NA,NA
"1271","South of Falcon Sport",1991,6622,1967.66,NA,NA
"1272","South of Falcon Sport",1992,9403,2794.01,NA,NA
"1273","South of Falcon Sport",1993,1817,539.9,NA,NA
"1274","South of Falcon Sport",1994,2421,719.36,NA,NA
"1275","South of Falcon Sport",1995,886,263.29,NA,NA
"1276","South of Falcon Sport",1996,2985,886.95,NA,NA
"1277","South of Falcon Sport",1997,2408,715.51,NA,NA
"1278","South of Falcon Sport",1998,2019,599.93,NA,NA
"1279","South of Falcon Sport",1999,3340,992.43,NA,NA
"1280","South of Falcon Sport",2000,12878,3826.58,NA,NA
"1281","South of Falcon Sport",2001,17374,5162.49,NA,NA
"1282","South of Falcon Sport",2002,34792,10338.09,NA,NA
"1283","South of Falcon Sport",2003,32876,9768.77,NA,NA
"1284","South of Falcon Sport",2004,47413,14088.31,NA,NA
"1285","South of Falcon Sport",2005,18603,5527.69,NA,NA
"1286","South of Falcon Sport",2006,9287,2759.55,NA,NA
"1287","South of Falcon Sport",2007,3297,979.69,NA,NA
"1288","South of Falcon Sport",2008,481,142.91,NA,NA
"1289","South of Falcon Sport",2009,410,121.83,NA,NA
"1290","South of Falcon Sport",2010,2331,692.61,NA,NA
"1291","South of Falcon Sport",2011,2609,775.25,NA,NA
"1292","South of Falcon Sport",2012,7767,2307.92,NA,NA
"1293","South of Falcon Sport",2013,17867,5308.98,NA,NA
"1294","South of Falcon Sport",2014,9355,2779.75,NA,NA
"1295","South of Falcon Sport",2015,5501,1634.56,NA,NA
"1296","South of Falcon Sport",2016,2552,758.31,NA,NA
"1130","Puget Sound North Sport",1979,84461,44332.47,84461,58307.31
"2106","Puget Sound North Sport",1980,68646,41438.23,68646,54037.82
"391","Puget Sound North Sport",1981,61079,41717.4,61079,51722.42
"425","Puget Sound North Sport",1982,36795,41310.97,36795,51446.15
"525","Puget Sound North Sport",1983,73226,81832.04,73226,78449.4
"625","Puget Sound North Sport",1984,73762,38585.99,73762,49542.69
"725","Puget Sound North Sport",1985,53719,39039.36,53719,46367.43
"825","Puget Sound North Sport",1986,82481,59941.65,82481,71193.24
"925","Puget Sound North Sport",1987,62924,45728.95,62924,54312.66
"1025","Puget Sound North Sport",1988,50831,36940.53,50831,43874.65
"1131","Puget Sound North Sport",1989,63713,46302.33,63713,54993.71
"1225","Puget Sound North Sport",1990,57877,42061.09,57877,49956.37
"1325","Puget Sound North Sport",1991,44400,32266.96,44400,38323.71
"1425","Puget Sound North Sport",1992,44726,32503.86,44726,38605.13
"1525","Puget Sound North Sport",1993,39132,28438.47,39132,33776.69
"1625","Puget Sound North Sport",1994,7456,5418.53,7456,6435.66
"1725","Puget Sound North Sport",1995,14212,10328.33,14212,12267.09
"1825","Puget Sound North Sport",1996,17499,12717.15,17499,15104.15
"1925","Puget Sound North Sport",1997,21393,15546.97,21393,18465.34
"2025","Puget Sound North Sport",1998,5228,3799.37,5228,4512.55
"2125","Puget Sound North Sport",1999,4125,2997.78,4125,3560.52
"2225","Puget Sound North Sport",2000,4780,3473.77,4780,4125.85
"2327","Puget Sound North Sport",2001,10944,7953.33,10944,9446.3
"2427","Puget Sound North Sport",2002,8412,6113.25,8412,7260.8
"2527","Puget Sound North Sport",2003,8322,6047.87,8322,7183.08
"2626","Puget Sound North Sport",2004,7118,5172.84,7118,6143.88
"2720","Puget Sound North Sport",2005,4828,3508.7,4828,4167.3
"2817","Puget Sound North Sport",2006,8015,5824.76,8015,6918.13
"2916","Puget Sound North Sport",2007,11139,8095.05,11139,9614.58
"3016","Puget Sound North Sport",2008,10673,7756.44,10673,9212.35
"3120","Puget Sound North Sport",2009,14366,10440.24,14366,12399.94
"3218","Puget Sound North Sport",2010,12685,9218.6,12685,10948.97
"3316","Puget Sound North Sport",2011,15957,11596.51,15957,13773.23
"3416","Puget Sound North Sport",2012,19618,14257.06,19618,16933.27
"3516","Puget Sound North Sport",2013,25210,18320.93,25210,21759.98
"3616","Puget Sound North Sport",2014,20275,14734.56,20275,17500.29
"3716","Puget Sound North Sport",2015,20403,14827.52,20403,17610.77
"3816","Puget Sound North Sport",2016,21693,15765.02,21693,18724.24
"1132","Puget Sound Other Sport",1979,184197,72234.15,184197,79401.12
"2107","Puget Sound Other Sport",1980,168695,68851.66,168695,77367.59
"392","Puget Sound Other Sport",1981,103354,71576.74,103354,75971.13
"426","Puget Sound Other Sport",1982,83362,75494.5,83362,78124.95
"526","Puget Sound Other Sport",1983,121241,56336.35,121241,57356.93
"626","Puget Sound Other Sport",1984,100055,42649.26,100055,38016.51
"726","Puget Sound Other Sport",1985,74323,37815.05,74323,39680.25
"826","Puget Sound Other Sport",1986,70945,36096.35,70945,37876.74
"926","Puget Sound Other Sport",1987,46450,23633.44,46450,24799.13
"1026","Puget Sound Other Sport",1988,64469,32801.41,64469,34419.28
"1133","Puget Sound Other Sport",1989,71983,36624.44,71983,38430.93
"1226","Puget Sound Other Sport",1990,67627,34408.16,67627,36105.33
"1326","Puget Sound Other Sport",1991,46166,23488.94,46166,24647.51
"1426","Puget Sound Other Sport",1992,53007,26969.58,53007,28299.86
"1526","Puget Sound Other Sport",1993,41034,20877.83,41034,21907.59
"1626","Puget Sound Other Sport",1994,40830,20774,40830,21798.7
"1726","Puget Sound Other Sport",1995,55587,28282.28,55587,29677.29
"1826","Puget Sound Other Sport",1996,54570,27764.82,54570,29134.33
"1926","Puget Sound Other Sport",1997,39032,19859.17,39032,20838.74
"2026","Puget Sound Other Sport",1998,20886,10626.68,20886,11150.79
"2126","Puget Sound Other Sport",1999,24614,12523.43,24614,13141.15
"2226","Puget Sound Other Sport",2000,18899,9615.71,18899,10090
"2328","Puget Sound Other Sport",2001,33478,17033.39,33478,17873.54
"2428","Puget Sound Other Sport",2002,22331,11361.84,22331,11922.3
"2528","Puget Sound Other Sport",2003,22578,11487.55,22578,12054.15
"2627","Puget Sound Other Sport",2004,19609,9976.94,19609,10469.01
"2721","Puget Sound Other Sport",2005,18064,9190.86,18064,9644.15
"2818","Puget Sound Other Sport",2006,20567,10464.36,20567,10980.47
"2917","Puget Sound Other Sport",2007,37587,19124.03,37587,20067.29
"3017","Puget Sound Other Sport",2008,21749,11065.73,21749,11611.55
"3121","Puget Sound Other Sport",2009,16939,8618.42,16939,9043.53
"3219","Puget Sound Other Sport",2010,15621,7947.84,15621,8339.9
"3317","Puget Sound Other Sport",2011,11550,5876.59,11550,6166.42
"3417","Puget Sound Other Sport",2012,22036,11211.76,22036,11764.78
"3517","Puget Sound Other Sport",2013,16635,8463.77,16635,8881.24
"3617","Puget Sound Other Sport",2014,12083,6147.73,12083,6450.98
"3717","Puget Sound Other Sport",2015,8958,4557.76,8958,4782.56
"3817","Puget Sound Other Sport",2016,12559,6389.97,12559,6705.13
"1134","Georgia Strait Sport",1979,350000,212939.71,350000,427823.94
"2108","Georgia Strait Sport",1980,204100,196980.6,371000,385810.25
"393","Georgia Strait Sport",1981,197239,181565.82,253300,359658.05
"427","Georgia Strait Sport",1982,124390,177698.54,163793,331905.82
"527","Georgia Strait Sport",1983,198433,178345.88,198433,216872.95
"627","Georgia Strait Sport",1984,369445,468807.92,369445,473495.92
"727","Georgia Strait Sport",1985,234838,230402.13,234838,302234.07
"827","Georgia Strait Sport",1986,181896,178460.13,181896,234098.28
"927","Georgia Strait Sport",1987,121081,118793.86,121081,155830
"1027","Georgia Strait Sport",1988,119117,116866.95,119117,153302.32
"1135","Georgia Strait Sport",1989,132846,130336.63,132846,170971.41
"1227","Georgia Strait Sport",1990,111914,109800,111914,144032.14
"1327","Georgia Strait Sport",1991,124834,122475.99,115523,148676.86
"1427","Georgia Strait Sport",1992,132051,129556.63,116579,150035.96
"1527","Georgia Strait Sport",1993,140255,137605.71,125762,161854.37
"1627","Georgia Strait Sport",1994,76272,74831.26,72285,93030.02
"1727","Georgia Strait Sport",1995,66469,65213.47,65035,83699.39
"1827","Georgia Strait Sport",1996,92646,90895.99,100032,128740.15
"1927","Georgia Strait Sport",1997,60379,59238.47,59900,77090.72
"2027","Georgia Strait Sport",1998,23633,23186.58,24120,31042.18
"2127","Georgia Strait Sport",1999,52573,51579.97,53400,68725.23
"2227","Georgia Strait Sport",2000,38710,37978.84,40613,52268.56
"2329","Georgia Strait Sport",2001,35409,34740.15,58851,75740.67
"2429","Georgia Strait Sport",2002,56675,55604.44,80216,103237.15
"2529","Georgia Strait Sport",2003,29832,29268.44,55257,71115.17
"2628","Georgia Strait Sport",2004,29606,29046.8,67311,86628.51
"2722","Georgia Strait Sport",2005,28048,27518.24,54784,70506.46
"2819","Georgia Strait Sport",2006,22713,22283.99,38618,49700.97
"2918","Georgia Strait Sport",2007,24443,23981.26,41111,52909.45
"3018","Georgia Strait Sport",2008,13272,13021.32,31099,40024.07
"3122","Georgia Strait Sport",2009,29385,28829.98,43471,55946.74
"3220","Georgia Strait Sport",2010,24958,24486.58,30554,39322.71
"3318","Georgia Strait Sport",2011,33585,32950.59,42726,54987.89
"3418","Georgia Strait Sport",2012,30331,29758.03,44611,57413.9
"3518","Georgia Strait Sport",2013,33296,32667.06,57399,73871.96
"3618","Georgia Strait Sport",2014,55590,54539.95,66541,85637.57
"3718","Georgia Strait Sport",2015,71391,70042.49,100752,129666.78
"3818","Georgia Strait Sport",2016,52232,51245.39,66463,85537.17
"1449","B.C. Juan De Fuca Sport",1979,37900,32281.89,NA,NA
"1450","B.C. Juan De Fuca Sport",1980,37900,30362.86,NA,NA
"1451","B.C. Juan De Fuca Sport",1981,29832,28910.58,NA,NA
"1452","B.C. Juan De Fuca Sport",1982,30646,31851.29,NA,NA
"1453","B.C. Juan De Fuca Sport",1983,30228,41881.49,NA,NA
"1454","B.C. Juan De Fuca Sport",1984,24353,11623.4,NA,NA
"1455","B.C. Juan De Fuca Sport",1985,27843,25808.26,NA,NA
"1456","B.C. Juan De Fuca Sport",1986,34387,31874.08,NA,NA
"1457","B.C. Juan De Fuca Sport",1987,24878,23059.97,NA,NA
"1458","B.C. Juan De Fuca Sport",1988,31233,28950.56,NA,NA
"1459","B.C. Juan De Fuca Sport",1989,32539,30161.16,NA,NA
"1460","B.C. Juan De Fuca Sport",1990,30127,27925.38,NA,NA
"1461","B.C. Juan De Fuca Sport",1991,19017,17627.27,NA,NA
"1462","B.C. Juan De Fuca Sport",1992,21090,19548.8,NA,NA
"1463","B.C. Juan De Fuca Sport",1993,13967,12946.32,NA,NA
"1464","B.C. Juan De Fuca Sport",1994,14372,13321.72,NA,NA
"1465","B.C. Juan De Fuca Sport",1995,14405,13352.32,NA,NA
"1466","B.C. Juan De Fuca Sport",1996,19012,17622.66,NA,NA
"1467","B.C. Juan De Fuca Sport",1997,17080,15831.8,NA,NA
"1468","B.C. Juan De Fuca Sport",1998,9709,8999.46,NA,NA
"1469","B.C. Juan De Fuca Sport",1999,14808,13725.86,NA,NA
"1470","B.C. Juan De Fuca Sport",2000,10973,10171.1,NA,NA
"1471","B.C. Juan De Fuca Sport",2001,23463,21748.38,NA,NA
"1472","B.C. Juan De Fuca Sport",2002,24084,22324,NA,NA
"1473","B.C. Juan De Fuca Sport",2003,26630,24683.94,NA,NA
"1474","B.C. Juan De Fuca Sport",2004,40877,37889.81,NA,NA
"1475","B.C. Juan De Fuca Sport",2005,30480,28252.57,NA,NA
"1476","B.C. Juan De Fuca Sport",2006,26437,24505.04,NA,NA
"1477","B.C. Juan De Fuca Sport",2007,26549,24608.86,NA,NA
"1478","B.C. Juan De Fuca Sport",2008,22263,20636.07,NA,NA
"1479","B.C. Juan De Fuca Sport",2009,25587,23717.23,NA,NA
"1480","B.C. Juan De Fuca Sport",2010,15612,14471.13,NA,NA
"1481","B.C. Juan De Fuca Sport",2011,21075,19534.86,NA,NA
"1482","B.C. Juan De Fuca Sport",2012,22154,20535.08,NA,NA
"1483","B.C. Juan De Fuca Sport",2013,32363,29997.97,NA,NA
"1484","B.C. Juan De Fuca Sport",2014,20290,18807.27,NA,NA
"1485","B.C. Juan De Fuca Sport",2015,41292,38274.51,NA,NA
"1486","B.C. Juan De Fuca Sport",2016,22965,21286.78,NA,NA
"394","Alaska Terminal Troll",1979,3809,1463.42,NA,NA
"401","Alaska Terminal Troll",1980,2697,962.97,NA,NA
"4110","Alaska Terminal Troll",1981,1805,795.74,NA,NA
"428","Alaska Terminal Troll",1982,869,851.64,NA,NA
"431","Alaska Terminal Troll",1983,525,264.96,NA,NA
"441","Alaska Terminal Troll",1984,767,399.12,NA,NA
"451","Alaska Terminal Troll",1985,1093,719.77,NA,NA
"461","Alaska Terminal Troll",1986,804,434.56,NA,NA
"471","Alaska Terminal Troll",1987,1352,697.06,NA,NA
"481","Alaska Terminal Troll",1988,778,458.06,NA,NA
"491","Alaska Terminal Troll",1989,743,386.03,NA,NA
"501","Alaska Terminal Troll",1990,678,413.59,NA,NA
"5110","Alaska Terminal Troll",1991,1217,545.12,NA,NA
"528","Alaska Terminal Troll",1992,2302,1625.81,NA,NA
"531","Alaska Terminal Troll",1993,1442,786.17,NA,NA
"541","Alaska Terminal Troll",1994,4216,2286.71,NA,NA
"551","Alaska Terminal Troll",1995,10416,3757.66,NA,NA
"561","Alaska Terminal Troll",1996,6478,3102.51,NA,NA
"571","Alaska Terminal Troll",1997,4796,2122.02,NA,NA
"581","Alaska Terminal Troll",1998,4315,2513.53,NA,NA
"591","Alaska Terminal Troll",1999,5316,1847.33,NA,NA
"601","Alaska Terminal Troll",2000,3444,1828.98,NA,NA
"6110","Alaska Terminal Troll",2001,2256,1256.06,NA,NA
"628","Alaska Terminal Troll",2002,2303,1139.17,NA,NA
"631","Alaska Terminal Troll",2003,4579,1878.83,NA,NA
"641","Alaska Terminal Troll",2004,2677,1227.26,NA,NA
"651","Alaska Terminal Troll",2005,1055,516.23,NA,NA
"661","Alaska Terminal Troll",2006,1000,487.8,NA,NA
"671","Alaska Terminal Troll",2007,1190,507.88,NA,NA
"681","Alaska Terminal Troll",2008,1041,817.51,NA,NA
"691","Alaska Terminal Troll",2009,1260,645.25,NA,NA
"701","Alaska Terminal Troll",2010,533,258.88,NA,NA
"7110","Alaska Terminal Troll",2011,1041,478.4,NA,NA
"728","Alaska Terminal Troll",2012,811,550.49,NA,NA
"731","Alaska Terminal Troll",2013,482,219.26,NA,NA
"741","Alaska Terminal Troll",2014,1097,675.82,NA,NA
"751","Alaska Terminal Troll",2015,248,3027.44,NA,NA
"761","Alaska Terminal Troll",2016,136,308087.28,NA,NA
"6121","Columbia River Net",1979,177556,118536.55,NA,NA
"6131","Columbia River Net",1980,149173,118678.28,NA,NA
"6141","Columbia River Net",1981,90071,103594.31,NA,NA
"6151","Columbia River Net",1982,161513,157257.2,NA,NA
"6161","Columbia River Net",1983,66913,65459.3,NA,NA
"6171","Columbia River Net",1984,135309,135153.57,NA,NA
"6181","Columbia River Net",1985,155418,148599.57,NA,NA
"6191","Columbia River Net",1986,286616,277417.62,NA,NA
"6201","Columbia River Net",1987,495100,483281.67,NA,NA
"6211","Columbia River Net",1988,506791,496057.21,NA,NA
"6221","Columbia River Net",1989,292598,283892.94,NA,NA
"6231","Columbia River Net",1990,158919,148943.5,NA,NA
"6241","Columbia River Net",1991,114866,109497.09,NA,NA
"6251","Columbia River Net",1992,63679,55833.55,NA,NA
"6261","Columbia River Net",1993,71445,53454.55,NA,NA
"6271","Columbia River Net",1994,39406,41627.5,NA,NA
"6281","Columbia River Net",1995,43787,43697.46,NA,NA
"629","Columbia River Net",1996,88730,83395.51,NA,NA
"630","Columbia River Net",1997,87741,72970.71,NA,NA
"6311","Columbia River Net",1998,54819,57343.55,NA,NA
"632","Columbia River Net",1999,91254,92631.5,NA,NA
"633","Columbia River Net",2000,92166,60929.98,NA,NA
"634","Columbia River Net",2001,243325,136852.94,NA,NA
"635","Columbia River Net",2002,265152,182442.62,NA,NA
"636","Columbia River Net",2003,233650,190155.82,NA,NA
"637","Columbia River Net",2004,244220,192140.89,NA,NA
"638","Columbia River Net",2005,183405,156746.68,NA,NA
"639","Columbia River Net",2006,160018,126643,NA,NA
"640","Columbia River Net",2007,90530,56726.6,NA,NA
"6411","Columbia River Net",2008,200123,142337.56,NA,NA
"642","Columbia River Net",2009,176224,148466.42,NA,NA
"643","Columbia River Net",2010,306038,202575.55,NA,NA
"644","Columbia River Net",2011,274873,208672.86,NA,NA
"645","Columbia River Net",2012,238961,135528.01,NA,NA
"646","Columbia River Net",2013,378510,345458.53,NA,NA
"647","Columbia River Net",2014,453239,405776.46,NA,NA
"648","Columbia River Net",2015,472414,394840.29,NA,NA
"649","Columbia River Net",2016,472414,224210.63,NA,NA
"650","Alaska Terminal Net",1979,1012,1458.69,NA,NA
"6511","Alaska Terminal Net",1980,890,2019.87,NA,NA
"652","Alaska Terminal Net",1981,587,1701.93,NA,NA
"653","Alaska Terminal Net",1982,1295,900.05,NA,NA
"654","Alaska Terminal Net",1983,178,363.92,NA,NA
"655","Alaska Terminal Net",1984,325,570.42,NA,NA
"656","Alaska Terminal Net",1985,600,929.17,NA,NA
"657","Alaska Terminal Net",1986,646,1188.3,NA,NA
"658","Alaska Terminal Net",1987,482,928.15,NA,NA
"659","Alaska Terminal Net",1988,503,607.9,NA,NA
"660","Alaska Terminal Net",1989,650,1160.07,NA,NA
"6611","Alaska Terminal Net",1990,1256,1980.97,NA,NA
"662","Alaska Terminal Net",1991,1896,3067.38,NA,NA
"663","Alaska Terminal Net",1992,1185,2241.32,NA,NA
"664","Alaska Terminal Net",1993,2827,3564.49,NA,NA
"665","Alaska Terminal Net",1994,2317,3124.63,NA,NA
"666","Alaska Terminal Net",1995,2437,3979.56,NA,NA
"667","Alaska Terminal Net",1996,1945,3923.61,NA,NA
"668","Alaska Terminal Net",1997,2655,2939.23,NA,NA
"669","Alaska Terminal Net",1998,493,587.53,NA,NA
"670","Alaska Terminal Net",1999,1279,1961.62,NA,NA
"6711","Alaska Terminal Net",2000,1475,2418.9,NA,NA
"672","Alaska Terminal Net",2001,425,715.77,NA,NA
"673","Alaska Terminal Net",2002,536,696.62,NA,NA
"674","Alaska Terminal Net",2003,544,830.31,NA,NA
"675","Alaska Terminal Net",2004,6425,9909.93,NA,NA
"676","Alaska Terminal Net",2005,44850,78389.59,NA,NA
"677","Alaska Terminal Net",2006,34164,41549.13,NA,NA
"678","Alaska Terminal Net",2007,9106,14326.3,NA,NA
"679","Alaska Terminal Net",2008,7663,9563.66,NA,NA
"680","Alaska Terminal Net",2009,2895,4403.06,NA,NA
"6811","Alaska Terminal Net",2010,1344,2029.38,NA,NA
"682","Alaska Terminal Net",2011,4412,6459.68,NA,NA
"683","Alaska Terminal Net",2012,7037,11070.84,NA,NA
"684","Alaska Terminal Net",2013,7911,11982.39,NA,NA
"685","Alaska Terminal Net",2014,4789,7172.01,NA,NA
"686","Alaska Terminal Net",2015,7536,10416.17,NA,NA
"687","Alaska Terminal Net",2016,6871,14585.63,NA,NA
"688","North B.C. Freshwater Net",1979,2106,1365.57,NA,NA
"689","North B.C. Freshwater Net",1980,2995,1527.59,NA,NA
"690","North B.C. Freshwater Net",1981,2104,1388.58,NA,NA
"6911","North B.C. Freshwater Net",1982,2946,1032.76,NA,NA
"692","North B.C. Freshwater Net",1983,2971,2623.14,NA,NA
"693","North B.C. Freshwater Net",1984,1611,951.99,NA,NA
"694","North B.C. Freshwater Net",1985,2054,1235.79,NA,NA
"695","North B.C. Freshwater Net",1986,3717,2311.68,NA,NA
"696","North B.C. Freshwater Net",1987,3523,2586.92,NA,NA
"697","North B.C. Freshwater Net",1988,4473,2051.22,NA,NA
"698","North B.C. Freshwater Net",1989,4720,2917.99,NA,NA
"699","North B.C. Freshwater Net",1990,5338,3656.64,NA,NA
"700","North B.C. Freshwater Net",1991,4409,2453.4,NA,NA
"7011","North B.C. Freshwater Net",1992,5093,3039.59,NA,NA
"702","North B.C. Freshwater Net",1993,5319,2258.05,NA,NA
"703","North B.C. Freshwater Net",1994,5479,3890.84,NA,NA
"704","North B.C. Freshwater Net",1995,5109,2958.61,NA,NA
"705","North B.C. Freshwater Net",1996,7093,3725.43,NA,NA
"706","North B.C. Freshwater Net",1997,8042,3342.58,NA,NA
"707","North B.C. Freshwater Net",1998,4309,2297.24,NA,NA
"708","North B.C. Freshwater Net",1999,7217,5279.08,NA,NA
"709","North B.C. Freshwater Net",2000,8138,4207.34,NA,NA
"7101","North B.C. Freshwater Net",2001,6901,3754.84,NA,NA
"7111","North B.C. Freshwater Net",2002,8045,4615.9,NA,NA
"7121","North B.C. Freshwater Net",2003,9599,6307.02,NA,NA
"7131","North B.C. Freshwater Net",2004,11412,5301.36,NA,NA
"7141","North B.C. Freshwater Net",2005,29883,15726.47,NA,NA
"7151","North B.C. Freshwater Net",2006,26403,12124.14,NA,NA
"7161","North B.C. Freshwater Net",2007,15523,8557.9,NA,NA
"7171","North B.C. Freshwater Net",2008,11896,5360,NA,NA
"7181","North B.C. Freshwater Net",2009,11225,6319.04,NA,NA
"7191","North B.C. Freshwater Net",2010,10520,5721.76,NA,NA
"7201","North B.C. Freshwater Net",2011,8935,4345.01,NA,NA
"7211","North B.C. Freshwater Net",2012,10120,5883.57,NA,NA
"7221","North B.C. Freshwater Net",2013,6419,3817.05,NA,NA
"7231","North B.C. Freshwater Net",2014,7232,3415.6,NA,NA
"7241","North B.C. Freshwater Net",2015,8730,4276.49,NA,NA
"7251","North B.C. Freshwater Net",2016,6063,4871.57,NA,NA
"7261","Central B.C. Freshwater Net",1979,NA,295.3,NA,NA
"7271","Central B.C. Freshwater Net",1980,NA,332.15,NA,NA
"7281","Central B.C. Freshwater Net",1981,NA,462.67,NA,NA
"729","Central B.C. Freshwater Net",1982,NA,427.04,NA,NA
"730","Central B.C. Freshwater Net",1983,NA,432.1,NA,NA
"7311","Central B.C. Freshwater Net",1984,NA,471.42,NA,NA
"732","Central B.C. Freshwater Net",1985,NA,734.36,NA,NA
"733","Central B.C. Freshwater Net",1986,NA,882.62,NA,NA
"734","Central B.C. Freshwater Net",1987,NA,747.78,NA,NA
"735","Central B.C. Freshwater Net",1988,NA,665.72,NA,NA
"736","Central B.C. Freshwater Net",1989,NA,673.22,NA,NA
"737","Central B.C. Freshwater Net",1990,NA,669.79,NA,NA
"738","Central B.C. Freshwater Net",1991,NA,918.77,NA,NA
"739","Central B.C. Freshwater Net",1992,NA,1228.52,NA,NA
"740","Central B.C. Freshwater Net",1993,NA,1201.73,NA,NA
"7411","Central B.C. Freshwater Net",1994,NA,887.98,NA,NA
"742","Central B.C. Freshwater Net",1995,NA,616.08,NA,NA
"743","Central B.C. Freshwater Net",1996,NA,431.05,NA,NA
"744","Central B.C. Freshwater Net",1997,NA,469.66,NA,NA
"745","Central B.C. Freshwater Net",1998,NA,482.2,NA,NA
"746","Central B.C. Freshwater Net",1999,NA,615.85,NA,NA
"747","Central B.C. Freshwater Net",2000,NA,642.26,NA,NA
"748","Central B.C. Freshwater Net",2001,NA,817.53,NA,NA
"749","Central B.C. Freshwater Net",2002,NA,698.15,NA,NA
"750","Central B.C. Freshwater Net",2003,NA,420.76,NA,NA
"7511","Central B.C. Freshwater Net",2004,NA,571.68,NA,NA
"752","Central B.C. Freshwater Net",2005,NA,549.91,NA,NA
"753","Central B.C. Freshwater Net",2006,NA,718.1,NA,NA
"754","Central B.C. Freshwater Net",2007,NA,464.34,NA,NA
"755","Central B.C. Freshwater Net",2008,NA,493.57,NA,NA
"756","Central B.C. Freshwater Net",2009,NA,561.26,NA,NA
"757","Central B.C. Freshwater Net",2010,NA,420.52,NA,NA
"758","Central B.C. Freshwater Net",2011,NA,328.58,NA,NA
"759","Central B.C. Freshwater Net",2012,NA,492.7,NA,NA
"760","Central B.C. Freshwater Net",2013,NA,755.73,NA,NA
"7611","Central B.C. Freshwater Net",2014,NA,608.27,NA,NA
"762","Central B.C. Freshwater Net",2015,NA,704.26,NA,NA
"763","Central B.C. Freshwater Net",2016,NA,535.29,NA,NA
