Year,2,15,16,17,18,19,20,21,22,23,24,26,30,37,40,41,42,43,44,45,46,47,48
1979,3809,128073,36501,177556,1012,2106,-999,-999,-999,-999,-999,65935,2523,1950,38700,4262,1960,1940,0,4450,-999,-999,-999
1980,2697,171516,47681,149173,890,2995,-999,-999,-999,-999,-999,50546,3867,350,15011,6516,4515,988,0,7,-999,-999,-999
1981,1805,145152,36880,90071,587,2104,-999,-999,-999,-999,-999,30736,2760,550,21151,4774,2613,1261,0,0,-999,-999,-999
1982,869,149274,33271,161513,1295,2946,-999,-999,-999,-999,-999,52776,3760,733,31236,4172,2726,1293,0,96,-999,-999,-999
1983,525,134492,16210,66913,178,2971,-999,-999,-999,-999,-999,36979,4092,612,23206,4195,5374,821,0,0,-999,-999,-999
1984,767,180248,16239,135309,325,1611,-999,-999,-999,-999,-999,44964,2300,550,43760,3765,3426,1332,0,80,-999,-999,-999
1985,1093,184907,25162,155418,600,2054,-999,-999,-999,-999,-999,37785,3600,385,45444,3785,3186,823,0,596,-999,-999,-999
1986,804,153000,29000,286616,646,3717,-999,-999,-999,-999,-999,44441,3950,267,57993,3250,4410,1245,0,1421,-999,-999,-999
1987,1352,127000,51000,495100,482,3523,-999,-999,-999,-999,-999,26171,4150,627,105835,4473,3625,1563,0,3561,-999,-999,-999
1988,778,133000,74000,506791,503,4473,-999,-999,-999,-999,-999,22687,4300,427,97638,5169,3745,1496,0,3702,-999,-999,-999
1989,743,156000,85000,292598,650,4720,-999,-999,-999,-999,-999,29509,4150,565,88088,5697,5247,4526,0,2500,-999,-999,-999
1990,678,179593,57770,158919,1256,5338,-999,-999,-999,-999,-999,30327,4300,923,79467,5590,4090,5626,0,2982,-999,-999,-999
1991,1217,89495,54397,114866,1896,4409,-999,-999,-999,-999,-999,28707,4256,939,79260,8448,4764,3335,0,3116,-999,-999,-999
1992,2302,63460,64223,63679,1185,5093,-999,-999,-999,-999,-999,17430,6250,251,56417,5334,6182,3204,0,4677,-999,-999,-999
1993,1442,54968,59285,71445,2827,5319,-999,-999,-999,-999,-999,29280,3279,389,64995,7528,7813,2880,0,3430,-999,-999,-999
1994,4216,63577,46059,39406,2317,5479,-999,-999,-999,-999,-999,31194,3171,593,29634,5095,3093,973,0,3195,-999,-999,-999
1995,10416,63593,46490,43787,2437,5109,-999,-999,-999,-999,-999,29258,2475,1624,36394,6346,3503,1180,0,8258,-999,-999,-999
1996,6478,61658,55408,88730,1945,7093,-999,-999,-999,-999,-999,28332,3382,1098,31672,4646,1250,3986,0,7635,-999,-999,-999
1997,4796,47522,28269,87741,2655,8042,-999,-999,-999,-999,-999,54595,0,531,45984,6843,0,1139,0,5051,-999,-999,-999
1998,4315,50915,20266,54819,493,4309,-999,-999,-999,-999,-999,29399,4750,346,34342,3197,0,779,0,18073,-999,-999,-999
1999,5316,91947,11400,91254,1279,7217,-999,-999,-999,-999,-999,21436,11700,430,45094,5201,0,0,0,8509,-999,-999,-999
2000,3444,79494,15660,92166,1475,8138,-999,-999,-999,-999,-999,35236,8600,142,49631,4568,0,0,0,12836,-999,-999,-999
2001,2256,123266,19480,243325,425,6901,-999,-999,-999,-999,-999,39575,11000,277,135040,4521,0,1024,6198,25023,-999,-999,-999
2002,2303,108566,23372,265152,536,8045,-999,-999,-999,-999,-999,33605,8000,317,143135,4764,0,723,77,24355,-999,-999,-999
2003,4579,86206,18443,233650,544,9599,-999,-999,-999,-999,-999,50088,8000,228,141114,4741,5711,491,0,19520,-999,-999,-999
2004,2677,69211,21965,244220,6425,11412,-999,-999,-999,-999,-999,59519,8000,185,140790,5774,0,524,26,18581,-999,-999,-999
2005,1055,82629,20668,183405,44850,29883,-999,-999,-999,-999,-999,41736,8000,114,87170,11538,0,809,6225,22688,-999,-999,-999
2006,1000,109557,27414,160018,34164,26403,-999,-999,-999,-999,-999,35935,8000,17,66780,9189,0,0,0,26662,-999,-999,-999
2007,1190,118628,12353,90530,9106,15523,-999,-999,-999,-999,-999,28146,8000,41,50947,6373,0,522,0,12945,-999,-999,-999
2008,1041,101322,15028,200123,7663,11896,-999,-999,-999,-999,-999,35887,11970,7,83095,4723,0,276,0,18596.586,-999,-999,-999
2009,1260,68764,18728,176224,2895,11225,-999,-999,-999,-999,-999,42014,9177,125,86056,3143,0,0,0,17485,-999,-999,-999
2010,533,80599,12794,306038,1344,10520,-999,-999,-999,-999,-999,35864,7570,294,159308,3693,2689,0,0,14324,-999,-999,-999
2011,1041,100353,39034,274873,4412,8935,-999,-999,-999,-999,-999,65090,14677,214,145092,3139,2540,646,0,20349,-999,-999,-999
2012,811,117259,29232,238961,7037,10120,-999,-999,-999,-999,-999,44624,7017,85,145108,2408,421,524,0,11396,-999,-999,-999
2013,482,105136,31111,378510,7911,6419,-999,-999,-999,-999,-999,23098,10259,72,154641,2377,2024,1506,0,11506,-999,-999,-999
2014,1097,50106,39514,453239,4789,7232,-999,-999,-999,-999,-999,52688,11973,43,177803,4122,2302,2134,0,13105,-999,-999,-999
2015,248,55959,32494,472414,7536,8730,-999,-999,-999,-999,-999,50231,12760,131.3353269,204687,2283,3442,1270,0,18487,-999,-999,-999
2016,136,55959,32494,472414,6871,6063,-999,-999,-999,-999,-999,50231,12760,30,204687,1262,3442,1270,0,18487,-999,-999,-999
