"","Fishery","Year","Observed_New","Model_New","Observed_Old","Model_Old"
"7141","North B.C. Freshwater Net",2005,NA,15731.26,NA,NA
"7151","North B.C. Freshwater Net",2006,NA,12108.48,NA,NA
"7161","North B.C. Freshwater Net",2007,NA,8570.83,NA,NA
"7171","North B.C. Freshwater Net",2008,NA,5362.65,NA,NA
"7181","North B.C. Freshwater Net",2009,NA,6330.36,NA,NA
"7191","North B.C. Freshwater Net",2010,NA,5705.35,NA,NA
"7201","North B.C. Freshwater Net",2011,NA,4353.88,NA,NA
"7211","North B.C. Freshwater Net",2012,NA,5894.69,NA,NA
"7221","North B.C. Freshwater Net",2013,NA,3956.55,NA,NA
"7231","North B.C. Freshwater Net",2014,NA,3775.86,NA,NA
"7241","North B.C. Freshwater Net",2015,NA,4694.4,NA,NA
"7251","North B.C. Freshwater Net",2016,NA,5692.42,NA,NA
"7261","Central B.C. Freshwater Net",1979,NA,295.3,NA,NA
"7271","Central B.C. Freshwater Net",1980,NA,332.15,NA,NA
"7281","Central B.C. Freshwater Net",1981,NA,462.68,NA,NA
"729","Central B.C. Freshwater Net",1982,NA,427.04,NA,NA
"730","Central B.C. Freshwater Net",1983,NA,432.12,NA,NA
"7311","Central B.C. Freshwater Net",1984,NA,471.5,NA,NA
"732","Central B.C. Freshwater Net",1985,NA,735.13,NA,NA
"733","Central B.C. Freshwater Net",1986,NA,881.94,NA,NA
"734","Central B.C. Freshwater Net",1987,NA,747.98,NA,NA
"735","Central B.C. Freshwater Net",1988,NA,665.42,NA,NA
"736","Central B.C. Freshwater Net",1989,NA,672.24,NA,NA
"737","Central B.C. Freshwater Net",1990,NA,667.95,NA,NA
"738","Central B.C. Freshwater Net",1991,NA,917.42,NA,NA
"739","Central B.C. Freshwater Net",1992,NA,1226,NA,NA
"740","Central B.C. Freshwater Net",1993,NA,1200.59,NA,NA
"7411","Central B.C. Freshwater Net",1994,NA,888.1,NA,NA
"742","Central B.C. Freshwater Net",1995,NA,616.14,NA,NA
"743","Central B.C. Freshwater Net",1996,NA,430.82,NA,NA
"744","Central B.C. Freshwater Net",1997,NA,469.11,NA,NA
"745","Central B.C. Freshwater Net",1998,NA,482.28,NA,NA
"746","Central B.C. Freshwater Net",1999,NA,616.34,NA,NA
"747","Central B.C. Freshwater Net",2000,NA,642.04,NA,NA
"748","Central B.C. Freshwater Net",2001,NA,817.38,NA,NA
"749","Central B.C. Freshwater Net",2002,NA,697.94,NA,NA
"750","Central B.C. Freshwater Net",2003,NA,420.98,NA,NA
"7511","Central B.C. Freshwater Net",2004,NA,571.87,NA,NA
"752","Central B.C. Freshwater Net",2005,NA,549.66,NA,NA
"753","Central B.C. Freshwater Net",2006,NA,718.08,NA,NA
"754","Central B.C. Freshwater Net",2007,NA,462.97,NA,NA
"755","Central B.C. Freshwater Net",2008,NA,493.66,NA,NA
"756","Central B.C. Freshwater Net",2009,NA,561.9,NA,NA
"757","Central B.C. Freshwater Net",2010,NA,419.65,NA,NA
"758","Central B.C. Freshwater Net",2011,NA,328.86,NA,NA
"759","Central B.C. Freshwater Net",2012,NA,492.61,NA,NA
"760","Central B.C. Freshwater Net",2013,NA,756.39,NA,NA
"7611","Central B.C. Freshwater Net",2014,NA,607.98,NA,NA
"762","Central B.C. Freshwater Net",2015,NA,702.05,NA,NA
"763","Central B.C. Freshwater Net",2016,NA,537.28,NA,NA
"764","Georgia Strait Freshwater Net",1979,NA,429.72,NA,NA
"765","Georgia Strait Freshwater Net",1980,NA,425.66,NA,NA
"766","Georgia Strait Freshwater Net",1981,NA,300.79,NA,NA
"767","Georgia Strait Freshwater Net",1982,NA,245.78,NA,NA
"768","Georgia Strait Freshwater Net",1983,NA,133.02,NA,NA
"769","Georgia Strait Freshwater Net",1984,NA,71.9,NA,NA
"770","Georgia Strait Freshwater Net",1985,NA,379.43,NA,NA
"771","Georgia Strait Freshwater Net",1986,NA,333.95,NA,NA
"772","Georgia Strait Freshwater Net",1987,NA,359.33,NA,NA
"773","Georgia Strait Freshwater Net",1988,NA,119.69,NA,NA
"774","Georgia Strait Freshwater Net",1989,NA,242.19,NA,NA
"775","Georgia Strait Freshwater Net",1990,NA,258.63,NA,NA
"776","Georgia Strait Freshwater Net",1991,NA,83.9,NA,NA
"777","Georgia Strait Freshwater Net",1992,NA,61.02,NA,NA
"778","Georgia Strait Freshwater Net",1993,NA,39.38,NA,NA
"779","Georgia Strait Freshwater Net",1994,NA,96.13,NA,NA
"780","Georgia Strait Freshwater Net",1995,NA,113.07,NA,NA
"781","Georgia Strait Freshwater Net",1996,NA,149.27,NA,NA
"782","Georgia Strait Freshwater Net",1997,NA,36.36,NA,NA
"783","Georgia Strait Freshwater Net",1998,NA,295.29,NA,NA
"784","Georgia Strait Freshwater Net",1999,NA,45.31,NA,NA
"785","Georgia Strait Freshwater Net",2000,NA,30.46,NA,NA
"786","Georgia Strait Freshwater Net",2001,NA,204.06,NA,NA
"787","Georgia Strait Freshwater Net",2002,NA,381.23,NA,NA
"788","Georgia Strait Freshwater Net",2003,NA,203.78,NA,NA
"789","Georgia Strait Freshwater Net",2004,NA,119.69,NA,NA
"790","Georgia Strait Freshwater Net",2005,NA,268.33,NA,NA
"791","Georgia Strait Freshwater Net",2006,NA,181.41,NA,NA
"792","Georgia Strait Freshwater Net",2007,NA,74.84,NA,NA
"793","Georgia Strait Freshwater Net",2008,NA,199.65,NA,NA
"794","Georgia Strait Freshwater Net",2009,NA,236.9,NA,NA
"795","Georgia Strait Freshwater Net",2010,NA,160.4,NA,NA
"796","Georgia Strait Freshwater Net",2011,NA,98.85,NA,NA
"797","Georgia Strait Freshwater Net",2012,NA,419.35,NA,NA
"798","Georgia Strait Freshwater Net",2013,NA,68.88,NA,NA
"799","Georgia Strait Freshwater Net",2014,NA,93.01,NA,NA
"800","Georgia Strait Freshwater Net",2015,NA,67.26,NA,NA
"801","Georgia Strait Freshwater Net",2016,NA,89.67,NA,NA
"802","Fraser Freshwater Net",1979,NA,0,NA,NA
"803","Fraser Freshwater Net",1980,NA,0,NA,NA
"804","Fraser Freshwater Net",1981,NA,0,NA,NA
"805","Fraser Freshwater Net",1982,NA,0,NA,NA
"806","Fraser Freshwater Net",1983,NA,0,NA,NA
"807","Fraser Freshwater Net",1984,NA,0,NA,NA
"808","Fraser Freshwater Net",1985,NA,0,NA,NA
"809","Fraser Freshwater Net",1986,NA,0,NA,NA
"8101","Fraser Freshwater Net",1987,NA,0,NA,NA
"8111","Fraser Freshwater Net",1988,NA,0,NA,NA
"8121","Fraser Freshwater Net",1989,NA,0,NA,NA
"8131","Fraser Freshwater Net",1990,NA,0,NA,NA
"8141","Fraser Freshwater Net",1991,NA,0,NA,NA
"8151","Fraser Freshwater Net",1992,NA,0,NA,NA
"8161","Fraser Freshwater Net",1993,NA,0,NA,NA
"8171","Fraser Freshwater Net",1994,NA,0,NA,NA
"8181","Fraser Freshwater Net",1995,NA,0,NA,NA
"8191","Fraser Freshwater Net",1996,NA,0,NA,NA
"8201","Fraser Freshwater Net",1997,NA,0,NA,NA
"8211","Fraser Freshwater Net",1998,NA,0,NA,NA
"8221","Fraser Freshwater Net",1999,NA,0,NA,NA
"8231","Fraser Freshwater Net",2000,NA,0,NA,NA
"8241","Fraser Freshwater Net",2001,NA,0,NA,NA
"8251","Fraser Freshwater Net",2002,NA,0,NA,NA
"8261","Fraser Freshwater Net",2003,NA,0,NA,NA
"8271","Fraser Freshwater Net",2004,NA,0,NA,NA
"828","Fraser Freshwater Net",2005,NA,0,NA,NA
"829","Fraser Freshwater Net",2006,NA,0,NA,NA
"830","Fraser Freshwater Net",2007,NA,0,NA,NA
"831","Fraser Freshwater Net",2008,NA,0,NA,NA
"832","Fraser Freshwater Net",2009,NA,0,NA,NA
"833","Fraser Freshwater Net",2010,NA,0,NA,NA
"834","Fraser Freshwater Net",2011,NA,0,NA,NA
"835","Fraser Freshwater Net",2012,NA,0,NA,NA
"836","Fraser Freshwater Net",2013,NA,0,NA,NA
"837","Fraser Freshwater Net",2014,NA,0,NA,NA
"838","Fraser Freshwater Net",2015,NA,0,NA,NA
"839","Fraser Freshwater Net",2016,NA,0,NA,NA
"840","Puget Sound Freshwater Net",1979,15163,60660.13,NA,NA
"841","Puget Sound Freshwater Net",1980,8514,67008.38,NA,NA
"842","Puget Sound Freshwater Net",1981,12978,63019.61,NA,NA
"843","Puget Sound Freshwater Net",1982,19975,64871.43,NA,NA
"844","Puget Sound Freshwater Net",1983,16799,63616.93,NA,NA
"845","Puget Sound Freshwater Net",1984,17227,73779.43,NA,NA
"846","Puget Sound Freshwater Net",1985,19722,82230.28,NA,NA
"847","Puget Sound Freshwater Net",1986,20249,72973.26,NA,NA
"848","Puget Sound Freshwater Net",1987,27821,58846.7,NA,NA
"849","Puget Sound Freshwater Net",1988,21912,55712.33,NA,NA
"850","Puget Sound Freshwater Net",1989,32579,66824.49,NA,NA
"851","Puget Sound Freshwater Net",1990,32166,70245.55,NA,NA
"852","Puget Sound Freshwater Net",1991,22482,49382.37,NA,NA
"853","Puget Sound Freshwater Net",1992,11279,34501.45,NA,NA
"854","Puget Sound Freshwater Net",1993,13589,32652.68,NA,NA
"855","Puget Sound Freshwater Net",1994,16999,35000.05,NA,NA
"856","Puget Sound Freshwater Net",1995,21331,36775.63,NA,NA
"857","Puget Sound Freshwater Net",1996,16900,39917.1,NA,NA
"858","Puget Sound Freshwater Net",1997,11524,42617.72,NA,NA
"859","Puget Sound Freshwater Net",1998,14212,47957.45,NA,NA
"860","Puget Sound Freshwater Net",1999,24535,50192.91,NA,NA
"861","Puget Sound Freshwater Net",2000,16109,50053.1,NA,NA
"862","Puget Sound Freshwater Net",2001,34585,63406.21,NA,NA
"863","Puget Sound Freshwater Net",2002,35156,63025.09,NA,NA
"864","Puget Sound Freshwater Net",2003,27798,52412.64,NA,NA
"865","Puget Sound Freshwater Net",2004,29026,44435.66,NA,NA
"866","Puget Sound Freshwater Net",2005,20729,46367.47,NA,NA
"867","Puget Sound Freshwater Net",2006,38403,57970.69,NA,NA
"868","Puget Sound Freshwater Net",2007,54536,58475.37,NA,NA
"869","Puget Sound Freshwater Net",2008,41188,53463.5,NA,NA
"870","Puget Sound Freshwater Net",2009,34317,45707.96,NA,NA
"871","Puget Sound Freshwater Net",2010,38413,51472.51,NA,NA
"872","Puget Sound Freshwater Net",2011,34150,54448.36,NA,NA
"873","Puget Sound Freshwater Net",2012,39317,55922.93,NA,NA
"874","Puget Sound Freshwater Net",2013,25413,53883.93,NA,NA
"875","Puget Sound Freshwater Net",2014,19406,43449.87,NA,NA
"876","Puget Sound Freshwater Net",2015,19190,37946.48,NA,NA
"877","Puget Sound Freshwater Net",2016,22548,34637.47,NA,NA
"878","Washington Coast Freshwater Net",1979,15638,19001.21,NA,NA
"879","Washington Coast Freshwater Net",1980,14512,20096.09,NA,NA
"880","Washington Coast Freshwater Net",1981,14666,19027.9,NA,NA
"881","Washington Coast Freshwater Net",1982,14904,17231.12,NA,NA
"882","Washington Coast Freshwater Net",1983,13525,14562.7,NA,NA
"883","Washington Coast Freshwater Net",1984,11553,14784.96,NA,NA
"884","Washington Coast Freshwater Net",1985,16212,11404.72,NA,NA
"885","Washington Coast Freshwater Net",1986,18941,23044.79,NA,NA
"886","Washington Coast Freshwater Net",1987,30059,21238.05,NA,NA
"887","Washington Coast Freshwater Net",1988,31000,45473.44,NA,NA
"888","Washington Coast Freshwater Net",1989,48286,34358.6,NA,NA
"889","Washington Coast Freshwater Net",1990,35107,42509.01,NA,NA
"890","Washington Coast Freshwater Net",1991,20780,36595.03,NA,NA
"891","Washington Coast Freshwater Net",1992,20360,39336.41,NA,NA
"892","Washington Coast Freshwater Net",1993,21287,31956.97,NA,NA
"893","Washington Coast Freshwater Net",1994,20414,31479.45,NA,NA
"894","Washington Coast Freshwater Net",1995,16978,28040.1,NA,NA
"895","Washington Coast Freshwater Net",1996,15741,32696.81,NA,NA
"896","Washington Coast Freshwater Net",1997,12772,13536.1,NA,NA
"897","Washington Coast Freshwater Net",1998,11483,12561.52,NA,NA
"898","Washington Coast Freshwater Net",1999,7626,6218.61,NA,NA
"899","Washington Coast Freshwater Net",2000,7057,8636.47,NA,NA
"900","Washington Coast Freshwater Net",2001,9510,11100.91,NA,NA
"901","Washington Coast Freshwater Net",2002,10879,16057.97,NA,NA
"902","Washington Coast Freshwater Net",2003,11189,16237.39,NA,NA
"903","Washington Coast Freshwater Net",2004,24526,9629.19,NA,NA
"904","Washington Coast Freshwater Net",2005,16080,9676.17,NA,NA
"905","Washington Coast Freshwater Net",2006,14364,11486.97,NA,NA
"906","Washington Coast Freshwater Net",2007,5529,8861.66,NA,NA
"907","Washington Coast Freshwater Net",2008,7636,9056.78,NA,NA
"908","Washington Coast Freshwater Net",2009,9364,9846.44,NA,NA
"909","Washington Coast Freshwater Net",2010,9754,16172.26,NA,NA
"9101","Washington Coast Freshwater Net",2011,14740,17995.16,NA,NA
"9111","Washington Coast Freshwater Net",2012,11857,18626.67,NA,NA
"9121","Washington Coast Freshwater Net",2013,12014,22631.68,NA,NA
"9131","Washington Coast Freshwater Net",2014,23666,17439.8,NA,NA
"9141","Washington Coast Freshwater Net",2015,3577,17115.39,NA,NA
"9151","Washington Coast Freshwater Net",2016,3503,14348.25,NA,NA
"1373","Canadian Transboundary River Freshwater Net",1979,2033,901.26,NA,NA
"1374","Canadian Transboundary River Freshwater Net",1980,2977,554.5,NA,NA
"1375","Canadian Transboundary River Freshwater Net",1981,2076,390.51,NA,NA
"1376","Canadian Transboundary River Freshwater Net",1982,2922,355.3,NA,NA
"1377","Canadian Transboundary River Freshwater Net",1983,1921,412.43,NA,NA
"1378","Canadian Transboundary River Freshwater Net",1984,1320,394,NA,NA
"1379","Canadian Transboundary River Freshwater Net",1985,1833,251.35,NA,NA
"1380","Canadian Transboundary River Freshwater Net",1986,2641,161.37,NA,NA
"1381","Canadian Transboundary River Freshwater Net",1987,2955,453.04,NA,NA
"1382","Canadian Transboundary River Freshwater Net",1988,3787,328.83,NA,NA
"1383","Canadian Transboundary River Freshwater Net",1989,4250,290.76,NA,NA
"1384","Canadian Transboundary River Freshwater Net",1990,4216,642.84,NA,NA
"1385","Canadian Transboundary River Freshwater Net",1991,3284,513.99,NA,NA
"1386","Canadian Transboundary River Freshwater Net",1992,4501,174.34,NA,NA
"1387","Canadian Transboundary River Freshwater Net",1993,4701,205.03,NA,NA
"1388","Canadian Transboundary River Freshwater Net",1994,4787,252.19,NA,NA
"1389","Canadian Transboundary River Freshwater Net",1995,3753,673.02,NA,NA
"1390","Canadian Transboundary River Freshwater Net",1996,6430,763.21,NA,NA
"1391","Canadian Transboundary River Freshwater Net",1997,7640,319.49,NA,NA
"1392","Canadian Transboundary River Freshwater Net",1998,3626,237.38,NA,NA
"1393","Canadian Transboundary River Freshwater Net",1999,5575,162.1,NA,NA
"1394","Canadian Transboundary River Freshwater Net",2000,7288,96.89,NA,NA
"1395","Canadian Transboundary River Freshwater Net",2001,6380,217.04,NA,NA
"1396","Canadian Transboundary River Freshwater Net",2002,6452,180.5,NA,NA
"1397","Canadian Transboundary River Freshwater Net",2003,6545,85.85,NA,NA
"1398","Canadian Transboundary River Freshwater Net",2004,8001,118.63,NA,NA
"1399","Canadian Transboundary River Freshwater Net",2005,27765,94.15,NA,NA
"1400","Canadian Transboundary River Freshwater Net",2006,24110,9.61,NA,NA
"1401","Canadian Transboundary River Freshwater Net",2007,13052,20.4,NA,NA
"1402","Canadian Transboundary River Freshwater Net",2008,10350,4.36,NA,NA
"1403","Canadian Transboundary River Freshwater Net",2009,9352,45.24,NA,NA
"1404","Canadian Transboundary River Freshwater Net",2010,8665,176.6,NA,NA
"1405","Canadian Transboundary River Freshwater Net",2011,6447,148.59,NA,NA
"1406","Canadian Transboundary River Freshwater Net",2012,8180,69.04,NA,NA
"1407","Canadian Transboundary River Freshwater Net",2013,4109,35.87,NA,NA
"1408","Canadian Transboundary River Freshwater Net",2014,5807,30.69,NA,NA
"1409","Canadian Transboundary River Freshwater Net",2015,6705,90.1,NA,NA
"14101","Canadian Transboundary River Freshwater Net",2016,6705,960.07,NA,NA
"1487","Columbia River Sport",1979,38700,29922.03,NA,NA
"1488","Columbia River Sport",1980,15011,32341.92,NA,NA
"1489","Columbia River Sport",1981,21151,38296.16,NA,NA
"1490","Columbia River Sport",1982,31236,45152.37,NA,NA
"1491","Columbia River Sport",1983,23206,40395.96,NA,NA
"1492","Columbia River Sport",1984,43760,60047.69,NA,NA
"1493","Columbia River Sport",1985,45444,44716.94,NA,NA
"1494","Columbia River Sport",1986,57993,59431.05,NA,NA
"1495","Columbia River Sport",1987,105835,103288.26,NA,NA
"1496","Columbia River Sport",1988,97638,94122.94,NA,NA
"1497","Columbia River Sport",1989,88088,88516.25,NA,NA
"1498","Columbia River Sport",1990,79467,77534.9,NA,NA
"1499","Columbia River Sport",1991,79260,80534.7,NA,NA
"1500","Columbia River Sport",1992,56417,55535.73,NA,NA
"1501","Columbia River Sport",1993,64995,62440.47,NA,NA
"1502","Columbia River Sport",1994,29634,30654.79,NA,NA
"1503","Columbia River Sport",1995,36394,37850.86,NA,NA
"1504","Columbia River Sport",1996,31672,32876.89,NA,NA
"1505","Columbia River Sport",1997,45984,39429.64,NA,NA
"1506","Columbia River Sport",1998,34342,33056.87,NA,NA
"1507","Columbia River Sport",1999,45094,46515.9,NA,NA
"1508","Columbia River Sport",2000,49631,37075.8,NA,NA
"1509","Columbia River Sport",2001,135040,56147.6,NA,NA
"15101","Columbia River Sport",2002,143135,102175.63,NA,NA
"15111","Columbia River Sport",2003,141114,111487.81,NA,NA
"15121","Columbia River Sport",2004,140790,106193.25,NA,NA
"15131","Columbia River Sport",2005,87170,80006.96,NA,NA
"15141","Columbia River Sport",2006,66780,57644.62,NA,NA
"15151","Columbia River Sport",2007,50947,44793.03,NA,NA
"15161","Columbia River Sport",2008,83095,43258.96,NA,NA
"15171","Columbia River Sport",2009,86056,51597.5,NA,NA
"15181","Columbia River Sport",2010,159308,72310.21,NA,NA
"15191","Columbia River Sport",2011,145092,83257.27,NA,NA
"15201","Columbia River Sport",2012,145108,100461.23,NA,NA
"15211","Columbia River Sport",2013,154641,140193.18,NA,NA
"15221","Columbia River Sport",2014,177803,128028.17,NA,NA
"15231","Columbia River Sport",2015,204687,150524.72,NA,NA
"15241","Columbia River Sport",2016,204687,91916.16,NA,NA
"15251","Alaska Terminal Sport",1979,100,2226.97,NA,NA
"15261","Alaska Terminal Sport",1980,100,4108.33,NA,NA
"15271","Alaska Terminal Sport",1981,100,3087.97,NA,NA
"1528","Alaska Terminal Sport",1982,100,2296.09,NA,NA
"1529","Alaska Terminal Sport",1983,0,2995.43,NA,NA
"1530","Alaska Terminal Sport",1984,0,1946.46,NA,NA
"1531","Alaska Terminal Sport",1985,0,2283.66,NA,NA
"1532","Alaska Terminal Sport",1986,0,2269.2,NA,NA
"1533","Alaska Terminal Sport",1987,0,3573.61,NA,NA
"1534","Alaska Terminal Sport",1988,0,2527.02,NA,NA
"1535","Alaska Terminal Sport",1989,0,3743.78,NA,NA
"1536","Alaska Terminal Sport",1990,0,3633.87,NA,NA
"1537","Alaska Terminal Sport",1991,0,4415.3,NA,NA
"1538","Alaska Terminal Sport",1992,0,3847.4,NA,NA
"1539","Alaska Terminal Sport",1993,0,4394.76,NA,NA
"1540","Alaska Terminal Sport",1994,0,3267.66,NA,NA
"1541","Alaska Terminal Sport",1995,0,2771.15,NA,NA
"1542","Alaska Terminal Sport",1996,5357,3244.4,NA,NA
"1543","Alaska Terminal Sport",1997,6361,4145.69,NA,NA
"1544","Alaska Terminal Sport",1998,1616,1804.01,NA,NA
"1545","Alaska Terminal Sport",1999,1345,2435.35,NA,NA
"1546","Alaska Terminal Sport",2000,1600,2118.09,NA,NA
"1547","Alaska Terminal Sport",2001,897,2959.75,NA,NA
"1548","Alaska Terminal Sport",2002,727,2897.96,NA,NA
"1549","Alaska Terminal Sport",2003,490,2366.78,NA,NA
"1550","Alaska Terminal Sport",2004,577,2817.86,NA,NA
"1551","Alaska Terminal Sport",2005,957,8348.69,NA,NA
"1552","Alaska Terminal Sport",2006,623,5700.52,NA,NA
"1553","Alaska Terminal Sport",2007,0,3946.07,NA,NA
"1554","Alaska Terminal Sport",2008,0,2329.55,NA,NA
"1555","Alaska Terminal Sport",2009,0,1791.41,NA,NA
"1556","Alaska Terminal Sport",2010,121,2009.12,NA,NA
"1557","Alaska Terminal Sport",2011,0,1689.64,NA,NA
"1558","Alaska Terminal Sport",2012,0,1526.29,NA,NA
"1559","Alaska Terminal Sport",2013,0,1444.01,NA,NA
"1560","Alaska Terminal Sport",2014,0,2122.97,NA,NA
"1561","Alaska Terminal Sport",2015,0,1378.48,NA,NA
"1562","Alaska Terminal Sport",2016,0,1320.53,NA,NA
"1563","North B.C. Freshwater Sport",1979,1960,1301.26,NA,NA
"1564","North B.C. Freshwater Sport",1980,4515,1442.04,NA,NA
"1565","North B.C. Freshwater Sport",1981,2613,1461.61,NA,NA
"1566","North B.C. Freshwater Sport",1982,2726,1287.19,NA,NA
"1567","North B.C. Freshwater Sport",1983,5374,1703.48,NA,NA
"1568","North B.C. Freshwater Sport",1984,3426,1610.15,NA,NA
"1569","North B.C. Freshwater Sport",1985,3186,2635.63,NA,NA
"1570","North B.C. Freshwater Sport",1986,4410,3201.81,NA,NA
"1571","North B.C. Freshwater Sport",1987,3625,4761.53,NA,NA
"1572","North B.C. Freshwater Sport",1988,3745,4052.3,NA,NA
"1573","North B.C. Freshwater Sport",1989,5247,3879.66,NA,NA
"1574","North B.C. Freshwater Sport",1990,4090,3113.05,NA,NA
"1575","North B.C. Freshwater Sport",1991,4764,2817.35,NA,NA
"1576","North B.C. Freshwater Sport",1992,6182,3124.57,NA,NA
"1577","North B.C. Freshwater Sport",1993,7813,2185.12,NA,NA
"1578","North B.C. Freshwater Sport",1994,3093,3946.98,NA,NA
"1579","North B.C. Freshwater Sport",1995,3503,1593.02,NA,NA
"1580","North B.C. Freshwater Sport",1996,1250,3569.13,NA,NA
"1581","North B.C. Freshwater Sport",1997,0,3420.55,NA,NA
"1582","North B.C. Freshwater Sport",1998,0,2574.73,NA,NA
"1583","North B.C. Freshwater Sport",1999,0,3026.28,NA,NA
"1584","North B.C. Freshwater Sport",2000,0,2221.38,NA,NA
"1585","North B.C. Freshwater Sport",2001,0,3819.7,NA,NA
"1586","North B.C. Freshwater Sport",2002,0,3133.44,NA,NA
"1587","North B.C. Freshwater Sport",2003,5711,2184.75,NA,NA
"1588","North B.C. Freshwater Sport",2004,0,2547.04,NA,NA
"1589","North B.C. Freshwater Sport",2005,0,1289.06,NA,NA
"1590","North B.C. Freshwater Sport",2006,0,1848.36,NA,NA
"1591","North B.C. Freshwater Sport",2007,0,2080.72,NA,NA
"1592","North B.C. Freshwater Sport",2008,0,1409.31,NA,NA
"1593","North B.C. Freshwater Sport",2009,0,1756.32,NA,NA
"1594","North B.C. Freshwater Sport",2010,2689,2005.6,NA,NA
"1595","North B.C. Freshwater Sport",2011,2540,1127.07,NA,NA
"1596","North B.C. Freshwater Sport",2012,421,847.18,NA,NA
"1597","North B.C. Freshwater Sport",2013,2024,997.24,NA,NA
"1598","North B.C. Freshwater Sport",2014,2302,1246.69,NA,NA
"1599","North B.C. Freshwater Sport",2015,3442,1467.03,NA,NA
"1600","North B.C. Freshwater Sport",2016,3442,1091.68,NA,NA
"1601","Central B.C. Freshwater Sport",1979,1940,130.91,NA,NA
"1602","Central B.C. Freshwater Sport",1980,988,146.24,NA,NA
"1603","Central B.C. Freshwater Sport",1981,1261,849.89,NA,NA
"1604","Central B.C. Freshwater Sport",1982,1293,201.37,NA,NA
"1605","Central B.C. Freshwater Sport",1983,821,188.46,NA,NA
"1606","Central B.C. Freshwater Sport",1984,1332,202.75,NA,NA
"1607","Central B.C. Freshwater Sport",1985,823,295.57,NA,NA
"1608","Central B.C. Freshwater Sport",1986,1245,340.62,NA,NA
"1609","Central B.C. Freshwater Sport",1987,1563,302.29,NA,NA
"16101","Central B.C. Freshwater Sport",1988,1496,262.95,NA,NA
"16111","Central B.C. Freshwater Sport",1989,4526,255.8,NA,NA
"16121","Central B.C. Freshwater Sport",1990,5626,280.54,NA,NA
"16131","Central B.C. Freshwater Sport",1991,3335,401.51,NA,NA
"16141","Central B.C. Freshwater Sport",1992,3204,537.91,NA,NA
"16151","Central B.C. Freshwater Sport",1993,2880,476.76,NA,NA
"16161","Central B.C. Freshwater Sport",1994,973,359.43,NA,NA
"16171","Central B.C. Freshwater Sport",1995,1180,244.48,NA,NA
"16181","Central B.C. Freshwater Sport",1996,3986,181.47,NA,NA
"16191","Central B.C. Freshwater Sport",1997,1139,202.98,NA,NA
"16201","Central B.C. Freshwater Sport",1998,779,218.36,NA,NA
"16211","Central B.C. Freshwater Sport",1999,0,291.29,NA,NA
"16221","Central B.C. Freshwater Sport",2000,0,279.63,NA,NA
"16231","Central B.C. Freshwater Sport",2001,1024,353.65,NA,NA
"16241","Central B.C. Freshwater Sport",2002,723,289.44,NA,NA
"16251","Central B.C. Freshwater Sport",2003,491,183.56,NA,NA
"16261","Central B.C. Freshwater Sport",2004,524,235,NA,NA
"16271","Central B.C. Freshwater Sport",2005,809,230.72,NA,NA
"1628","Central B.C. Freshwater Sport",2006,0,302.58,NA,NA
"1629","Central B.C. Freshwater Sport",2007,522,196.88,NA,NA
"1630","Central B.C. Freshwater Sport",2008,276,213.52,NA,NA
"1631","Central B.C. Freshwater Sport",2009,0,251,NA,NA
"1632","Central B.C. Freshwater Sport",2010,0,184.12,NA,NA
"1633","Central B.C. Freshwater Sport",2011,646,141.61,NA,NA
"1634","Central B.C. Freshwater Sport",2012,524,321.23,NA,NA
"1635","Central B.C. Freshwater Sport",2013,1506,363.68,NA,NA
"1636","Central B.C. Freshwater Sport",2014,2134,298.29,NA,NA
"1637","Central B.C. Freshwater Sport",2015,1270,311.23,NA,NA
"1638","Central B.C. Freshwater Sport",2016,1270,233.63,NA,NA
"1639","West Coast Vancouver Island Freshwater Sport",1979,0,904.76,NA,NA
"1640","West Coast Vancouver Island Freshwater Sport",1980,0,1114.3,NA,NA
"1641","West Coast Vancouver Island Freshwater Sport",1981,0,798.78,NA,NA
"1642","West Coast Vancouver Island Freshwater Sport",1982,0,1323.12,NA,NA
"1643","West Coast Vancouver Island Freshwater Sport",1983,0,828.89,NA,NA
"1644","West Coast Vancouver Island Freshwater Sport",1984,0,1017.16,NA,NA
"1645","West Coast Vancouver Island Freshwater Sport",1985,0,1051.28,NA,NA
"1646","West Coast Vancouver Island Freshwater Sport",1986,0,669.16,NA,NA
"1647","West Coast Vancouver Island Freshwater Sport",1987,0,964.71,NA,NA
"1648","West Coast Vancouver Island Freshwater Sport",1988,0,1161.62,NA,NA
"1649","West Coast Vancouver Island Freshwater Sport",1989,0,1554.25,NA,NA
"1650","West Coast Vancouver Island Freshwater Sport",1990,0,1804.74,NA,NA
"1651","West Coast Vancouver Island Freshwater Sport",1991,0,2044.85,NA,NA
"1652","West Coast Vancouver Island Freshwater Sport",1992,0,1690.01,NA,NA
"1653","West Coast Vancouver Island Freshwater Sport",1993,0,1731.73,NA,NA
"1654","West Coast Vancouver Island Freshwater Sport",1994,0,896.57,NA,NA
"1655","West Coast Vancouver Island Freshwater Sport",1995,0,347.66,NA,NA
"1656","West Coast Vancouver Island Freshwater Sport",1996,0,912.62,NA,NA
"1657","West Coast Vancouver Island Freshwater Sport",1997,0,1252.58,NA,NA
"1658","West Coast Vancouver Island Freshwater Sport",1998,0,1019.36,NA,NA
"1659","West Coast Vancouver Island Freshwater Sport",1999,0,292.74,NA,NA
