"","Fishery","Year","Observed_New","Model_New","Observed_Old","Model_Old"
"2718","West Coast Vancouver Island AABM Sport",2005,50681,51121.57,50232,23298.16
"2815","West Coast Vancouver Island AABM Sport",2006,36507,36824.41,37905,17580.76
"2914","West Coast Vancouver Island AABM Sport",2007,46323,46725.73,46229,21441.57
"3014","West Coast Vancouver Island AABM Sport",2008,50556,50995.48,50556,23448.5
"3118","West Coast Vancouver Island AABM Sport",2009,66426,67003.56,66426,30809.18
"3216","West Coast Vancouver Island AABM Sport",2010,54924,55401.48,54924,25474.38
"3314","West Coast Vancouver Island AABM Sport",2011,75209,75862.86,75209,34882.81
"3414","West Coast Vancouver Island AABM Sport",2012,65414,65982.67,65414,30339.77
"3514","West Coast Vancouver Island AABM Sport",2013,64072,64629.08,64072,29717.36
"3614","West Coast Vancouver Island AABM Sport",2014,54875,55352.06,54875,25451.71
"3714","West Coast Vancouver Island AABM Sport",2015,48215,48634.17,48215,22362.71
"3814","West Coast Vancouver Island AABM Sport",2016,38819,39156.48,38819,18004.76
"1183","West Coast Vancouver Island ISBM Sport",1979,7964,23447.89,NA,NA
"1184","West Coast Vancouver Island ISBM Sport",1980,8539,27712.62,NA,NA
"1185","West Coast Vancouver Island ISBM Sport",1981,11230,36696.7,NA,NA
"1186","West Coast Vancouver Island ISBM Sport",1982,17100,52381.28,NA,NA
"1187","West Coast Vancouver Island ISBM Sport",1983,28000,52578.23,NA,NA
"1188","West Coast Vancouver Island ISBM Sport",1984,44162,40909.91,NA,NA
"1189","West Coast Vancouver Island ISBM Sport",1985,21587,43125.41,NA,NA
"1190","West Coast Vancouver Island ISBM Sport",1986,13158,26286.39,NA,NA
"1191","West Coast Vancouver Island ISBM Sport",1987,38283,76479.86,NA,NA
"1192","West Coast Vancouver Island ISBM Sport",1988,35820,71559.37,NA,NA
"1193","West Coast Vancouver Island ISBM Sport",1989,55239,110353.68,NA,NA
"1194","West Coast Vancouver Island ISBM Sport",1990,69723,139289.06,NA,NA
"1195","West Coast Vancouver Island ISBM Sport",1991,85983,171772.49,NA,NA
"1196","West Coast Vancouver Island ISBM Sport",1992,46968,93830.27,NA,NA
"1197","West Coast Vancouver Island ISBM Sport",1993,65604,131060.34,NA,NA
"1198","West Coast Vancouver Island ISBM Sport",1994,52526,104933.76,NA,NA
"1199","West Coast Vancouver Island ISBM Sport",1995,21675,43301.21,NA,NA
"1200","West Coast Vancouver Island ISBM Sport",1996,2266,4526.86,NA,NA
"1201","West Coast Vancouver Island ISBM Sport",1997,47355,94603.41,NA,NA
"1202","West Coast Vancouver Island ISBM Sport",1998,55697,111268.64,NA,NA
"1203","West Coast Vancouver Island ISBM Sport",1999,47163,94219.84,NA,NA
"1204","West Coast Vancouver Island ISBM Sport",2000,5443,10873.76,NA,NA
"1205","West Coast Vancouver Island ISBM Sport",2001,6354,12693.7,NA,NA
"1206","West Coast Vancouver Island ISBM Sport",2002,36073,72064.8,NA,NA
"1207","West Coast Vancouver Island ISBM Sport",2003,51186,102256.8,NA,NA
"1208","West Coast Vancouver Island ISBM Sport",2004,61218,122298.2,NA,NA
"1209","West Coast Vancouver Island ISBM Sport",2005,43577,87055.94,NA,NA
"12101","West Coast Vancouver Island ISBM Sport",2006,44025,87950.92,NA,NA
"12111","West Coast Vancouver Island ISBM Sport",2007,39368,78647.36,NA,NA
"12121","West Coast Vancouver Island ISBM Sport",2008,24855,49654.08,NA,NA
"12131","West Coast Vancouver Island ISBM Sport",2009,31921,63770.14,NA,NA
"12141","West Coast Vancouver Island ISBM Sport",2010,24687,49318.44,NA,NA
"12151","West Coast Vancouver Island ISBM Sport",2011,52131,104144.67,NA,NA
"12161","West Coast Vancouver Island ISBM Sport",2012,25890,51721.72,NA,NA
"12171","West Coast Vancouver Island ISBM Sport",2013,22272,44493.86,NA,NA
"12181","West Coast Vancouver Island ISBM Sport",2014,28679,57293.45,NA,NA
"12191","West Coast Vancouver Island ISBM Sport",2015,34668,69258,NA,NA
"12201","West Coast Vancouver Island ISBM Sport",2016,26237,52414.94,NA,NA
"1128","North of Falcon Sport",1979,84977,82024.5,84977,87268.36
"2105","North of Falcon Sport",1980,59099,72313.04,59099,78981.57
"390","North of Falcon Sport",1981,96151,70495.81,96151,79543.18
"424","North of Falcon Sport",1982,114952,67921.87,114952,75346.74
"524","North of Falcon Sport",1983,51789,46152.39,51789,35189.65
"624","North of Falcon Sport",1984,6980,8613.54,6980,11775.67
"724","North of Falcon Sport",1985,30189,25344.54,30189,26845.7
"824","North of Falcon Sport",1986,23000,19309.18,23000,20452.88
"924","North of Falcon Sport",1987,44000,36939.24,44000,39127.22
"1024","North of Falcon Sport",1988,19000,15951.01,19000,16895.8
"1129","North of Falcon Sport",1989,20900,17546.16,20900,18585.43
"1224","North of Falcon Sport",1990,32900,27620.55,32900,29256.51
"1324","North of Falcon Sport",1991,13562,11385.67,13562,12060.03
"1424","North of Falcon Sport",1992,18935,15896.47,18935,16838.04
"1524","North of Falcon Sport",1993,13854,11630.82,13854,12319.71
"1624","North of Falcon Sport",1994,0,0,0,0
"1724","North of Falcon Sport",1995,618,518.82,618,549.53
"1824","North of Falcon Sport",1996,255,214.06,255,226.77
"1924","North of Falcon Sport",1997,4152,3485.7,4152,3692.17
"2024","North of Falcon Sport",1998,2292,1924.24,2292,2038.21
"2124","North of Falcon Sport",1999,10821,9084.52,10821,9622.6
"2224","North of Falcon Sport",2000,9242,7758.94,9242,8218.46
"2326","North of Falcon Sport",2001,25592,21485.22,25592,22757.8
"2426","North of Falcon Sport",2002,60575,50854.41,60575,53866.62
"2526","North of Falcon Sport",2003,36513,30653.72,36513,32469.4
"2625","North of Falcon Sport",2004,27090,22742.82,27090,24089.9
"2719","North of Falcon Sport",2005,40004,33584.5,40004,35573.75
"2816","North of Falcon Sport",2006,11176,9382.6,11176,9938.29
"2915","North of Falcon Sport",2007,9538,8007.45,9538,8481.69
"3015","North of Falcon Sport",2008,15452,12972.41,15452,13740.79
"3119","North of Falcon Sport",2009,13331,11191.78,13331,11854.63
"3217","North of Falcon Sport",2010,38686,32478,38686,34401.66
"3315","North of Falcon Sport",2011,30826,25879.34,30826,27412.17
"3415","North of Falcon Sport",2012,35428,29742.8,35428,31504.5
"3515","North of Falcon Sport",2013,30837,25888.53,30837,27421.95
"3615","North of Falcon Sport",2014,42327,35534.73,42327,37639.46
"3715","North of Falcon Sport",2015,42179,35410.46,42179,37507.89
"3815","North of Falcon Sport",2016,17948,15067.89,17948,15960.35
"1259","South of Falcon Sport",1979,6949,3415.18,NA,NA
"1260","South of Falcon Sport",1980,8710,2766.7,NA,NA
"1261","South of Falcon Sport",1981,8762,2660.15,NA,NA
"1262","South of Falcon Sport",1982,14943,2835.12,NA,NA
"1263","South of Falcon Sport",1983,8883,2393.96,NA,NA
"1264","South of Falcon Sport",1984,7886,2600.28,NA,NA
"1265","South of Falcon Sport",1985,16158,4798.9,NA,NA
"1266","South of Falcon Sport",1986,8584,2549.42,NA,NA
"1267","South of Falcon Sport",1987,28728,8532.18,NA,NA
"1268","South of Falcon Sport",1988,16127,4789.68,NA,NA
"1269","South of Falcon Sport",1989,9384,2787.01,NA,NA
"1270","South of Falcon Sport",1990,10496,3117.29,NA,NA
"1271","South of Falcon Sport",1991,6622,1966.72,NA,NA
"1272","South of Falcon Sport",1992,9403,2792.69,NA,NA
"1273","South of Falcon Sport",1993,1817,539.69,NA,NA
"1274","South of Falcon Sport",1994,2421,719.03,NA,NA
"1275","South of Falcon Sport",1995,886,263.15,NA,NA
"1276","South of Falcon Sport",1996,2985,886.55,NA,NA
"1277","South of Falcon Sport",1997,2408,715.15,NA,NA
"1278","South of Falcon Sport",1998,2019,599.65,NA,NA
"1279","South of Falcon Sport",1999,3340,991.98,NA,NA
"1280","South of Falcon Sport",2000,12878,3824.75,NA,NA
"1281","South of Falcon Sport",2001,17374,5160.05,NA,NA
"1282","South of Falcon Sport",2002,34792,10333.17,NA,NA
"1283","South of Falcon Sport",2003,32876,9764.13,NA,NA
"1284","South of Falcon Sport",2004,47413,14081.56,NA,NA
"1285","South of Falcon Sport",2005,18603,5525.06,NA,NA
"1286","South of Falcon Sport",2006,9287,2758.24,NA,NA
"1287","South of Falcon Sport",2007,3297,979.2,NA,NA
"1288","South of Falcon Sport",2008,481,142.85,NA,NA
"1289","South of Falcon Sport",2009,410,121.74,NA,NA
"1290","South of Falcon Sport",2010,2331,692.29,NA,NA
"1291","South of Falcon Sport",2011,2609,774.88,NA,NA
"1292","South of Falcon Sport",2012,7767,2306.79,NA,NA
"1293","South of Falcon Sport",2013,17867,5306.43,NA,NA
"1294","South of Falcon Sport",2014,9355,2778.42,NA,NA
"1295","South of Falcon Sport",2015,5501,1633.78,NA,NA
"1296","South of Falcon Sport",2016,2552,757.92,NA,NA
"1130","Puget Sound North Sport",1979,84461,44030.02,84461,58307.31
"2106","Puget Sound North Sport",1980,68646,41581.62,68646,54037.82
"391","Puget Sound North Sport",1981,61079,41701.38,61079,51722.42
"425","Puget Sound North Sport",1982,36795,41405.49,36795,51446.15
"525","Puget Sound North Sport",1983,73226,81998.18,73226,78449.4
"625","Puget Sound North Sport",1984,73762,38667.05,73762,49542.69
"725","Puget Sound North Sport",1985,53719,39061.87,53719,46367.43
"825","Puget Sound North Sport",1986,82481,59976.16,82481,71193.24
"925","Puget Sound North Sport",1987,62924,45755.3,62924,54312.66
"1025","Puget Sound North Sport",1988,50831,36961.82,50831,43874.65
"1131","Puget Sound North Sport",1989,63713,46329.02,63713,54993.71
"1225","Puget Sound North Sport",1990,57877,42085.3,57877,49956.37
"1325","Puget Sound North Sport",1991,44400,32285.54,44400,38323.71
"1425","Puget Sound North Sport",1992,44726,32522.59,44726,38605.13
"1525","Puget Sound North Sport",1993,39132,28454.91,39132,33776.69
"1625","Puget Sound North Sport",1994,7456,5421.66,7456,6435.66
"1725","Puget Sound North Sport",1995,14212,10334.26,14212,12267.09
"1825","Puget Sound North Sport",1996,17499,12724.45,17499,15104.15
"1925","Puget Sound North Sport",1997,21393,15555.94,21393,18465.34
"2025","Puget Sound North Sport",1998,5228,3801.55,5228,4512.55
"2125","Puget Sound North Sport",1999,4125,2999.5,4125,3560.52
"2225","Puget Sound North Sport",2000,4780,3475.79,4780,4125.85
"2327","Puget Sound North Sport",2001,10944,7957.93,10944,9446.3
"2427","Puget Sound North Sport",2002,8412,6116.83,8412,7260.8
"2527","Puget Sound North Sport",2003,8322,6051.37,8322,7183.08
"2626","Puget Sound North Sport",2004,7118,5175.86,7118,6143.88
"2720","Puget Sound North Sport",2005,4828,3510.7,4828,4167.3
"2817","Puget Sound North Sport",2006,8015,5828.12,8015,6918.13
"2916","Puget Sound North Sport",2007,11139,8099.73,11139,9614.58
"3016","Puget Sound North Sport",2008,10673,7760.87,10673,9212.35
"3120","Puget Sound North Sport",2009,14366,10446.25,14366,12399.94
"3218","Puget Sound North Sport",2010,12685,9223.93,12685,10948.97
"3316","Puget Sound North Sport",2011,15957,11603.15,15957,13773.23
"3416","Puget Sound North Sport",2012,19618,14265.28,19618,16933.27
"3516","Puget Sound North Sport",2013,25210,18331.5,25210,21759.98
"3616","Puget Sound North Sport",2014,20275,14743.02,20275,17500.29
"3716","Puget Sound North Sport",2015,20403,14836.09,20403,17610.77
"3816","Puget Sound North Sport",2016,21693,15774.08,21693,18724.24
"1132","Puget Sound Other Sport",1979,184197,72262.07,184197,79401.12
"2107","Puget Sound Other Sport",1980,168695,68874.83,168695,77367.59
"392","Puget Sound Other Sport",1981,103354,71654.81,103354,75971.13
"426","Puget Sound Other Sport",1982,83362,75570.38,83362,78124.95
"526","Puget Sound Other Sport",1983,121241,56406.57,121241,57356.93
"626","Puget Sound Other Sport",1984,100055,42693.56,100055,38016.51
"726","Puget Sound Other Sport",1985,74323,37846.25,74323,39680.25
"826","Puget Sound Other Sport",1986,70945,36126.09,70945,37876.74
"926","Puget Sound Other Sport",1987,46450,23652.97,46450,24799.13
"1026","Puget Sound Other Sport",1988,64469,32828.45,64469,34419.28
"1133","Puget Sound Other Sport",1989,71983,36654.69,71983,38430.93
"1226","Puget Sound Other Sport",1990,67627,34436.56,67627,36105.33
"1326","Puget Sound Other Sport",1991,46166,23508.35,46166,24647.51
"1426","Puget Sound Other Sport",1992,53007,26991.86,53007,28299.86
"1526","Puget Sound Other Sport",1993,41034,20895.04,41034,21907.59
"1626","Puget Sound Other Sport",1994,40830,20791.22,40830,21798.7
"1726","Puget Sound Other Sport",1995,55587,28305.67,55587,29677.29
"1826","Puget Sound Other Sport",1996,54570,27787.77,54570,29134.33
"1926","Puget Sound Other Sport",1997,39032,19875.58,39032,20838.74
"2026","Puget Sound Other Sport",1998,20886,10635.43,20886,11150.79
"2126","Puget Sound Other Sport",1999,24614,12533.76,24614,13141.15
"2226","Puget Sound Other Sport",2000,18899,9623.62,18899,10090
"2328","Puget Sound Other Sport",2001,33478,17047.42,33478,17873.54
"2428","Puget Sound Other Sport",2002,22331,11371.24,22331,11922.3
"2528","Puget Sound Other Sport",2003,22578,11497.01,22578,12054.15
"2627","Puget Sound Other Sport",2004,19609,9985.13,19609,10469.01
"2721","Puget Sound Other Sport",2005,18064,9198.43,18064,9644.15
"2818","Puget Sound Other Sport",2006,20567,10473.01,20567,10980.47
"2917","Puget Sound Other Sport",2007,37587,19139.79,37587,20067.29
"3017","Puget Sound Other Sport",2008,21749,11074.87,21749,11611.55
"3121","Puget Sound Other Sport",2009,16939,8625.56,16939,9043.53
"3219","Puget Sound Other Sport",2010,15621,7954.44,15621,8339.9
"3317","Puget Sound Other Sport",2011,11550,5881.42,11550,6166.42
"3417","Puget Sound Other Sport",2012,22036,11220.98,22036,11764.78
"3517","Puget Sound Other Sport",2013,16635,8470.77,16635,8881.24
"3617","Puget Sound Other Sport",2014,12083,6152.84,12083,6450.98
"3717","Puget Sound Other Sport",2015,8958,4561.52,8958,4782.56
"3817","Puget Sound Other Sport",2016,12559,6395.22,12559,6705.13
"1134","Georgia Strait Sport",1979,350000,212359.61,350000,427823.94
"2108","Georgia Strait Sport",1980,204100,197018.1,371000,385810.25
"393","Georgia Strait Sport",1981,197239,181359.67,253300,359658.05
"427","Georgia Strait Sport",1982,124390,177476.88,163793,331905.82
"527","Georgia Strait Sport",1983,198433,178223.65,198433,216872.95
"627","Georgia Strait Sport",1984,369445,468597.46,369445,473495.92
"727","Georgia Strait Sport",1985,234838,230190.13,234838,302234.07
"827","Georgia Strait Sport",1986,181896,178295.98,181896,234098.28
"927","Georgia Strait Sport",1987,121081,118684.57,121081,155830
"1027","Georgia Strait Sport",1988,119117,116759.5,119117,153302.32
"1135","Georgia Strait Sport",1989,132846,130216.68,132846,170971.41
"1227","Georgia Strait Sport",1990,111914,109699.02,111914,144032.14
"1327","Georgia Strait Sport",1991,124834,122363.31,115523,148676.86
"1427","Georgia Strait Sport",1992,132051,129437.52,116579,150035.96
"1527","Georgia Strait Sport",1993,140255,137479.07,125762,161854.37
"1627","Georgia Strait Sport",1994,76272,74762.46,72285,93030.02
"1727","Georgia Strait Sport",1995,66469,65153.46,65035,83699.39
"1827","Georgia Strait Sport",1996,92646,90812.34,100032,128740.15
"1927","Georgia Strait Sport",1997,60379,59184,59900,77090.72
"2027","Georgia Strait Sport",1998,23633,23165.29,24120,31042.18
"2127","Georgia Strait Sport",1999,52573,51532.45,53400,68725.23
"2227","Georgia Strait Sport",2000,38710,37943.89,40613,52268.56
"2329","Georgia Strait Sport",2001,35409,34708.2,58851,75740.67
"2429","Georgia Strait Sport",2002,56675,55553.28,80216,103237.15
"2529","Georgia Strait Sport",2003,29832,29241.59,55257,71115.17
"2628","Georgia Strait Sport",2004,29606,29020.04,67311,86628.51
"2722","Georgia Strait Sport",2005,28048,27492.87,54784,70506.46
"2819","Georgia Strait Sport",2006,22713,22263.45,38618,49700.97
"2918","Georgia Strait Sport",2007,24443,23959.22,41111,52909.45
"3018","Georgia Strait Sport",2008,13272,13009.32,31099,40024.07
"3122","Georgia Strait Sport",2009,29385,28803.35,43471,55946.74
"3220","Georgia Strait Sport",2010,24958,24464.06,30554,39322.71
"3318","Georgia Strait Sport",2011,33585,32920.33,42726,54987.89
"3418","Georgia Strait Sport",2012,30331,29730.68,44611,57413.9
"3518","Georgia Strait Sport",2013,33296,32637.05,57399,73871.96
"3618","Georgia Strait Sport",2014,55590,54489.84,66541,85637.57
"3718","Georgia Strait Sport",2015,71391,69978.06,100752,129666.78
"3818","Georgia Strait Sport",2016,52232,51198.25,66463,85537.17
"1449","B.C. Juan De Fuca Sport",1979,37900,31762.94,NA,NA
"1450","B.C. Juan De Fuca Sport",1980,37900,30658.36,NA,NA
"1451","B.C. Juan De Fuca Sport",1981,29832,29498.94,NA,NA
"1452","B.C. Juan De Fuca Sport",1982,30646,33068.97,NA,NA
"1453","B.C. Juan De Fuca Sport",1983,30228,43097.15,NA,NA
"1454","B.C. Juan De Fuca Sport",1984,24353,11875.71,NA,NA
"1455","B.C. Juan De Fuca Sport",1985,27843,26253.38,NA,NA
"1456","B.C. Juan De Fuca Sport",1986,34387,32423.73,NA,NA
"1457","B.C. Juan De Fuca Sport",1987,24878,23457.62,NA,NA
"1458","B.C. Juan De Fuca Sport",1988,31233,29449.81,NA,NA
"1459","B.C. Juan De Fuca Sport",1989,32539,30681.21,NA,NA
"1460","B.C. Juan De Fuca Sport",1990,30127,28406.97,NA,NA
"1461","B.C. Juan De Fuca Sport",1991,19017,17931.25,NA,NA
"1462","B.C. Juan De Fuca Sport",1992,21090,19885.86,NA,NA
"1463","B.C. Juan De Fuca Sport",1993,13967,13169.6,NA,NA
"1464","B.C. Juan De Fuca Sport",1994,14372,13551.46,NA,NA
"1465","B.C. Juan De Fuca Sport",1995,14405,13582.6,NA,NA
"1466","B.C. Juan De Fuca Sport",1996,19012,17926.54,NA,NA
"1467","B.C. Juan De Fuca Sport",1997,17080,16104.86,NA,NA
"1468","B.C. Juan De Fuca Sport",1998,9709,9154.7,NA,NA
"1469","B.C. Juan De Fuca Sport",1999,14808,13962.59,NA,NA
"1470","B.C. Juan De Fuca Sport",2000,10973,10346.46,NA,NA
"1471","B.C. Juan De Fuca Sport",2001,23463,22123.45,NA,NA
"1472","B.C. Juan De Fuca Sport",2002,24084,22708.98,NA,NA
"1473","B.C. Juan De Fuca Sport",2003,26630,25109.6,NA,NA
"1474","B.C. Juan De Fuca Sport",2004,40877,38543.19,NA,NA
"1475","B.C. Juan De Fuca Sport",2005,30480,28739.81,NA,NA
"1476","B.C. Juan De Fuca Sport",2006,26437,24927.64,NA,NA
"1477","B.C. Juan De Fuca Sport",2007,26549,25033.26,NA,NA
"1478","B.C. Juan De Fuca Sport",2008,22263,20991.9,NA,NA
"1479","B.C. Juan De Fuca Sport",2009,25587,24126.12,NA,NA
"1480","B.C. Juan De Fuca Sport",2010,15612,14720.64,NA,NA
"1481","B.C. Juan De Fuca Sport",2011,21075,19871.79,NA,NA
"1482","B.C. Juan De Fuca Sport",2012,22154,20889.14,NA,NA
"1483","B.C. Juan De Fuca Sport",2013,32363,30515.27,NA,NA
"1484","B.C. Juan De Fuca Sport",2014,20290,19131.56,NA,NA
"1485","B.C. Juan De Fuca Sport",2015,41292,38934.51,NA,NA
"1486","B.C. Juan De Fuca Sport",2016,22965,21653.85,NA,NA
"394","Alaska Terminal Troll",1979,100,1463.42,NA,NA
"401","Alaska Terminal Troll",1980,100,962.97,NA,NA
"4110","Alaska Terminal Troll",1981,100,795.74,NA,NA
"428","Alaska Terminal Troll",1982,100,851.64,NA,NA
"431","Alaska Terminal Troll",1983,0,264.96,NA,NA
"441","Alaska Terminal Troll",1984,0,399.12,NA,NA
"451","Alaska Terminal Troll",1985,0,719.77,NA,NA
"461","Alaska Terminal Troll",1986,0,434.56,NA,NA
"471","Alaska Terminal Troll",1987,0,697.06,NA,NA
"481","Alaska Terminal Troll",1988,0,458.06,NA,NA
"491","Alaska Terminal Troll",1989,0,386.03,NA,NA
"501","Alaska Terminal Troll",1990,0,413.59,NA,NA
"5110","Alaska Terminal Troll",1991,0,545.12,NA,NA
"528","Alaska Terminal Troll",1992,0,1625.81,NA,NA
"531","Alaska Terminal Troll",1993,0,786.17,NA,NA
"541","Alaska Terminal Troll",1994,0,2286.71,NA,NA
"551","Alaska Terminal Troll",1995,0,3757.66,NA,NA
"561","Alaska Terminal Troll",1996,0,3102.5,NA,NA
"571","Alaska Terminal Troll",1997,0,2122.02,NA,NA
"581","Alaska Terminal Troll",1998,0,2513.52,NA,NA
"591","Alaska Terminal Troll",1999,0,1847.33,NA,NA
"601","Alaska Terminal Troll",2000,0,1828.97,NA,NA
"6110","Alaska Terminal Troll",2001,0,1256.05,NA,NA
"628","Alaska Terminal Troll",2002,0,1139.15,NA,NA
"631","Alaska Terminal Troll",2003,0,1878.81,NA,NA
"641","Alaska Terminal Troll",2004,0,1227.27,NA,NA
"651","Alaska Terminal Troll",2005,2812,516.23,NA,NA
"661","Alaska Terminal Troll",2006,1261,487.82,NA,NA
"671","Alaska Terminal Troll",2007,1422,507.86,NA,NA
"681","Alaska Terminal Troll",2008,796,817.49,NA,NA
"691","Alaska Terminal Troll",2009,23,645.25,NA,NA
"701","Alaska Terminal Troll",2010,379,258.88,NA,NA
"7110","Alaska Terminal Troll",2011,196,478.39,NA,NA
"728","Alaska Terminal Troll",2012,325,550.49,NA,NA
"731","Alaska Terminal Troll",2013,239,224.7,NA,NA
"741","Alaska Terminal Troll",2014,736,797.44,NA,NA
"751","Alaska Terminal Troll",2015,216,171.21,NA,NA
"761","Alaska Terminal Troll",2016,216,3752.02,NA,NA
"6121","Columbia River Net",1979,177556,118532,NA,NA
"6131","Columbia River Net",1980,149173,118678.67,NA,NA
"6141","Columbia River Net",1981,90071,103590.04,NA,NA
"6151","Columbia River Net",1982,161513,157256.31,NA,NA
"6161","Columbia River Net",1983,66913,65452.71,NA,NA
"6171","Columbia River Net",1984,135309,135202.54,NA,NA
"6181","Columbia River Net",1985,155418,148975.54,NA,NA
"6191","Columbia River Net",1986,286616,277475.32,NA,NA
"6201","Columbia River Net",1987,495100,483480.72,NA,NA
"6211","Columbia River Net",1988,506791,495816.98,NA,NA
"6221","Columbia River Net",1989,292598,283497.72,NA,NA
"6231","Columbia River Net",1990,158919,148889.33,NA,NA
"6241","Columbia River Net",1991,114866,109525.18,NA,NA
"6251","Columbia River Net",1992,63679,55768.05,NA,NA
"6261","Columbia River Net",1993,71445,53444.03,NA,NA
"6271","Columbia River Net",1994,39406,41692.77,NA,NA
"6281","Columbia River Net",1995,43787,43710,NA,NA
"629","Columbia River Net",1996,88730,83269.14,NA,NA
"630","Columbia River Net",1997,87741,72912.09,NA,NA
"6311","Columbia River Net",1998,54819,57361.96,NA,NA
"632","Columbia River Net",1999,91254,92715.35,NA,NA
"633","Columbia River Net",2000,92166,60915.86,NA,NA
"634","Columbia River Net",2001,243325,136799.17,NA,NA
"635","Columbia River Net",2002,265152,182342.97,NA,NA
"636","Columbia River Net",2003,233650,190257.32,NA,NA
"637","Columbia River Net",2004,244220,192342.74,NA,NA
"638","Columbia River Net",2005,183405,156711.86,NA,NA
"639","Columbia River Net",2006,160018,126766.74,NA,NA
"640","Columbia River Net",2007,90530,56582.08,NA,NA
"6411","Columbia River Net",2008,200123,142268.17,NA,NA
"642","Columbia River Net",2009,176224,148635.14,NA,NA
"643","Columbia River Net",2010,306038,202209.32,NA,NA
"644","Columbia River Net",2011,274873,208798.76,NA,NA
"645","Columbia River Net",2012,238961,135553.4,NA,NA
"646","Columbia River Net",2013,378510,345767.09,NA,NA
"647","Columbia River Net",2014,453239,405425.11,NA,NA
"648","Columbia River Net",2015,472414,393186.85,NA,NA
"649","Columbia River Net",2016,472414,224656.74,NA,NA
"650","Alaska Terminal Net",1979,100,1458.69,NA,NA
"6511","Alaska Terminal Net",1980,100,2019.88,NA,NA
"652","Alaska Terminal Net",1981,100,1701.93,NA,NA
"653","Alaska Terminal Net",1982,100,900.04,NA,NA
"654","Alaska Terminal Net",1983,0,363.9,NA,NA
"655","Alaska Terminal Net",1984,0,570.66,NA,NA
"656","Alaska Terminal Net",1985,0,930.89,NA,NA
"657","Alaska Terminal Net",1986,0,1189.36,NA,NA
"658","Alaska Terminal Net",1987,0,927.96,NA,NA
"659","Alaska Terminal Net",1988,0,607.99,NA,NA
"660","Alaska Terminal Net",1989,0,1158.45,NA,NA
"6611","Alaska Terminal Net",1990,0,1980.77,NA,NA
"662","Alaska Terminal Net",1991,0,3072.31,NA,NA
"663","Alaska Terminal Net",1992,0,2244.29,NA,NA
"664","Alaska Terminal Net",1993,0,3568.08,NA,NA
"665","Alaska Terminal Net",1994,0,3133.28,NA,NA
"666","Alaska Terminal Net",1995,0,3985.2,NA,NA
"667","Alaska Terminal Net",1996,3306,3924.07,NA,NA
"668","Alaska Terminal Net",1997,3482,2932.9,NA,NA
"669","Alaska Terminal Net",1998,804,589.11,NA,NA
"670","Alaska Terminal Net",1999,3108,1965.52,NA,NA
"6711","Alaska Terminal Net",2000,881,2418.84,NA,NA
"672","Alaska Terminal Net",2001,631,715.69,NA,NA
"673","Alaska Terminal Net",2002,510,695.88,NA,NA
"674","Alaska Terminal Net",2003,1566,830.98,NA,NA
"675","Alaska Terminal Net",2004,5718,9919,NA,NA
"676","Alaska Terminal Net",2005,36385,78409.68,NA,NA
"677","Alaska Terminal Net",2006,25163,41537.54,NA,NA
"678","Alaska Terminal Net",2007,6628,14351.14,NA,NA
"679","Alaska Terminal Net",2008,4477,9564.98,NA,NA
"680","Alaska Terminal Net",2009,3711,4414.23,NA,NA
"6811","Alaska Terminal Net",2010,0,2023.15,NA,NA
"682","Alaska Terminal Net",2011,542,6468.06,NA,NA
"683","Alaska Terminal Net",2012,781,11086.59,NA,NA
"684","Alaska Terminal Net",2013,27,11991.67,NA,NA
"685","Alaska Terminal Net",2014,0,7464.96,NA,NA
"686","Alaska Terminal Net",2015,0,12123.34,NA,NA
"687","Alaska Terminal Net",2016,0,18092.68,NA,NA
"688","North B.C. Freshwater Net",1979,NA,1365.61,NA,NA
"689","North B.C. Freshwater Net",1980,NA,1527.62,NA,NA
"690","North B.C. Freshwater Net",1981,NA,1388.59,NA,NA
"6911","North B.C. Freshwater Net",1982,NA,1032.72,NA,NA
"692","North B.C. Freshwater Net",1983,NA,2624.73,NA,NA
"693","North B.C. Freshwater Net",1984,NA,953.01,NA,NA
"694","North B.C. Freshwater Net",1985,NA,1237.49,NA,NA
"695","North B.C. Freshwater Net",1986,NA,2313.39,NA,NA
"696","North B.C. Freshwater Net",1987,NA,2585.88,NA,NA
"697","North B.C. Freshwater Net",1988,NA,2050.56,NA,NA
"698","North B.C. Freshwater Net",1989,NA,2914.04,NA,NA
"699","North B.C. Freshwater Net",1990,NA,3660.08,NA,NA
"700","North B.C. Freshwater Net",1991,NA,2457.19,NA,NA
"7011","North B.C. Freshwater Net",1992,NA,3043.95,NA,NA
"702","North B.C. Freshwater Net",1993,NA,2261.9,NA,NA
"703","North B.C. Freshwater Net",1994,NA,3900.45,NA,NA
"704","North B.C. Freshwater Net",1995,NA,2960.65,NA,NA
"705","North B.C. Freshwater Net",1996,NA,3725.08,NA,NA
"706","North B.C. Freshwater Net",1997,NA,3336.27,NA,NA
"707","North B.C. Freshwater Net",1998,NA,2304.57,NA,NA
"708","North B.C. Freshwater Net",1999,NA,5286.49,NA,NA
"709","North B.C. Freshwater Net",2000,NA,4204.8,NA,NA
"7101","North B.C. Freshwater Net",2001,NA,3753.24,NA,NA
"7111","North B.C. Freshwater Net",2002,NA,4613.14,NA,NA
"7121","North B.C. Freshwater Net",2003,NA,6315.44,NA,NA
"7131","North B.C. Freshwater Net",2004,NA,5306.08,NA,NA
